dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.436293	7.247	0.799845
Amazon_employee_access	0.942173	14.990	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.730596	5.717	0.799980
BNG(breast-w)	0.984633	21.716	0.799980
BNG(cmc)	0.568716	36.083	0.799986
BNG(tic-tac-toe)	0.786767	21.436	0.799980
Bank_Customer_Churn_Dataset	0.860500	6.774	0.800000
Basketball_c	0.697761	5.063	0.800000
Cardiovascular-Disease-dataset	0.729929	49.741	0.800000
Click_prediction_small	0.831539	6.458	0.799990
Credit_c	0.702978	42.238	0.801311
Customer_Personality_Analysis	0.901786	1.000	0.800000
Diabetic_Retinopathy_Debrecen	0.761905	0.687	0.799305
E-CommereShippingData	0.664091	2.621	0.799982
Employee	0.853921	1.157	0.799914
FICO-HELOC-cleaned	0.738228	3.113	0.799919
Firm-Teacher_Clave-Direction_Classification	0.709259	2.767	0.800000
Fitness_Club_c	0.791946	0.523	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.603125	0.652	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.634375	0.654	0.800000
Gender_Gap_in_Spanish_WP	0.592632	1.115	0.799831
GesturePhaseSegmentationProcessed	0.627848	3.290	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.853914	2.157	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.870748	0.752	0.800000
INNHotelsGroup	0.859269	16.176	0.800000
Indian_pines	0.922362	12.141	0.799978
JapaneseVowels	0.990968	2.497	0.799920
KDDCup09_upselling	0.764133	2.123	0.799922
MIC	0.893939	1.398	0.799879
MagicTelescope	0.875920	5.101	0.800000
Marketing_Campaign	0.895089	0.783	0.800000
Mobile_Price_Classification	0.907500	0.729	0.800000
National_Health_and_Nutrition_Health_Survey	0.833333	0.603	0.799824
PhishingWebsites	0.963365	3.573	0.800000
PieChart3	0.879630	0.628	0.799443
Pima_Indians_Diabetes_Database	0.753247	0.461	0.799479
PizzaCutter3	0.875598	0.668	0.799616
Pumpkin_Seeds	0.876000	0.675	0.800000
QSAR_biodegradation	0.881517	0.646	0.799810
SDSS17	0.971600	98.310	0.800000
Satellite	0.992157	1.780	0.800000
Telecom_Churn_Dataset	0.932534	1.020	0.799880
UJI_Pen_Characters	0.494505	2.979	0.799853
Water_Quality_and_Potability	0.640244	0.829	0.799756
Wilt	0.990674	0.786	0.799834
abalone	0.638756	0.971	0.799856
ada	0.850602	1.676	0.799855
ada_agnostic	0.829135	1.883	0.799868
ada_prior	0.835754	1.102	0.799955
