dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.416988	2.401	0.799845	0.003	0.210	2.191	2.404
Amazon_employee_access	0.942173	10.168	0.799994	0.003	0.138	10.030	10.172
BLE_RSSI_dataset_for_Indoor_localization	0.731597	1.020	0.799980	0.002	0.034	0.985	1.022
BNG(breast-w)	0.985268	16.495	0.799980	0.004	0.237	16.259	16.499
BNG(cmc)	0.572694	31.527	0.799986	0.004	0.303	31.223	31.531
BNG(tic-tac-toe)	0.784735	16.810	0.799980	0.005	0.239	16.571	16.815
Bank_Customer_Churn_Dataset	0.866500	1.981	0.800000	0.003	0.079	1.903	1.984
Basketball_c	0.705224	0.254	0.800000	0.003	0.044	0.210	0.257
Cardiovascular-Disease-dataset	0.727571	50.793	0.800000	0.005	0.424	50.369	50.799
Click_prediction_small	0.831790	6.023	0.799990	0.003	0.076	5.947	6.026
Credit_c	0.702978	41.218	0.801311	0.005	0.785	40.433	41.223
Customer_Personality_Analysis	0.892857	0.491	0.800000	0.003	0.046	0.445	0.494
Diabetic_Retinopathy_Debrecen	0.766234	0.263	0.799305	0.002	0.030	0.233	0.265
E-CommereShippingData	0.671364	2.115	0.799982	0.003	0.064	2.052	2.118
Employee	0.850698	0.707	0.799914	0.002	0.025	0.682	0.709
FICO-HELOC-cleaned	0.740253	2.551	0.799919	0.003	0.128	2.422	2.554
Firm-Teacher_Clave-Direction_Classification	0.717130	2.415	0.800000	0.003	0.099	2.316	2.418
Fitness_Club_c	0.791946	0.185	0.799596	0.002	0.013	0.172	0.187
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.618750	0.334	0.800000	0.002	0.034	0.300	0.337
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.668750	0.336	0.800000	0.003	0.036	0.301	0.339
Gender_Gap_in_Spanish_WP	0.593684	0.842	0.799831	0.002	0.036	0.806	0.844
GesturePhaseSegmentationProcessed	0.595949	2.986	0.799959	0.003	0.163	2.823	2.989
HR_Analytics_Job_Change_of_Data_Scientists	0.852260	1.815	0.797432	0.003	0.059	1.756	1.818
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.874150	0.408	0.800000	0.002	0.052	0.356	0.410
INNHotelsGroup	0.856375	15.623	0.800000	0.004	0.300	15.323	15.628
Indian_pines	0.897212	11.414	0.799978	0.007	1.070	10.344	11.421
JapaneseVowels	0.989463	2.185	0.799920	0.003	0.080	2.105	2.188
KDDCup09_upselling	0.751462	1.801	0.799922	0.003	0.140	1.661	1.805
MIC	0.909091	1.074	0.799879	0.003	0.158	0.916	1.077
MagicTelescope	0.876446	4.742	0.800000	0.003	0.109	4.633	4.745
Marketing_Campaign	0.892857	0.509	0.800000	0.003	0.049	0.461	0.512
Mobile_Price_Classification	0.962500	0.414	0.800000	0.002	0.038	0.376	0.417
National_Health_and_Nutrition_Health_Survey	0.839912	0.295	0.799824	0.002	0.018	0.277	0.298
PhishingWebsites	0.962460	3.196	0.800000	0.003	0.144	3.052	3.199
PieChart3	0.884259	0.357	0.799443	0.002	0.055	0.301	0.359
Pima_Indians_Diabetes_Database	0.753247	0.144	0.799479	0.002	0.014	0.130	0.147
PizzaCutter3	0.880383	0.354	0.799617	0.002	0.053	0.300	0.356
Pumpkin_Seeds	0.874000	0.402	0.800000	0.002	0.026	0.377	0.404
QSAR_biodegradation	0.890995	0.378	0.799810	0.004	0.061	0.317	0.381
SDSS17	0.970850	99.151	0.800000	0.006	0.676	98.475	99.157
Satellite	0.992157	1.481	0.800000	0.003	0.105	1.376	1.484
Telecom_Churn_Dataset	0.947526	0.650	0.799880	0.002	0.041	0.610	0.653
UJI_Pen_Characters	0.432234	2.538	0.799853	0.003	0.187	2.351	2.540
Water_Quality_and_Potability	0.629573	0.494	0.799756	0.003	0.023	0.471	0.496
Wilt	0.990674	0.479	0.799834	0.002	0.019	0.460	0.481
abalone	0.644737	0.643	0.799856	0.003	0.026	0.616	0.645
ada	0.850602	1.386	0.799855	0.003	0.103	1.282	1.389
ada_agnostic	0.833516	1.537	0.799868	0.003	0.107	1.430	1.541
ada_prior	0.844693	0.817	0.799955	0.002	0.038	0.779	0.820
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.592500	0.260	0.800000	0.002	0.017	0.243	0.263
allbp	0.974834	0.918	0.799841	0.003	0.058	0.860	0.921
allrep	0.970861	0.913	0.799841	0.002	0.059	0.855	0.916
analcatdata_authorship	0.988166	0.458	0.799049	0.002	0.094	0.364	0.461
artificial-characters	0.673190	1.896	0.799961	0.003	0.046	1.850	1.899
autoUniv-au4-2500	0.480000	1.525	0.800000	0.003	0.191	1.334	1.528
autoUniv-au7-1100	0.368182	0.199	0.800000	0.002	0.019	0.180	0.202
bank	0.895942	22.954	0.799982	0.004	0.378	22.575	22.958
banknote_authentication	0.545455	0.095	0.799563	0.002	0.009	0.085	0.097
baseball	0.940299	0.265	0.800000	0.002	0.027	0.238	0.267
car-evaluation	0.815029	0.364	0.799769	0.002	0.036	0.328	0.367
churn	0.942000	1.072	0.800000	0.004	0.061	1.011	1.076
cmc	0.576271	0.237	0.799728	0.002	0.018	0.219	0.239
company_bankruptcy_prediction	0.969208	3.959	0.799971	0.004	0.321	3.638	3.963
contraceptive_method_choice	0.596610	0.236	0.799728	0.002	0.017	0.219	0.238
credit	0.775950	3.928	0.799988	0.003	0.093	3.835	3.930
default_of_credit_card_clients	0.825667	12.256	0.800000	0.004	0.380	11.876	12.260
delta_ailerons	0.946704	0.760	0.799972	0.002	0.026	0.735	0.763
dis	0.984106	0.924	0.799841	0.003	0.059	0.865	0.927
dna	0.927900	3.254	0.799749	0.004	0.355	2.899	3.258
drug_consumption	0.403183	0.307	0.799894	0.002	0.023	0.284	0.310
dry_bean_dataset	0.927286	3.330	0.799941	0.003	0.122	3.208	3.333
eeg-eye-state	0.944927	3.699	0.800000	0.003	0.120	3.579	3.702
electricity	0.809776	21.467	0.799987	0.004	0.252	21.215	21.471
estimation_of_obesity_levels	0.973995	0.394	0.799621	0.002	0.030	0.364	0.396
eye_movements	0.577697	3.022	0.799927	0.003	0.166	2.857	3.026
eye_movements_bin	0.588699	1.758	0.799947	0.003	0.091	1.667	1.761
first-order-theorem-proving	0.594771	2.226	0.799935	0.003	0.167	2.059	2.229
gas-drift	0.994608	11.189	0.800000	0.007	1.016	10.173	11.195
gina_agnostic	0.762248	23.395	0.799885	0.011	2.293	21.102	23.407
golf_play_dataset_extended	0.922374	0.195	0.800000	0.002	0.016	0.180	0.197
heloc	0.714500	2.542	0.800000	0.003	0.114	2.428	2.545
house_16H	0.880652	3.283	0.799970	0.004	0.118	3.165	3.287
htru	0.979609	4.207	0.799978	0.003	0.081	4.126	4.210
ibm-employee-performance	0.979592	0.408	0.800000	0.002	0.051	0.357	0.410
in_vehicle_coupon_recommendation	0.668467	3.041	0.800729	0.003	0.130	2.911	3.044
internet_firewall	0.802319	41.662	0.799991	0.004	0.167	41.495	41.666
jm1	0.815802	2.680	0.800000	0.004	0.119	2.562	2.684
jungle_chess_2pcs_raw_endgame_complete	0.839692	20.751	0.799996	0.005	0.184	20.567	20.756
kdd_ipums_la_97-small	0.867052	1.106	0.799923	0.003	0.060	1.046	1.109
kr-vs-k	0.579829	27.620	0.799971	0.003	0.138	27.483	27.624
kropt	0.585353	27.037	0.799971	0.003	0.115	26.923	27.041
led24	0.717187	0.721	0.800000	0.002	0.056	0.666	0.724
led7	0.734375	0.452	0.800000	0.002	0.019	0.433	0.454
letter	0.956750	18.118	0.800000	0.004	0.180	17.938	18.122
mammography	0.989271	1.530	0.799964	0.003	0.042	1.488	1.533
maternal_health_risk	0.793103	0.164	0.799803	0.002	0.011	0.153	0.166
mfeat-factors	0.970000	2.501	0.800000	0.003	0.360	2.141	2.505
mfeat-fourier	0.862500	0.986	0.800000	0.003	0.131	0.854	0.989
mfeat-karhunen	0.970000	0.861	0.800000	0.003	0.108	0.753	0.864
mfeat-morphological	0.777500	0.266	0.800000	0.003	0.015	0.251	0.269
mfeat-pixel	0.955000	2.803	0.800000	0.004	0.409	2.394	2.807
mfeat-zernike	0.815000	0.697	0.800000	0.003	0.090	0.607	0.700
mice_protein_expression	0.990741	0.582	0.800000	0.002	0.105	0.477	0.584
microaggregation2	0.615500	6.240	0.800000	0.004	0.183	6.058	6.244
mobile_c36_oversampling	0.959621	20.420	0.800000	0.003	0.200	20.220	20.424
mozilla4	0.920875	1.595	0.800000	0.003	0.045	1.550	1.598
naticusdroid+android+permissions+dataset	0.961309	20.036	0.799980	0.008	0.811	19.226	20.045
national-longitudinal-survey-binary	0.993890	0.943	0.799918	0.003	0.049	0.894	0.946
okcupid_stem	0.732009	9.034	0.799977	0.004	0.178	8.855	9.038
one-hundred-plants-margin	0.815625	4.463	0.800000	0.003	0.114	4.350	4.466
one-hundred-plants-shape	0.731250	4.464	0.800000	0.002	0.112	4.352	4.467
one-hundred-plants-texture	0.884375	4.094	0.799875	0.002	0.108	3.986	4.097
optdigits	0.992883	2.360	0.800000	0.003	0.199	2.161	2.363
ozone-level-8hr	0.950690	1.174	0.799921	0.003	0.139	1.036	1.178
page-blocks	0.977169	0.908	0.799927	0.002	0.036	0.873	0.911
pendigits	0.994998	2.500	0.799945	0.003	0.105	2.395	2.503
phoneme	0.872340	0.528	0.799963	0.003	0.022	0.506	0.531
pol	0.973228	2.752	0.799940	0.003	0.117	2.635	2.755
predict_students_dropout_and_academic_success	0.771751	1.225	0.799955	0.005	0.083	1.142	1.230
qsar	0.900474	0.366	0.800000	0.002	0.057	0.309	0.368
rice_cammeo_and_osmancik	0.927822	0.523	0.800000	0.002	0.021	0.503	0.525
ringnorm	0.975676	1.678	0.800000	0.003	0.081	1.597	1.681
satimage	0.917574	1.904	0.800000	0.004	0.129	1.774	1.907
segment	0.919913	0.434	0.800000	0.002	0.035	0.399	0.436
seismic+bumps	0.934236	0.479	0.799923	0.002	0.034	0.445	0.481
shuttle	0.999310	34.408	0.800000	0.005	0.316	34.092	34.413
spambase	0.944625	1.766	0.799826	0.003	0.143	1.623	1.769
splice	0.884013	1.300	0.800000	0.003	0.132	1.167	1.303
sports_articles_for_objectivity_analysis	0.835000	0.451	0.800000	0.003	0.087	0.363	0.453
statlog	0.735000	0.232	0.800000	0.002	0.030	0.202	0.234
steel_plates_faults	0.773779	0.473	0.799588	0.002	0.048	0.425	0.476
sylvine	0.936585	1.103	0.799961	0.003	0.064	1.039	1.106
taiwanese_bankruptcy_prediction	0.969208	3.939	0.799971	0.004	0.318	3.621	3.943
telco-customer-churn	0.799148	1.549	0.799943	0.003	0.080	1.470	1.552
texture	0.998182	5.543	0.800000	0.003	0.126	5.418	5.546
thyroid	0.986111	1.648	0.800000	0.003	0.067	1.581	1.651
thyroid-ann	0.986755	0.814	0.799841	0.003	0.048	0.766	0.817
thyroid-dis	0.687500	0.653	0.800000	0.002	0.050	0.603	0.655
turiye_student_evaluation	0.497423	1.597	0.800000	0.003	0.111	1.486	1.599
twonorm	0.979054	1.700	0.800000	0.003	0.086	1.613	1.703
vehicle	0.841176	0.204	0.799054	0.003	0.027	0.176	0.206
wall-robot-navigation	0.964286	1.268	0.799853	0.003	0.079	1.189	1.271
water_quality	0.903750	1.686	0.799900	0.003	0.062	1.624	1.689
waveform-5000	0.859000	1.562	0.800000	0.005	0.128	1.435	1.568
waveform_database_generator_version_1	0.862000	1.103	0.800000	0.002	0.064	1.039	1.106
website_phishing	0.907749	0.219	0.799704	0.002	0.017	0.202	0.221
wine-quality-red	0.578125	0.218	0.799875	0.002	0.010	0.208	0.220
wine-quality-white	0.588776	0.815	0.799918	0.002	0.037	0.778	0.817
yeast	0.612795	0.223	0.799865	0.002	0.017	0.206	0.225
