dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.420849	2.490	0.799845	0.003	0.207	2.282	2.493
Amazon_employee_access	0.942173	10.231	0.799994	0.004	0.136	10.095	10.235
BLE_RSSI_dataset_for_Indoor_localization	0.732098	1.019	0.799980	0.002	0.038	0.981	1.021
BNG(breast-w)	0.986538	16.738	0.799980	0.004	0.237	16.501	16.742
BNG(cmc)	0.574593	31.888	0.799986	0.005	0.334	31.554	31.893
BNG(tic-tac-toe)	0.780417	16.589	0.799980	0.004	0.239	16.350	16.593
Bank_Customer_Churn_Dataset	0.870500	1.989	0.800000	0.003	0.082	1.907	1.991
Basketball_c	0.708955	0.247	0.800000	0.003	0.034	0.213	0.250
Cardiovascular-Disease-dataset	0.730500	49.504	0.800000	0.006	0.394	49.110	49.510
Click_prediction_small	0.831790	5.955	0.799990	0.003	0.075	5.880	5.958
Credit_c	0.703309	41.295	0.801311	0.006	0.790	40.504	41.301
Customer_Personality_Analysis	0.892857	0.495	0.800000	0.003	0.047	0.449	0.498
Diabetic_Retinopathy_Debrecen	0.753247	0.266	0.799305	0.002	0.031	0.235	0.268
E-CommereShippingData	0.671364	2.143	0.799982	0.003	0.064	2.079	2.147
Employee	0.852846	0.710	0.799914	0.003	0.025	0.685	0.713
FICO-HELOC-cleaned	0.737215	2.566	0.799919	0.003	0.128	2.437	2.569
Firm-Teacher_Clave-Direction_Classification	0.764815	2.398	0.800000	0.003	0.101	2.296	2.400
Fitness_Club_c	0.802013	0.188	0.799596	0.002	0.014	0.174	0.190
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.618750	0.336	0.800000	0.003	0.035	0.301	0.339
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.696875	0.339	0.800000	0.003	0.037	0.302	0.341
Gender_Gap_in_Spanish_WP	0.595789	0.842	0.799831	0.003	0.035	0.806	0.844
GesturePhaseSegmentationProcessed	0.663291	2.987	0.799959	0.003	0.168	2.819	2.990
HR_Analytics_Job_Change_of_Data_Scientists	0.854465	1.816	0.797432	0.003	0.059	1.757	1.819
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.877551	0.408	0.800000	0.002	0.051	0.357	0.410
INNHotelsGroup	0.865472	15.754	0.800000	0.004	0.299	15.455	15.758
