dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.432432	7.016	0.799845
Amazon_employee_access	0.942173	14.712	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.732599	5.652	0.799980
BNG(breast-w)	0.985268	21.350	0.799980
BNG(cmc)	0.569892	36.042	0.799986
BNG(tic-tac-toe)	0.785751	21.336	0.799980
Bank_Customer_Churn_Dataset	0.866500	6.505	0.800000
Basketball_c	0.708955	4.885	0.800000
Cardiovascular-Disease-dataset	0.730071	49.652	0.800000
Click_prediction_small	0.831539	6.440	0.799990
Credit_c	0.704963	42.108	0.801311
Customer_Personality_Analysis	0.890625	1.003	0.800000
Diabetic_Retinopathy_Debrecen	0.770563	0.719	0.799305
E-CommereShippingData	0.666818	2.648	0.799982
Employee	0.846402	1.182	0.799914
FICO-HELOC-cleaned	0.741266	3.122	0.799919
Firm-Teacher_Clave-Direction_Classification	0.718981	2.708	0.800000
Fitness_Club_c	0.788591	0.508	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.603125	0.640	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.665625	0.633	0.800000
Gender_Gap_in_Spanish_WP	0.593684	1.136	0.799831
GesturePhaseSegmentationProcessed	0.631899	3.335	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.851709	2.161	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.880952	0.748	0.800000
INNHotelsGroup	0.858994	16.069	0.800000
Indian_pines	0.923455	12.002	0.799978
JapaneseVowels	0.994481	2.477	0.799920
KDDCup09_upselling	0.782651	2.113	0.799922
MIC	0.909091	1.379	0.799879
MagicTelescope	0.875657	5.106	0.800000
Marketing_Campaign	0.888393	0.793	0.800000
Mobile_Price_Classification	0.957500	0.699	0.800000
National_Health_and_Nutrition_Health_Survey	0.833333	0.589	0.799824
PhishingWebsites	0.964270	3.490	0.800000
PieChart3	0.884259	0.619	0.799443
Pima_Indians_Diabetes_Database	0.753247	0.470	0.799479
PizzaCutter3	0.875598	0.677	0.799616
Pumpkin_Seeds	0.876000	0.682	0.800000
QSAR_biodegradation	0.881517	0.662	0.799810
SDSS17	0.970750	97.940	0.800000
Satellite	0.992157	1.772	0.800000
Telecom_Churn_Dataset	0.941529	0.940	0.799880
UJI_Pen_Characters	0.476190	2.938	0.799853
Water_Quality_and_Potability	0.641768	0.807	0.799756
Wilt	0.991710	0.805	0.799834
abalone	0.644737	0.925	0.799856
ada	0.845783	1.670	0.799855
ada_agnostic	0.828039	1.819	0.799868
ada_prior	0.837989	1.085	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.592500	0.584	0.800000
allbp	0.974834	2.282	0.799841
allrep	0.973510	1.210	0.799841
analcatdata_authorship	0.988166	0.741	0.799049
artificial-characters	0.691781	2.188	0.799961
autoUniv-au4-2500	0.496000	1.856	0.800000
autoUniv-au7-1100	0.363636	0.585	0.800000
bank	0.896605	23.410	0.799982
banknote_authentication	0.560000	0.408	0.799563
baseball	0.944030	0.582	0.800000
car-evaluation	0.843931	0.651	0.799769
churn	0.935000	1.364	0.800000
cmc	0.579661	0.536	0.799728
company_bankruptcy_prediction	0.972141	4.297	0.799971
contraceptive_method_choice	0.606780	1.613	0.799728
credit	0.777445	4.333	0.799988
default_of_credit_card_clients	0.825667	12.686	0.800000
delta_ailerons	0.947405	1.054	0.799972
dis	0.984106	1.202	0.799841
dna	0.915361	3.555	0.799749
drug_consumption	0.403183	0.580	0.799894
dry_bean_dataset	0.928755	3.697	0.799941
eeg-eye-state	0.956609	3.980	0.800000
electricity	0.810107	21.851	0.799987
estimation_of_obesity_levels	0.976359	0.899	0.799621
eye_movements	0.567185	3.364	0.799927
eye_movements_bin	0.597240	2.044	0.799947
first-order-theorem-proving	0.611928	2.627	0.799935
gas-drift	0.994249	11.493	0.800000
gina_agnostic	0.801153	23.114	0.799885
golf_play_dataset_extended	0.926941	0.464	0.800000
heloc	0.719500	2.829	0.800000
house_16H	0.880652	4.586	0.799970
htru	0.978212	4.547	0.799978
ibm-employee-performance	0.993197	0.767	0.800000
in_vehicle_coupon_recommendation	0.660989	3.345	0.800729
internet_firewall	0.930419	42.019	0.799991
jm1	0.814883	2.986	0.800000
jungle_chess_2pcs_raw_endgame_complete	0.835341	20.997	0.799996
kdd_ipums_la_97-small	0.871869	1.372	0.799923
kr-vs-k	0.583927	27.966	0.799971
kropt	0.589273	27.964	0.799971
led24	0.723437	1.011	0.800000
led7	0.737500	0.782	0.800000
letter	0.970000	18.723	0.800000
mammography	0.989271	1.808	0.799964
maternal_health_risk	0.802956	0.435	0.799803
mfeat-factors	0.975000	2.792	0.800000
mfeat-fourier	0.885000	1.319	0.800000
mfeat-karhunen	0.972500	1.225	0.800000
mfeat-morphological	0.755000	0.627	0.800000
mfeat-pixel	0.967500	3.141	0.800000
mfeat-zernike	0.812500	0.963	0.800000
mice_protein_expression	1.000000	0.958	0.800000
microaggregation2	0.615750	6.464	0.800000
mobile_c36_oversampling	0.970827	20.757	0.800000
mozilla4	0.929238	1.906	0.800000
naticusdroid+android+permissions+dataset	0.966763	20.683	0.799980
national-longitudinal-survey-binary	0.993890	2.315	0.799919
