dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.397683	2.447	0.799845	0.003	0.206	2.241	2.450
Amazon_employee_access	0.942173	10.241	0.799994	0.004	0.141	10.100	10.244
BLE_RSSI_dataset_for_Indoor_localization	0.736605	1.024	0.799980	0.002	0.040	0.984	1.026
BNG(breast-w)	0.985649	16.825	0.799980	0.004	0.237	16.588	16.829
BNG(cmc)	0.571609	31.079	0.799986	0.005	0.308	30.771	31.083
BNG(tic-tac-toe)	0.784481	16.693	0.799980	0.004	0.239	16.453	16.698
Bank_Customer_Churn_Dataset	0.865500	1.992	0.800000	0.003	0.084	1.907	1.995
Basketball_c	0.716418	0.255	0.800000	0.002	0.045	0.210	0.258
Cardiovascular-Disease-dataset	0.731714	50.829	0.800000	0.005	0.427	50.402	50.835
Click_prediction_small	0.831539	5.976	0.799990	0.004	0.084	5.892	5.980
Credit_c	0.704384	41.292	0.801311	0.006	0.793	40.500	41.298
Customer_Personality_Analysis	0.892857	0.490	0.800000	0.002	0.045	0.445	0.492
Diabetic_Retinopathy_Debrecen	0.748918	0.261	0.799305	0.002	0.029	0.232	0.264
E-CommereShippingData	0.664091	2.130	0.799982	0.003	0.060	2.070	2.132
Employee	0.853921	0.704	0.799914	0.002	0.024	0.679	0.706
FICO-HELOC-cleaned	0.734684	2.554	0.799919	0.003	0.122	2.432	2.557
Firm-Teacher_Clave-Direction_Classification	0.761574	2.403	0.800000	0.003	0.098	2.305	2.406
Fitness_Club_c	0.808725	0.186	0.799596	0.002	0.013	0.173	0.188
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.562500	0.332	0.800000	0.003	0.034	0.298	0.335
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.675000	0.334	0.800000	0.003	0.035	0.299	0.336
Gender_Gap_in_Spanish_WP	0.591579	0.846	0.799831	0.002	0.036	0.809	0.848
GesturePhaseSegmentationProcessed	0.638481	2.972	0.799959	0.003	0.161	2.812	2.975
HR_Analytics_Job_Change_of_Data_Scientists	0.853363	1.823	0.797432	0.003	0.060	1.762	1.826
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.874150	0.411	0.800000	0.002	0.052	0.359	0.413
INNHotelsGroup	0.858718	15.846	0.800000	0.004	0.306	15.540	15.850
