dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.416988	6.669	0.799845
Amazon_employee_access	0.942173	14.313	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.733600	5.420	0.799980
BNG(breast-w)	0.983744	21.029	0.799980
BNG(cmc)	0.567269	35.702	0.799986
BNG(tic-tac-toe)	0.764161	20.819	0.799980
Bank_Customer_Churn_Dataset	0.863000	6.181	0.800000
Basketball_c	0.690299	4.423	0.800000
Cardiovascular-Disease-dataset	0.726929	49.598	0.800000
Click_prediction_small	0.831539	6.440	0.799990
Credit_c	0.689413	42.167	0.801311
Customer_Personality_Analysis	0.883929	0.954	0.800000
Diabetic_Retinopathy_Debrecen	0.748918	0.742	0.799305
E-CommereShippingData	0.659091	2.602	0.799982
Employee	0.839957	1.126	0.799914
FICO-HELOC-cleaned	0.738734	3.136	0.799919
Firm-Teacher_Clave-Direction_Classification	0.645370	2.747	0.800000
Fitness_Club_c	0.798658	0.474	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.543750	0.657	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.634375	0.632	0.800000
Gender_Gap_in_Spanish_WP	0.590526	1.173	0.799831
GesturePhaseSegmentationProcessed	0.535190	3.306	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.842337	2.112	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.877551	0.720	0.800000
INNHotelsGroup	0.867953	16.046	0.800000
Indian_pines	0.838710	12.055	0.799978
JapaneseVowels	0.987958	2.504	0.799920
KDDCup09_upselling	0.755361	2.109	0.799922
MIC	0.893939	1.393	0.799879
MagicTelescope	0.875657	5.118	0.800000
Marketing_Campaign	0.888393	0.787	0.800000
Mobile_Price_Classification	0.735000	0.740	0.800000
National_Health_and_Nutrition_Health_Survey	0.839912	0.574	0.799824
PhishingWebsites	0.962913	3.532	0.800000
PieChart3	0.875000	0.651	0.799443
Pima_Indians_Diabetes_Database	0.766234	0.431	0.799479
PizzaCutter3	0.880383	0.665	0.799616
Pumpkin_Seeds	0.878000	0.706	0.800000
QSAR_biodegradation	0.872038	0.660	0.799810
SDSS17	0.968350	97.705	0.800000
Satellite	0.992157	1.772	0.800000
Telecom_Churn_Dataset	0.935532	0.946	0.799880
UJI_Pen_Characters	0.479853	2.804	0.799853
Water_Quality_and_Potability	0.617378	0.779	0.799756
Wilt	0.990674	0.801	0.799834
abalone	0.631579	0.954	0.799856
ada	0.857831	1.697	0.799855
ada_agnostic	0.831325	1.826	0.799868
ada_prior	0.839106	1.105	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.585000	0.540	0.800000
allbp	0.976159	1.272	0.799841
allrep	0.970861	1.218	0.799841
analcatdata_authorship	0.988166	0.754	0.799049
artificial-characters	0.661937	2.198	0.799961
autoUniv-au4-2500	0.484000	1.837	0.800000
autoUniv-au7-1100	0.336364	0.551	0.800000
bank	0.891629	23.476	0.799982
banknote_authentication	0.563636	0.386	0.799563
baseball	0.940299	0.570	0.800000
car-evaluation	0.699422	0.663	0.799769
churn	0.929000	1.352	0.800000
cmc	0.583051	0.523	0.799728
company_bankruptcy_prediction	0.972874	4.251	0.799971
contraceptive_method_choice	0.579661	0.653	0.799728
credit	0.777146	4.399	0.799988
default_of_credit_card_clients	0.823667	12.712	0.800000
delta_ailerons	0.946003	1.059	0.799972
dis	0.984106	1.215	0.799841
dna	0.934169	3.545	0.799749
drug_consumption	0.400531	0.628	0.799894
dry_bean_dataset	0.923981	3.690	0.799941
eeg-eye-state	0.922230	3.987	0.800000
electricity	0.814079	21.831	0.799987
estimation_of_obesity_levels	0.964539	0.764	0.799621
eye_movements	0.555302	3.409	0.799927
eye_movements_bin	0.599869	2.047	0.799947
first-order-theorem-proving	0.596405	2.575	0.799935
gas-drift	0.994249	11.513	0.800000
gina_agnostic	0.716138	23.113	0.799885
golf_play_dataset_extended	0.917808	0.477	0.800000
heloc	0.718500	2.871	0.800000
house_16H	0.879911	3.613	0.799970
htru	0.978771	4.570	0.799978
ibm-employee-performance	0.982993	0.818	0.800000
in_vehicle_coupon_recommendation	0.680515	3.314	0.800729
internet_firewall	0.772641	42.193	0.799991
jm1	0.816261	2.976	0.800000
jungle_chess_2pcs_raw_endgame_complete	0.718541	20.983	0.799996
kdd_ipums_la_97-small	0.847784	1.413	0.799923
kr-vs-k	0.562366	29.154	0.799971
kropt	0.561297	28.360	0.799971
led24	0.732812	1.035	0.800000
led7	0.731250	0.729	0.800000
letter	0.954250	19.738	0.800000
mammography	0.988377	1.823	0.799964
maternal_health_risk	0.768473	0.447	0.799803
mfeat-factors	0.970000	2.851	0.800000
mfeat-fourier	0.867500	1.291	0.800000
mfeat-karhunen	0.957500	1.256	0.800000
mfeat-morphological	0.750000	0.605	0.800000
mfeat-pixel	0.940000	3.098	0.800000
mfeat-zernike	0.817500	0.998	0.800000
mice_protein_expression	1.000000	0.953	0.800000
microaggregation2	0.603750	6.517	0.800000
mobile_c36_oversampling	0.963679	20.781	0.800000
mozilla4	0.918302	1.889	0.800000
naticusdroid+android+permissions+dataset	0.951764	20.500	0.799980
national-longitudinal-survey-binary	0.991853	1.273	0.799919
okcupid_stem	0.732571	9.300	0.799978
one-hundred-plants-margin	0.759375	4.753	0.800000
one-hundred-plants-shape	0.709375	4.707	0.800000
one-hundred-plants-texture	0.825000	4.511	0.799875
optdigits	0.987544	2.663	0.800000
ozone-level-8hr	0.950690	1.473	0.799921
page-blocks	0.973516	1.202	0.799927
pendigits	0.994088	2.798	0.799945
phoneme	0.871415	0.807	0.799963
pol	0.971740	2.995	0.799940
predict_students_dropout_and_academic_success	0.774011	1.531	0.799955
qsar	0.890995	0.642	0.800000
rice_cammeo_and_osmancik	0.926509	0.818	0.800000
ringnorm	0.979730	1.999	0.800000
satimage	0.918351	2.188	0.800000
segment	0.928571	0.727	0.800000
seismic+bumps	0.934236	0.765	0.799923
shuttle	0.999397	34.433	0.800000
spambase	0.928339	2.068	0.799826
splice	0.901254	1.610	0.800000
sports_articles_for_objectivity_analysis	0.830000	0.741	0.800000
statlog	0.745000	0.562	0.800000
steel_plates_faults	0.771208	0.772	0.799588
sylvine	0.933659	1.400	0.799961
taiwanese_bankruptcy_prediction	0.970674	4.331	0.799971
telco-customer-churn	0.801278	1.818	0.799943
texture	1.000000	6.474	0.800000
thyroid	0.988194	1.968	0.800000
thyroid-ann	0.984106	1.106	0.799841
thyroid-dis	0.703571	0.977	0.800000
turiye_student_evaluation	0.491409	1.886	0.800000
twonorm	0.979730	2.006	0.800000
vehicle	0.847059	0.488	0.799054
wall-robot-navigation	0.950549	1.550	0.799853
water_quality	0.904375	1.995	0.799900
waveform-5000	0.849000	1.837	0.800000
waveform_database_generator_version_1	0.858000	1.393	0.800000
website_phishing	0.904059	0.537	0.799704
wine-quality-red	0.584375	0.514	0.799875
wine-quality-white	0.594898	1.096	0.799918
yeast	0.606061	0.496	0.799865
