dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.420849	2.484	0.799845	0.003	0.211	2.273	2.487
Amazon_employee_access	0.942173	10.068	0.799994	0.004	0.140	9.928	10.072
BLE_RSSI_dataset_for_Indoor_localization	0.727591	1.020	0.799980	0.003	0.035	0.985	1.023
BNG(breast-w)	0.985141	16.963	0.799980	0.004	0.266	16.697	16.967
BNG(cmc)	0.573146	31.020	0.799986	0.005	0.311	30.709	31.025
BNG(tic-tac-toe)	0.786640	16.848	0.799980	0.004	0.241	16.607	16.852
Bank_Customer_Churn_Dataset	0.867000	1.991	0.800000	0.003	0.070	1.921	1.993
Basketball_c	0.694030	0.247	0.800000	0.003	0.033	0.214	0.249
Cardiovascular-Disease-dataset	0.730429	50.644	0.800000	0.006	0.393	50.251	50.650
Click_prediction_small	0.831539	6.019	0.799990	0.003	0.076	5.943	6.022
Credit_c	0.703309	41.972	0.801311	0.006	0.793	41.179	41.978
Customer_Personality_Analysis	0.895089	0.491	0.800000	0.002	0.045	0.445	0.493
Diabetic_Retinopathy_Debrecen	0.748918	0.263	0.799305	0.002	0.030	0.234	0.265
E-CommereShippingData	0.670000	2.123	0.799982	0.003	0.061	2.061	2.126
Employee	0.848550	0.706	0.799914	0.002	0.025	0.681	0.708
FICO-HELOC-cleaned	0.739747	2.558	0.799919	0.004	0.130	2.428	2.562
Firm-Teacher_Clave-Direction_Classification	0.663889	2.416	0.800000	0.003	0.099	2.317	2.419
Fitness_Club_c	0.791946	0.186	0.799596	0.003	0.013	0.173	0.189
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.587500	0.334	0.800000	0.003	0.034	0.300	0.337
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.593750	0.336	0.800000	0.003	0.036	0.301	0.339
Gender_Gap_in_Spanish_WP	0.593684	0.849	0.799831	0.003	0.037	0.812	0.851
GesturePhaseSegmentationProcessed	0.619747	2.977	0.799959	0.003	0.171	2.807	2.980
HR_Analytics_Job_Change_of_Data_Scientists	0.852811	1.812	0.797432	0.003	0.060	1.752	1.815
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.857143	0.412	0.800000	0.003	0.052	0.360	0.414
INNHotelsGroup	0.858718	15.917	0.800000	0.004	0.302	15.615	15.921
Indian_pines	0.908147	11.442	0.799978	0.008	0.985	10.456	11.450
JapaneseVowels	0.990968	2.175	0.799920	0.003	0.083	2.092	2.178
KDDCup09_upselling	0.769006	1.795	0.799922	0.003	0.139	1.656	1.798
MIC	0.912121	1.068	0.799879	0.003	0.158	0.911	1.072
MagicTelescope	0.873554	4.820	0.800000	0.004	0.113	4.707	4.824
Marketing_Campaign	0.897321	0.512	0.800000	0.003	0.051	0.461	0.515
Mobile_Price_Classification	0.967500	0.414	0.800000	0.002	0.039	0.375	0.417
National_Health_and_Nutrition_Health_Survey	0.833333	0.292	0.799824	0.003	0.018	0.274	0.295
PhishingWebsites	0.966983	3.180	0.800000	0.003	0.143	3.037	3.183
PieChart3	0.875000	0.358	0.799443	0.002	0.057	0.301	0.360
Pima_Indians_Diabetes_Database	0.759740	0.143	0.799479	0.003	0.014	0.130	0.146
PizzaCutter3	0.880383	0.351	0.799617	0.002	0.054	0.297	0.353
Pumpkin_Seeds	0.878000	0.403	0.800000	0.002	0.026	0.376	0.405
QSAR_biodegradation	0.886256	0.378	0.799810	0.003	0.062	0.317	0.381
SDSS17	0.971500	100.331	0.800000	0.007	0.721	99.610	100.338
Satellite	0.993137	1.477	0.800000	0.004	0.104	1.373	1.482
Telecom_Churn_Dataset	0.940030	0.657	0.799880	0.002	0.041	0.616	0.660
UJI_Pen_Characters	0.465201	2.715	0.799853	0.003	0.121	2.593	2.717
Water_Quality_and_Potability	0.650915	0.493	0.799756	0.002	0.022	0.471	0.495
Wilt	0.990674	0.478	0.799834	0.002	0.019	0.460	0.481
abalone	0.630383	0.645	0.799856	0.003	0.027	0.618	0.647
ada	0.849398	1.377	0.799855	0.003	0.102	1.276	1.380
ada_agnostic	0.841183	1.541	0.799868	0.003	0.109	1.432	1.545
ada_prior	0.836872	0.819	0.799955	0.003	0.038	0.781	0.822
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.580000	0.259	0.800000	0.002	0.017	0.242	0.262
allbp	0.973510	0.919	0.799841	0.003	0.059	0.860	0.922
allrep	0.970861	0.923	0.799841	0.003	0.059	0.864	0.927
analcatdata_authorship	0.988166	0.456	0.799049	0.003	0.095	0.361	0.459
artificial-characters	0.688356	1.893	0.799961	0.003	0.046	1.847	1.896
autoUniv-au4-2500	0.522000	1.528	0.800000	0.003	0.193	1.335	1.531
autoUniv-au7-1100	0.372727	0.207	0.800000	0.003	0.020	0.187	0.209
bank	0.898596	23.414	0.799982	0.005	0.383	23.031	23.418
banknote_authentication	0.567273	0.099	0.799563	0.003	0.010	0.089	0.101
baseball	0.940299	0.270	0.800000	0.002	0.028	0.242	0.272
car-evaluation	0.768786	0.370	0.799769	0.003	0.036	0.333	0.372
churn	0.936000	1.081	0.800000	0.003	0.063	1.019	1.084
cmc	0.593220	0.236	0.799728	0.002	0.018	0.218	0.239
company_bankruptcy_prediction	0.968475	3.961	0.799971	0.004	0.322	3.639	3.966
contraceptive_method_choice	0.613559	0.235	0.799728	0.002	0.017	0.218	0.238
credit	0.776249	3.956	0.799988	0.003	0.092	3.864	3.959
default_of_credit_card_clients	0.823833	12.193	0.800000	0.004	0.384	11.809	12.198
delta_ailerons	0.948107	0.761	0.799972	0.003	0.026	0.734	0.764
dis	0.984106	0.917	0.799841	0.003	0.060	0.858	0.920
dna	0.923197	3.282	0.799749	0.005	0.367	2.914	3.286
drug_consumption	0.403183	0.310	0.799894	0.003	0.023	0.287	0.313
dry_bean_dataset	0.927653	3.319	0.799941	0.003	0.122	3.197	3.322
eeg-eye-state	0.953271	3.657	0.800000	0.004	0.123	3.535	3.661
electricity	0.813086	21.795	0.799987	0.005	0.256	21.539	21.800
estimation_of_obesity_levels	0.978723	0.398	0.799621	0.002	0.030	0.368	0.400
eye_movements	0.565356	3.022	0.799927	0.004	0.169	2.853	3.026
eye_movements_bin	0.591984	1.748	0.799947	0.003	0.094	1.654	1.752
first-order-theorem-proving	0.611928	2.219	0.799935	0.003	0.169	2.049	2.222
gas-drift	0.993889	11.224	0.800000	0.008	1.031	10.194	11.233
gina_agnostic	0.808357	23.269	0.799885	0.011	2.314	20.955	23.280
golf_play_dataset_extended	0.922374	0.196	0.800000	0.002	0.016	0.180	0.198
heloc	0.720000	2.547	0.800000	0.003	0.116	2.431	2.550
house_16H	0.882135	3.276	0.799970	0.003	0.121	3.155	3.279
htru	0.978492	4.281	0.799978	0.003	0.081	4.200	4.284
ibm-employee-performance	0.989796	0.406	0.800000	0.003	0.052	0.355	0.409
in_vehicle_coupon_recommendation	0.678853	3.029	0.800729	0.003	0.132	2.897	3.032
internet_firewall	0.801480	42.564	0.799991	0.004	0.169	42.395	42.568
jm1	0.816720	2.708	0.800000	0.003	0.119	2.588	2.711
jungle_chess_2pcs_raw_endgame_complete	0.842927	20.588	0.799996	0.004	0.185	20.403	20.592
kdd_ipums_la_97-small	0.859345	1.111	0.799923	0.003	0.061	1.049	1.114
kr-vs-k	0.615823	27.109	0.799971	0.004	0.128	26.981	27.113
kropt	0.618674	28.822	0.799971	0.004	0.115	28.707	28.826
led24	0.726562	0.721	0.800000	0.003	0.056	0.665	0.724
led7	0.740625	0.451	0.800000	0.003	0.019	0.431	0.454
letter	0.964250	17.774	0.800000	0.004	0.180	17.594	17.778
mammography	0.989718	1.552	0.799964	0.003	0.044	1.508	1.555
maternal_health_risk	0.807882	0.168	0.799803	0.003	0.012	0.156	0.171
mfeat-factors	0.967500	2.517	0.800000	0.004	0.366	2.151	2.521
mfeat-fourier	0.882500	0.990	0.800000	0.004	0.133	0.857	0.994
mfeat-karhunen	0.967500	0.866	0.800000	0.003	0.110	0.756	0.869
mfeat-morphological	0.760000	0.271	0.800000	0.003	0.016	0.255	0.274
mfeat-pixel	0.965000	2.918	0.800000	0.004	0.515	2.403	2.922
mfeat-zernike	0.820000	0.697	0.800000	0.003	0.091	0.606	0.700
mice_protein_expression	1.000000	0.585	0.800000	0.003	0.108	0.477	0.588
microaggregation2	0.619750	6.154	0.800000	0.004	0.184	5.970	6.158
mobile_c36_oversampling	0.965417	20.687	0.800000	0.004	0.200	20.487	20.691
mozilla4	0.921518	1.584	0.800000	0.003	0.045	1.539	1.587
naticusdroid+android+permissions+dataset	0.963184	20.036	0.799980	0.009	0.815	19.221	20.045
national-longitudinal-survey-binary	0.996945	0.940	0.799918	0.003	0.049	0.892	0.943
okcupid_stem	0.732759	8.913	0.799977	0.004	0.178	8.736	8.918
one-hundred-plants-margin	0.843750	3.997	0.800000	0.003	0.115	3.882	3.999
one-hundred-plants-shape	0.725000	3.962	0.800000	0.003	0.114	3.848	3.965
one-hundred-plants-texture	0.881250	4.256	0.799875	0.003	0.175	4.081	4.258
optdigits	0.991993	2.349	0.800000	0.005	0.187	2.162	2.353
ozone-level-8hr	0.954635	1.171	0.799921	0.003	0.133	1.038	1.174
page-blocks	0.976256	0.913	0.799927	0.004	0.036	0.877	0.917
pendigits	0.994998	2.480	0.799945	0.003	0.106	2.374	2.483
phoneme	0.876041	0.529	0.799963	0.003	0.022	0.508	0.532
pol	0.973723	2.727	0.799940	0.003	0.110	2.618	2.731
predict_students_dropout_and_academic_success	0.774011	1.230	0.799955	0.003	0.084	1.146	1.233
qsar	0.914692	0.370	0.800000	0.003	0.058	0.312	0.372
rice_cammeo_and_osmancik	0.927822	0.530	0.800000	0.002	0.021	0.509	0.532
ringnorm	0.978378	1.682	0.800000	0.003	0.082	1.600	1.685
satimage	0.924572	1.901	0.800000	0.003	0.129	1.772	1.904
segment	0.935065	0.434	0.800000	0.003	0.035	0.399	0.436
seismic+bumps	0.934236	0.478	0.799923	0.003	0.034	0.445	0.481
shuttle	0.999310	34.469	0.800000	0.005	0.315	34.154	34.474
spambase	0.942454	1.761	0.799826	0.003	0.134	1.626	1.764
splice	0.885580	1.310	0.800000	0.003	0.134	1.176	1.313
sports_articles_for_objectivity_analysis	0.850000	0.453	0.800000	0.003	0.089	0.363	0.455
statlog	0.740000	0.233	0.800000	0.002	0.031	0.202	0.235
steel_plates_faults	0.781491	0.479	0.799588	0.002	0.050	0.429	0.481
sylvine	0.936585	1.100	0.799961	0.003	0.065	1.035	1.103
taiwanese_bankruptcy_prediction	0.970674	3.950	0.799971	0.004	0.321	3.629	3.954
telco-customer-churn	0.799148	1.539	0.799943	0.003	0.075	1.464	1.542
texture	0.999091	6.029	0.800000	0.004	0.127	5.902	6.033
thyroid	0.989583	1.641	0.800000	0.003	0.067	1.574	1.644
thyroid-ann	0.985430	0.817	0.799841	0.003	0.046	0.771	0.820
thyroid-dis	0.694643	0.656	0.800000	0.003	0.051	0.606	0.659
turiye_student_evaluation	0.496564	1.586	0.800000	0.003	0.104	1.483	1.589
twonorm	0.978378	1.690	0.800000	0.003	0.086	1.603	1.693
vehicle	0.847059	0.208	0.799054	0.002	0.028	0.180	0.210
wall-robot-navigation	0.965201	1.274	0.799853	0.003	0.078	1.197	1.277
water_quality	0.904375	1.694	0.799900	0.003	0.063	1.632	1.697
waveform-5000	0.858000	1.555	0.800000	0.003	0.120	1.434	1.558
waveform_database_generator_version_1	0.863000	1.103	0.800000	0.003	0.066	1.037	1.105
website_phishing	0.907749	0.223	0.799704	0.003	0.018	0.205	0.226
wine-quality-red	0.581250	0.221	0.799875	0.002	0.010	0.211	0.223
wine-quality-white	0.598980	0.822	0.799918	0.003	0.038	0.784	0.825
yeast	0.612795	0.224	0.799865	0.002	0.017	0.208	0.227
