dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.416988	2.384	0.799845	0.004	0.211	2.173	2.389
Amazon_employee_access	0.942173	10.165	0.799994	0.004	0.140	10.024	10.168
BLE_RSSI_dataset_for_Indoor_localization	0.732098	1.018	0.799980	0.002	0.041	0.977	1.020
BNG(breast-w)	0.985903	16.450	0.799980	0.004	0.239	16.211	16.455
BNG(cmc)	0.575497	31.192	0.799986	0.005	0.306	30.885	31.197
BNG(tic-tac-toe)	0.785751	16.771	0.799980	0.004	0.243	16.527	16.775
Bank_Customer_Churn_Dataset	0.867000	1.996	0.800000	0.003	0.070	1.926	1.999
Basketball_c	0.705224	0.242	0.800000	0.003	0.031	0.211	0.245
Cardiovascular-Disease-dataset	0.729857	50.371	0.800000	0.005	0.391	49.980	50.377
Click_prediction_small	0.831665	5.888	0.799990	0.003	0.075	5.813	5.891
Credit_c	0.704218	41.954	0.801311	0.006	0.790	41.164	41.960
Customer_Personality_Analysis	0.892857	0.496	0.800000	0.011	0.048	0.448	0.506
Diabetic_Retinopathy_Debrecen	0.740260	0.264	0.799305	0.002	0.031	0.233	0.266
E-CommereShippingData	0.669091	2.155	0.799982	0.003	0.066	2.089	2.158
Employee	0.849624	0.708	0.799914	0.003	0.026	0.682	0.711
FICO-HELOC-cleaned	0.740253	2.582	0.799919	0.004	0.138	2.444	2.586
Firm-Teacher_Clave-Direction_Classification	0.696296	2.384	0.800000	0.003	0.099	2.285	2.387
Fitness_Club_c	0.791946	0.187	0.799596	0.003	0.013	0.173	0.189
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.593750	0.335	0.800000	0.002	0.035	0.300	0.338
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.609375	0.337	0.800000	0.003	0.037	0.301	0.340
Gender_Gap_in_Spanish_WP	0.588421	0.844	0.799831	0.002	0.037	0.807	0.846
GesturePhaseSegmentationProcessed	0.623291	3.006	0.799959	0.003	0.182	2.824	3.010
HR_Analytics_Job_Change_of_Data_Scientists	0.852260	1.805	0.797432	0.003	0.060	1.745	1.809
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.874150	0.410	0.800000	0.009	0.051	0.359	0.419
INNHotelsGroup	0.861475	15.768	0.800000	0.004	0.300	15.468	15.772
Indian_pines	0.928923	11.433	0.799978	0.008	0.977	10.456	11.441
JapaneseVowels	0.992975	2.197	0.799920	0.003	0.085	2.112	2.201
