dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.428571	7.436	0.799845
Amazon_employee_access	0.942173	14.782	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.728092	5.739	0.799980
BNG(breast-w)	0.985776	21.425	0.799980
BNG(cmc)	0.572694	36.061	0.799986
BNG(tic-tac-toe)	0.791847	21.540	0.799980
Bank_Customer_Churn_Dataset	0.865500	6.794	0.800000
Basketball_c	0.690299	4.902	0.800000
Cardiovascular-Disease-dataset	0.730429	49.946	0.800000
Click_prediction_small	0.831665	6.477	0.799990
Credit_c	0.708768	42.366	0.801311
Customer_Personality_Analysis	0.888393	0.987	0.800000
Diabetic_Retinopathy_Debrecen	0.770563	0.744	0.799305
E-CommereShippingData	0.669545	2.664	0.799982
Employee	0.852846	1.180	0.799914
FICO-HELOC-cleaned	0.740759	3.076	0.799919
Firm-Teacher_Clave-Direction_Classification	0.747685	2.737	0.800000
Fitness_Club_c	0.791946	0.476	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.625000	0.645	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.675000	0.632	0.800000
Gender_Gap_in_Spanish_WP	0.596842	1.177	0.799831
GesturePhaseSegmentationProcessed	0.656709	3.330	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.853914	2.173	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.863946	0.746	0.800000
INNHotelsGroup	0.868918	16.320	0.800000
Indian_pines	0.930563	11.856	0.799978
JapaneseVowels	0.994481	2.490	0.799920
KDDCup09_upselling	0.783626	2.101	0.799922
MIC	0.906061	1.389	0.799879
MagicTelescope	0.876972	5.173	0.800000
Marketing_Campaign	0.895089	0.835	0.800000
Mobile_Price_Classification	0.950000	0.702	0.800000
National_Health_and_Nutrition_Health_Survey	0.828947	0.575	0.799824
PhishingWebsites	0.969245	3.522	0.800000
PieChart3	0.875000	0.630	0.799443
Pima_Indians_Diabetes_Database	0.766234	0.447	0.799479
PizzaCutter3	0.880383	0.647	0.799616
Pumpkin_Seeds	0.882000	0.696	0.800000
QSAR_biodegradation	0.881517	0.682	0.799810
SDSS17	0.972750	99.420	0.800000
Satellite	0.993137	1.789	0.800000
Telecom_Churn_Dataset	0.952024	0.933	0.799880
UJI_Pen_Characters	0.472527	2.818	0.799853
Water_Quality_and_Potability	0.641768	0.771	0.799756
Wilt	0.991710	0.932	0.799834
abalone	0.638756	0.906	0.799856
ada	0.848193	1.672	0.799855
ada_agnostic	0.845564	1.842	0.799868
ada_prior	0.833520	1.096	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.597500	0.540	0.800000
allbp	0.972185	1.222	0.799841
allrep	0.972185	1.211	0.799841
analcatdata_authorship	0.988166	0.743	0.799049
artificial-characters	0.693738	2.169	0.799961
autoUniv-au4-2500	0.486000	1.836	0.800000
autoUniv-au7-1100	0.363636	0.642	0.800000
bank	0.898817	24.117	0.799982
banknote_authentication	0.549091	0.379	0.799563
baseball	0.947761	0.567	0.800000
car-evaluation	0.843931	0.649	0.799769
churn	0.932000	1.365	0.800000
cmc	0.579661	0.514	0.799728
company_bankruptcy_prediction	0.970674	4.248	0.799971
contraceptive_method_choice	0.620339	0.639	0.799728
credit	0.774753	4.462	0.799988
default_of_credit_card_clients	0.824667	12.714	0.800000
delta_ailerons	0.947405	1.047	0.799972
dis	0.986755	1.194	0.799841
dna	0.935737	3.570	0.799749
drug_consumption	0.403183	0.584	0.799894
dry_bean_dataset	0.928755	3.716	0.799941
eeg-eye-state	0.958278	3.965	0.800000
electricity	0.830740	21.987	0.799987
estimation_of_obesity_levels	0.973995	0.837	0.799621
eye_movements	0.587751	3.459	0.799927
eye_movements_bin	0.601840	2.041	0.799947
first-order-theorem-proving	0.625817	2.606	0.799935
gas-drift	0.994968	11.495	0.800000
gina_agnostic	0.804035	23.210	0.799885
golf_play_dataset_extended	0.926941	0.461	0.800000
heloc	0.720500	2.834	0.800000
house_16H	0.883247	3.615	0.799970
htru	0.978771	4.574	0.799978
ibm-employee-performance	1.000000	0.814	0.800000
in_vehicle_coupon_recommendation	0.673452	3.332	0.800729
internet_firewall	0.927825	41.872	0.799991
jm1	0.817180	2.962	0.800000
jungle_chess_2pcs_raw_endgame_complete	0.848170	21.352	0.799996
kdd_ipums_la_97-small	0.870906	1.401	0.799923
kr-vs-k	0.607092	29.239	0.799971
kropt	0.612081	28.651	0.799971
led24	0.726562	0.989	0.800000
led7	0.735938	0.759	0.800000
letter	0.972250	19.244	0.800000
mammography	0.989271	1.790	0.799964
maternal_health_risk	0.832512	0.449	0.799803
mfeat-factors	0.970000	2.823	0.800000
mfeat-fourier	0.875000	1.276	0.800000
mfeat-karhunen	0.970000	1.275	0.800000
mfeat-morphological	0.757500	0.623	0.800000
mfeat-pixel	0.967500	3.116	0.800000
mfeat-zernike	0.807500	0.964	0.800000
mice_protein_expression	1.000000	0.951	0.800000
microaggregation2	0.621750	6.601	0.800000
mobile_c36_oversampling	0.976913	20.685	0.800000
mozilla4	0.931168	1.888	0.800000
naticusdroid+android+permissions+dataset	0.966934	20.550	0.799980
national-longitudinal-survey-binary	0.993890	1.253	0.799919
okcupid_stem	0.734258	9.332	0.799978
one-hundred-plants-margin	0.837500	4.680	0.800000
one-hundred-plants-shape	0.756250	4.641	0.800000
one-hundred-plants-texture	0.881250	4.923	0.799875
optdigits	0.990214	2.645	0.800000
ozone-level-8hr	0.958580	1.459	0.799921
page-blocks	0.975342	1.216	0.799927
pendigits	0.995907	2.796	0.799945
phoneme	0.886216	0.802	0.799963
pol	0.975706	2.985	0.799940
predict_students_dropout_and_academic_success	0.780791	1.497	0.799955
qsar	0.909953	0.652	0.800000
rice_cammeo_and_osmancik	0.931759	0.806	0.800000
ringnorm	0.979730	1.956	0.800000
satimage	0.918351	2.178	0.800000
segment	0.935065	0.700	0.800000
seismic+bumps	0.932302	0.772	0.799923
shuttle	0.999397	34.308	0.800000
spambase	0.951140	2.040	0.799826
splice	0.879310	1.603	0.800000
sports_articles_for_objectivity_analysis	0.850000	0.726	0.800000
statlog	0.745000	0.513	0.800000
steel_plates_faults	0.784062	0.750	0.799588
sylvine	0.939512	1.391	0.799961
taiwanese_bankruptcy_prediction	0.970674	4.376	0.799971
