dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.405405	6.354	0.799845
Amazon_employee_access	0.942173	14.143	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.734101	4.993	0.799980
BNG(breast-w)	0.983998	20.927	0.799980
BNG(cmc)	0.569982	35.647	0.799986
BNG(tic-tac-toe)	0.764288	20.900	0.799980
Bank_Customer_Churn_Dataset	0.859000	6.106	0.800000
Basketball_c	0.697761	4.442	0.800000
Cardiovascular-Disease-dataset	0.726714	50.010	0.800000
Click_prediction_small	0.831539	6.450	0.799990
Credit_c	0.690819	42.373	0.801311
Customer_Personality_Analysis	0.895089	0.965	0.800000
Diabetic_Retinopathy_Debrecen	0.740260	0.712	0.799305
E-CommereShippingData	0.660000	2.675	0.799982
Employee	0.843179	1.151	0.799914
FICO-HELOC-cleaned	0.738734	3.150	0.799919
Firm-Teacher_Clave-Direction_Classification	0.615741	2.765	0.800000
Fitness_Club_c	0.785235	0.475	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.615625	0.620	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.615625	0.626	0.800000
Gender_Gap_in_Spanish_WP	0.589474	1.174	0.799831
GesturePhaseSegmentationProcessed	0.583797	3.321	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.848401	2.128	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.874150	0.743	0.800000
INNHotelsGroup	0.847829	16.382	0.800000
Indian_pines	0.858939	11.726	0.799978
JapaneseVowels	0.987958	2.496	0.799920
KDDCup09_upselling	0.751462	2.098	0.799922
MIC	0.900000	1.377	0.799879
MagicTelescope	0.869611	5.156	0.800000
Marketing_Campaign	0.890625	0.803	0.800000
Mobile_Price_Classification	0.862500	0.711	0.800000
National_Health_and_Nutrition_Health_Survey	0.839912	0.576	0.799824
PhishingWebsites	0.962460	3.485	0.800000
PieChart3	0.875000	0.644	0.799443
Pima_Indians_Diabetes_Database	0.759740	0.456	0.799479
PizzaCutter3	0.875598	0.780	0.799616
Pumpkin_Seeds	0.876000	0.712	0.800000
QSAR_biodegradation	0.881517	0.660	0.799810
SDSS17	0.968650	99.800	0.800000
Satellite	0.992157	1.757	0.800000
Telecom_Churn_Dataset	0.928036	0.929	0.799880
UJI_Pen_Characters	0.476190	3.090	0.799853
Water_Quality_and_Potability	0.628049	0.787	0.799756
Wilt	0.991710	0.784	0.799834
abalone	0.625598	0.937	0.799856
ada	0.846988	1.650	0.799855
ada_agnostic	0.830230	1.827	0.799868
ada_prior	0.840223	1.108	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.575000	0.553	0.800000
allbp	0.973510	1.239	0.799841
allrep	0.970861	1.226	0.799841
analcatdata_authorship	0.988166	0.740	0.799049
artificial-characters	0.659980	2.187	0.799961
autoUniv-au4-2500	0.478000	1.795	0.800000
autoUniv-au7-1100	0.331818	0.497	0.800000
bank	0.890855	24.199	0.799982
banknote_authentication	0.552727	0.385	0.799563
baseball	0.940299	0.558	0.800000
car-evaluation	0.731214	0.669	0.799769
churn	0.935000	1.368	0.800000
cmc	0.569492	0.546	0.799728
company_bankruptcy_prediction	0.972141	4.263	0.799971
contraceptive_method_choice	0.586441	0.627	0.799728
credit	0.777445	4.420	0.799988
default_of_credit_card_clients	0.822833	12.727	0.800000
delta_ailerons	0.947405	1.047	0.799972
dis	0.984106	1.220	0.799841
dna	0.932602	3.558	0.799749
drug_consumption	0.392573	0.599	0.799894
dry_bean_dataset	0.928388	3.688	0.799941
eeg-eye-state	0.943258	4.034	0.800000
electricity	0.804811	21.931	0.799987
estimation_of_obesity_levels	0.978723	0.834	0.799621
eye_movements	0.563071	3.399	0.799927
eye_movements_bin	0.593955	2.074	0.799947
first-order-theorem-proving	0.608660	2.628	0.799935
gas-drift	0.993530	11.551	0.800000
gina_agnostic	0.684438	23.110	0.799885
golf_play_dataset_extended	0.917808	0.455	0.800000
heloc	0.715000	2.846	0.800000
house_16H	0.873610	3.622	0.799970
htru	0.979609	4.613	0.799978
ibm-employee-performance	0.989796	0.802	0.800000
in_vehicle_coupon_recommendation	0.667221	3.335	0.800729
internet_firewall	0.812467	41.883	0.799991
jm1	0.814883	2.954	0.800000
jungle_chess_2pcs_raw_endgame_complete	0.768519	21.296	0.799996
kdd_ipums_la_97-small	0.844894	1.390	0.799923
kr-vs-k	0.556486	29.500	0.799971
kropt	0.563079	28.348	0.799971
led24	0.721875	1.144	0.800000
led7	0.739062	0.725	0.800000
letter	0.956250	19.322	0.800000
mammography	0.987483	1.789	0.799964
maternal_health_risk	0.783251	0.427	0.799803
mfeat-factors	0.972500	2.822	0.800000
mfeat-fourier	0.867500	1.275	0.800000
mfeat-karhunen	0.957500	1.217	0.800000
mfeat-morphological	0.770000	0.600	0.800000
mfeat-pixel	0.937500	3.104	0.800000
mfeat-zernike	0.815000	0.974	0.800000
mice_protein_expression	1.000000	0.948	0.800000
microaggregation2	0.605250	6.569	0.800000
mobile_c36_oversampling	0.950927	20.678	0.800000
mozilla4	0.910904	1.883	0.800000
naticusdroid+android+permissions+dataset	0.954491	20.525	0.799980
national-longitudinal-survey-binary	0.985743	1.258	0.799919
okcupid_stem	0.730322	9.346	0.799978
one-hundred-plants-margin	0.700000	4.662	0.800000
one-hundred-plants-shape	0.696875	4.382	0.800000
one-hundred-plants-texture	0.812500	4.633	0.799875
optdigits	0.985765	2.636	0.800000
ozone-level-8hr	0.948718	1.455	0.799921
page-blocks	0.973516	1.181	0.799927
pendigits	0.995452	2.798	0.799945
phoneme	0.864940	0.825	0.799963
pol	0.971244	2.998	0.799940
predict_students_dropout_and_academic_success	0.750282	1.500	0.799955
qsar	0.881517	0.634	0.800000
rice_cammeo_and_osmancik	0.927822	0.795	0.800000
ringnorm	0.977027	1.975	0.800000
satimage	0.916019	2.167	0.800000
segment	0.930736	0.736	0.800000
seismic+bumps	0.932302	0.776	0.799923
shuttle	0.999483	34.272	0.800000
spambase	0.942454	2.026	0.799826
splice	0.888715	1.590	0.800000
sports_articles_for_objectivity_analysis	0.850000	0.717	0.800000
statlog	0.730000	0.532	0.800000
steel_plates_faults	0.781491	0.744	0.799588
sylvine	0.936585	1.406	0.799961
taiwanese_bankruptcy_prediction	0.970674	4.518	0.799971
telco-customer-churn	0.801987	1.820	0.799943
texture	0.993636	6.094	0.800000
thyroid	0.987500	1.977	0.800000
thyroid-ann	0.982781	1.095	0.799841
thyroid-dis	0.703571	0.932	0.800000
turiye_student_evaluation	0.496564	1.854	0.800000
twonorm	0.979054	2.017	0.800000
vehicle	0.841176	0.514	0.799054
wall-robot-navigation	0.953297	1.553	0.799853
water_quality	0.903125	1.940	0.799900
waveform-5000	0.837000	1.842	0.800000
waveform_database_generator_version_1	0.861000	1.367	0.800000
website_phishing	0.911439	0.497	0.799704
wine-quality-red	0.581250	0.514	0.799875
