dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.424710	6.837	0.799845
Amazon_employee_access	0.942173	14.594	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.733100	5.589	0.799980
BNG(breast-w)	0.983617	21.282	0.799980
BNG(cmc)	0.568354	35.982	0.799986
BNG(tic-tac-toe)	0.763272	21.227	0.799980
Bank_Customer_Churn_Dataset	0.856500	6.425	0.800000
Basketball_c	0.701493	4.833	0.800000
Cardiovascular-Disease-dataset	0.719643	49.812	0.800000
Click_prediction_small	0.831539	6.478	0.799990
Credit_c	0.679901	42.209	0.801311
Customer_Personality_Analysis	0.901786	0.988	0.800000
Diabetic_Retinopathy_Debrecen	0.727273	0.742	0.799305
E-CommereShippingData	0.646818	2.635	0.799982
Employee	0.849624	1.182	0.799914
FICO-HELOC-cleaned	0.739747	3.149	0.799919
Firm-Teacher_Clave-Direction_Classification	0.631944	2.716	0.800000
Fitness_Club_c	0.778523	0.517	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.515625	0.642	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.556250	0.650	0.800000
Gender_Gap_in_Spanish_WP	0.593684	1.155	0.799831
GesturePhaseSegmentationProcessed	0.526076	3.286	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.835171	2.178	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.863946	0.758	0.800000
INNHotelsGroup	0.837905	16.118	0.800000
Indian_pines	0.802624	11.849	0.799978
JapaneseVowels	0.981435	2.475	0.799920
KDDCup09_upselling	0.722222	2.100	0.799922
MIC	0.909091	1.377	0.799879
MagicTelescope	0.870137	5.116	0.800000
Marketing_Campaign	0.899554	0.797	0.800000
Mobile_Price_Classification	0.787500	0.753	0.800000
National_Health_and_Nutrition_Health_Survey	0.844298	0.614	0.799824
PhishingWebsites	0.942108	3.569	0.800000
PieChart3	0.875000	0.625	0.799443
