dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.200772	6.968	0.799845
Amazon_employee_access	0.942173	14.146	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.343015	5.202	0.799980
BNG(breast-w)	0.666370	20.694	0.799980
BNG(cmc)	0.426221	34.972	0.799986
BNG(tic-tac-toe)	0.652908	20.782	0.799980
Bank_Customer_Churn_Dataset	0.796500	6.298	0.800000
Basketball_c	0.570896	4.443	0.800000
Cardiovascular-Disease-dataset	0.500286	48.342	0.800000
Click_prediction_small	0.831539	6.321	0.799990
Credit_c	0.526220	41.013	0.801311
Customer_Personality_Analysis	0.850446	1.007	0.800000
Diabetic_Retinopathy_Debrecen	0.532468	0.731	0.799305
E-CommereShippingData	0.596818	2.614	0.799982
Employee	0.656284	1.171	0.799914
FICO-HELOC-cleaned	0.520506	3.095	0.799919
Firm-Teacher_Clave-Direction_Classification	0.398611	2.710	0.800000
Fitness_Club_c	0.694631	0.489	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.500000	0.650	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.500000	0.641	0.800000
Gender_Gap_in_Spanish_WP	0.588421	1.161	0.799831
GesturePhaseSegmentationProcessed	0.211139	3.260	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.832966	2.118	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.840136	0.720	0.800000
INNHotelsGroup	0.672364	15.692	0.800000
Indian_pines	0.442865	11.762	0.799978
JapaneseVowels	0.096839	2.459	0.799920
KDDCup09_upselling	0.500000	2.098	0.799922
MIC	0.845455	1.380	0.799879
MagicTelescope	0.648265	5.008	0.800000
Marketing_Campaign	0.850446	0.783	0.800000
Mobile_Price_Classification	0.250000	0.730	0.800000
National_Health_and_Nutrition_Health_Survey	0.839912	0.605	0.799824
PhishingWebsites	0.443238	3.477	0.800000
PieChart3	0.875000	0.628	0.799443
Pima_Indians_Diabetes_Database	0.649351	0.426	0.799479
PizzaCutter3	0.880383	0.637	0.799616
Pumpkin_Seeds	0.480000	0.695	0.800000
QSAR_biodegradation	0.663507	0.644	0.799810
SDSS17	0.594450	95.840	0.800000
Satellite	0.985294	1.772	0.800000
Telecom_Churn_Dataset	0.854573	0.927	0.799880
UJI_Pen_Characters	0.032967	2.970	0.799853
Water_Quality_and_Potability	0.609756	0.791	0.799756
Wilt	0.946114	1.884	0.799834
abalone	0.245215	0.920	0.799856
ada	0.751807	1.675	0.799855
ada_agnostic	0.751369	1.891	0.799868
ada_prior	0.751955	1.094	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.555000	0.535	0.800000
allbp	0.956291	1.235	0.799841
allrep	0.966887	1.206	0.799841
analcatdata_authorship	0.349112	0.734	0.799049
artificial-characters	0.138454	2.170	0.799961
autoUniv-au4-2500	0.470000	1.814	0.800000
autoUniv-au7-1100	0.195455	1.433	0.800000
bank	0.883003	22.643	0.799982
banknote_authentication	0.556364	0.389	0.799563
baseball	0.906716	0.543	0.800000
car-evaluation	0.699422	0.647	0.799769
churn	0.859000	1.359	0.800000
cmc	0.427119	0.549	0.799728
company_bankruptcy_prediction	0.967742	4.270	0.799971
contraceptive_method_choice	0.366102	0.665	0.799728
credit	0.499850	4.271	0.799988
default_of_credit_card_clients	0.778833	12.367	0.800000
delta_ailerons	0.471950	1.049	0.799972
dis	0.984106	1.189	0.799841
dna	0.518809	3.557	0.799749
drug_consumption	0.403183	0.599	0.799894
dry_bean_dataset	0.260375	3.675	0.799941
eeg-eye-state	0.551068	3.935	0.800000
electricity	0.575417	21.363	0.799987
estimation_of_obesity_levels	0.137116	1.910	0.799621
eye_movements	0.389854	3.388	0.799927
eye_movements_bin	0.500000	2.045	0.799947
first-order-theorem-proving	0.100490	2.605	0.799935
gas-drift	0.210280	11.495	0.800000
gina_agnostic	0.491354	23.179	0.799885
golf_play_dataset_extended	0.789954	0.487	0.800000
heloc	0.500000	2.832	0.800000
house_16H	0.500000	3.645	0.799970
htru	0.908380	4.453	0.799978
ibm-employee-performance	0.846939	0.822	0.800000
in_vehicle_coupon_recommendation	0.570004	3.306	0.800729
internet_firewall	0.574350	41.453	0.799991
jm1	0.806615	2.972	0.800000
jungle_chess_2pcs_raw_endgame_complete	0.514614	20.507	0.799996
kdd_ipums_la_97-small	0.500000	1.390	0.799923
kr-vs-k	0.002851	27.366	0.799971
kropt	0.128297	28.487	0.799971
led24	0.104688	1.029	0.800000
led7	0.084375	0.709	0.800000
letter	0.039250	18.747	0.800000
mammography	0.976755	1.804	0.799964
maternal_health_risk	0.428571	0.453	0.799803
mfeat-factors	0.100000	2.829	0.800000
mfeat-fourier	0.100000	1.285	0.800000
mfeat-karhunen	0.100000	1.267	0.800000
mfeat-morphological	0.097500	1.536	0.800000
mfeat-pixel	0.100000	3.096	0.800000
mfeat-zernike	0.100000	0.969	0.800000
mice_protein_expression	0.125000	0.977	0.800000
microaggregation2	0.558000	6.402	0.800000
mobile_c36_oversampling	0.607032	20.241	0.800000
mozilla4	0.671277	1.886	0.800000
naticusdroid+android+permissions+dataset	0.498892	20.220	0.799980
national-longitudinal-survey-binary	0.622200	1.265	0.799919
okcupid_stem	0.720015	9.132	0.799978
one-hundred-plants-margin	0.009375	4.531	0.800000
one-hundred-plants-shape	0.009375	4.768	0.800000
one-hundred-plants-texture	0.009375	4.901	0.799875
optdigits	0.098754	2.621	0.800000
ozone-level-8hr	0.936884	1.474	0.799921
page-blocks	0.897717	1.195	0.799927
pendigits	0.104138	2.757	0.799945
phoneme	0.706753	0.884	0.799963
pol	0.500248	2.969	0.799940
predict_students_dropout_and_academic_success	0.320904	1.532	0.799955
qsar	0.663507	0.673	0.800000
rice_cammeo_and_osmancik	0.573491	0.799	0.800000
ringnorm	0.495270	1.986	0.800000
satimage	0.234837	2.200	0.800000
segment	0.142857	0.743	0.800000
seismic+bumps	0.934236	0.793	0.799923
shuttle	0.785948	33.651	0.800000
spambase	0.605863	2.048	0.799826
splice	0.518809	1.617	0.800000
sports_articles_for_objectivity_analysis	0.635000	0.721	0.800000
statlog	0.700000	0.530	0.800000
steel_plates_faults	0.200514	0.798	0.799588
sylvine	0.500488	1.381	0.799961
taiwanese_bankruptcy_prediction	0.967742	5.452	0.799971
telco-customer-churn	0.734564	1.824	0.799943
texture	0.009091	6.549	0.800000
thyroid	0.925694	1.931	0.800000
thyroid-ann	0.924503	1.087	0.799841
thyroid-dis	0.583929	0.943	0.800000
turiye_student_evaluation	0.304983	1.891	0.800000
twonorm	0.499324	1.993	0.800000
vehicle	0.247059	0.490	0.799054
wall-robot-navigation	0.384615	1.543	0.799853
water_quality	0.886250	1.963	0.799900
waveform-5000	0.331000	1.860	0.800000
waveform_database_generator_version_1	0.339000	1.370	0.800000
website_phishing	0.516605	0.532	0.799704
wine-quality-red	0.468750	0.576	0.799875
wine-quality-white	0.296939	1.098	0.799918
yeast	0.134680	0.522	0.799865
