dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.420849	2.376	0.799845	0.003	0.203	2.173	2.379
Amazon_employee_access	0.942173	10.055	0.799994	0.003	0.139	9.916	10.059
BLE_RSSI_dataset_for_Indoor_localization	0.732599	1.019	0.799980	0.002	0.034	0.985	1.022
BNG(breast-w)	0.985522	16.817	0.799980	0.004	0.240	16.576	16.821
BNG(cmc)	0.570434	31.472	0.799986	0.004	0.305	31.167	31.477
BNG(tic-tac-toe)	0.782703	16.991	0.799980	0.004	0.263	16.729	16.995
Bank_Customer_Churn_Dataset	0.862000	1.998	0.800000	0.003	0.071	1.927	2.001
Basketball_c	0.705224	0.250	0.800000	0.002	0.040	0.209	0.252
Cardiovascular-Disease-dataset	0.730857	49.457	0.800000	0.005	0.394	49.063	49.462
Click_prediction_small	0.831665	6.014	0.799990	0.003	0.075	5.938	6.016
Credit_c	0.705376	42.242	0.801311	0.005	0.789	41.453	42.248
Customer_Personality_Analysis	0.890625	0.489	0.800000	0.002	0.045	0.444	0.491
Diabetic_Retinopathy_Debrecen	0.753247	0.261	0.799305	0.003	0.029	0.232	0.264
E-CommereShippingData	0.668636	2.118	0.799982	0.003	0.061	2.058	2.122
Employee	0.851772	0.704	0.799914	0.002	0.024	0.680	0.706
FICO-HELOC-cleaned	0.740759	2.546	0.799919	0.003	0.122	2.424	2.549
Firm-Teacher_Clave-Direction_Classification	0.764815	2.413	0.800000	0.003	0.103	2.310	2.416
Fitness_Club_c	0.802013	0.184	0.799596	0.002	0.013	0.171	0.186
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.618750	0.333	0.800000	0.002	0.033	0.299	0.335
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.618750	0.334	0.800000	0.002	0.035	0.299	0.336
Gender_Gap_in_Spanish_WP	0.594737	0.839	0.799831	0.003	0.035	0.804	0.841
GesturePhaseSegmentationProcessed	0.634937	2.980	0.799959	0.003	0.162	2.818	2.983
HR_Analytics_Job_Change_of_Data_Scientists	0.847850	1.806	0.797432	0.003	0.059	1.747	1.809
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.877551	0.405	0.800000	0.002	0.050	0.355	0.408
INNHotelsGroup	0.871675	15.773	0.800000	0.003	0.299	15.474	15.776
Indian_pines	0.921815	11.311	0.799978	0.007	0.969	10.342	11.318
JapaneseVowels	0.990467	2.181	0.799920	0.004	0.079	2.102	2.185
KDDCup09_upselling	0.774854	1.801	0.799922	0.003	0.140	1.660	1.804
MIC	0.903030	1.072	0.799879	0.003	0.159	0.913	1.075
MagicTelescope	0.875657	4.831	0.800000	0.003	0.111	4.720	4.834
Marketing_Campaign	0.895089	0.510	0.800000	0.003	0.051	0.459	0.512
Mobile_Price_Classification	0.960000	0.518	0.800000	0.002	0.038	0.479	0.520
National_Health_and_Nutrition_Health_Survey	0.835526	0.294	0.799824	0.002	0.019	0.275	0.296
PhishingWebsites	0.967888	3.219	0.800000	0.003	0.158	3.061	3.222
PieChart3	0.875000	0.357	0.799443	0.002	0.056	0.301	0.359
Pima_Indians_Diabetes_Database	0.766234	0.144	0.799479	0.002	0.014	0.130	0.146
PizzaCutter3	0.880383	0.351	0.799617	0.002	0.053	0.297	0.353
Pumpkin_Seeds	0.878000	0.400	0.800000	0.002	0.026	0.375	0.402
QSAR_biodegradation	0.881517	0.377	0.799810	0.002	0.061	0.316	0.380
SDSS17	0.972250	99.186	0.800000	0.006	0.677	98.509	99.191
Satellite	0.992157	1.487	0.800000	0.003	0.112	1.375	1.490
Telecom_Churn_Dataset	0.935532	0.657	0.799880	0.002	0.042	0.616	0.660
UJI_Pen_Characters	0.454212	2.708	0.799853	0.002	0.120	2.588	2.710
Water_Quality_and_Potability	0.632622	0.494	0.799756	0.003	0.024	0.470	0.496
Wilt	0.991710	0.481	0.799834	0.002	0.020	0.461	0.483
abalone	0.636364	0.642	0.799856	0.002	0.026	0.616	0.644
ada	0.848193	1.389	0.799855	0.003	0.109	1.280	1.392
ada_agnostic	0.833516	1.538	0.799868	0.003	0.108	1.430	1.541
ada_prior	0.834637	0.826	0.799955	0.002	0.041	0.785	0.829
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.607500	0.259	0.800000	0.002	0.017	0.243	0.262
allbp	0.973510	0.920	0.799841	0.003	0.059	0.861	0.923
allrep	0.969536	0.920	0.799841	0.002	0.057	0.863	0.923
analcatdata_authorship	0.994083	0.460	0.799049	0.002	0.098	0.362	0.463
artificial-characters	0.683953	1.911	0.799961	0.005	0.046	1.865	1.916
autoUniv-au4-2500	0.496000	1.530	0.800000	0.003	0.198	1.331	1.533
autoUniv-au7-1100	0.363636	0.222	0.800000	0.002	0.019	0.202	0.224
bank	0.896716	23.291	0.799982	0.004	0.384	22.907	23.295
banknote_authentication	0.560000	0.097	0.799563	0.002	0.009	0.088	0.099
baseball	0.940299	0.267	0.800000	0.002	0.028	0.240	0.270
car-evaluation	0.803468	0.367	0.799769	0.002	0.036	0.332	0.370
churn	0.940000	1.081	0.800000	0.003	0.061	1.019	1.083
cmc	0.572881	0.235	0.799728	0.002	0.018	0.217	0.237
company_bankruptcy_prediction	0.968475	3.976	0.799971	0.004	0.341	3.635	3.980
contraceptive_method_choice	0.613559	0.236	0.799728	0.002	0.017	0.218	0.238
credit	0.775351	3.926	0.799988	0.003	0.093	3.834	3.929
default_of_credit_card_clients	0.822333	12.421	0.800000	0.004	0.389	12.032	12.425
delta_ailerons	0.946704	0.765	0.799972	0.003	0.026	0.739	0.768
dis	0.984106	0.925	0.799841	0.003	0.063	0.862	0.928
dna	0.932602	3.278	0.799749	0.004	0.362	2.916	3.282
drug_consumption	0.403183	0.308	0.799894	0.002	0.023	0.285	0.310
dry_bean_dataset	0.927653	3.306	0.799941	0.003	0.123	3.183	3.309
eeg-eye-state	0.966956	3.731	0.800000	0.004	0.131	3.600	3.734
electricity	0.815293	21.688	0.799987	0.004	0.253	21.435	21.693
estimation_of_obesity_levels	0.978723	0.396	0.799621	0.002	0.030	0.366	0.398
eye_movements	0.571298	3.026	0.799927	0.003	0.161	2.864	3.029
eye_movements_bin	0.592641	1.767	0.799947	0.003	0.098	1.669	1.770
first-order-theorem-proving	0.607026	2.235	0.799935	0.003	0.177	2.059	2.239
gas-drift	0.994968	11.164	0.800000	0.007	0.997	10.166	11.170
gina_agnostic	0.811239	23.429	0.799885	0.011	2.398	21.031	23.440
golf_play_dataset_extended	0.922374	0.197	0.800000	0.002	0.016	0.181	0.199
heloc	0.717000	2.562	0.800000	0.004	0.117	2.446	2.566
house_16H	0.882135	3.319	0.799970	0.003	0.121	3.198	3.322
htru	0.980447	4.296	0.799978	0.002	0.079	4.217	4.298
ibm-employee-performance	0.979592	0.405	0.800000	0.002	0.051	0.354	0.408
in_vehicle_coupon_recommendation	0.671375	3.065	0.800729	0.003	0.134	2.931	3.068
internet_firewall	0.802243	42.549	0.799991	0.004	0.169	42.380	42.553
jm1	0.814883	2.687	0.800000	0.003	0.113	2.574	2.690
jungle_chess_2pcs_raw_endgame_complete	0.825413	20.500	0.799996	0.004	0.184	20.316	20.503
kdd_ipums_la_97-small	0.862235	1.114	0.799923	0.003	0.061	1.053	1.117
kr-vs-k	0.606557	27.185	0.799971	0.003	0.128	27.057	27.188
kropt	0.614932	29.245	0.799971	0.003	0.117	29.129	29.249
led24	0.707812	0.715	0.800000	0.002	0.055	0.661	0.718
led7	0.729688	0.446	0.800000	0.002	0.019	0.428	0.448
letter	0.967000	18.189	0.800000	0.004	0.177	18.012	18.192
mammography	0.988377	1.540	0.799964	0.003	0.044	1.496	1.542
maternal_health_risk	0.798030	0.170	0.799803	0.002	0.012	0.158	0.172
mfeat-factors	0.972500	2.511	0.800000	0.004	0.363	2.148	2.515
mfeat-fourier	0.865000	0.993	0.800000	0.003	0.133	0.860	0.996
mfeat-karhunen	0.970000	0.867	0.800000	0.003	0.110	0.757	0.870
mfeat-morphological	0.757500	0.272	0.800000	0.002	0.016	0.256	0.275
mfeat-pixel	0.960000	2.815	0.800000	0.003	0.414	2.401	2.818
mfeat-zernike	0.807500	0.697	0.800000	0.003	0.093	0.604	0.700
mice_protein_expression	1.000000	0.582	0.800000	0.002	0.108	0.474	0.584
microaggregation2	0.618000	6.267	0.800000	0.004	0.200	6.067	6.271
mobile_c36_oversampling	0.967060	20.428	0.800000	0.004	0.199	20.230	20.432
mozilla4	0.926343	1.577	0.800000	0.002	0.046	1.531	1.579
naticusdroid+android+permissions+dataset	0.965741	20.383	0.799980	0.008	0.919	19.464	20.392
national-longitudinal-survey-binary	0.989817	0.937	0.799918	0.003	0.049	0.888	0.940
okcupid_stem	0.733321	8.865	0.799977	0.003	0.176	8.689	8.868
one-hundred-plants-margin	0.831250	4.269	0.800000	0.003	0.182	4.088	4.272
one-hundred-plants-shape	0.737500	4.208	0.800000	0.003	0.113	4.096	4.211
one-hundred-plants-texture	0.896875	4.324	0.799875	0.003	0.177	4.147	4.327
optdigits	0.991993	2.341	0.800000	0.003	0.188	2.153	2.344
ozone-level-8hr	0.952663	1.174	0.799921	0.003	0.134	1.040	1.177
page-blocks	0.977169	0.905	0.799927	0.002	0.035	0.869	0.907
pendigits	0.995907	2.490	0.799945	0.003	0.108	2.382	2.493
phoneme	0.879741	0.524	0.799963	0.003	0.021	0.503	0.527
pol	0.976202	2.715	0.799940	0.003	0.109	2.606	2.718
predict_students_dropout_and_academic_success	0.778531	1.222	0.799955	0.003	0.083	1.139	1.225
qsar	0.905213	0.368	0.800000	0.002	0.058	0.310	0.370
rice_cammeo_and_osmancik	0.925197	0.525	0.800000	0.002	0.021	0.504	0.527
ringnorm	0.981081	1.675	0.800000	0.003	0.081	1.594	1.677
satimage	0.915241	1.891	0.800000	0.003	0.132	1.759	1.894
segment	0.935065	0.435	0.800000	0.002	0.035	0.400	0.437
seismic+bumps	0.934236	0.476	0.799923	0.002	0.034	0.442	0.478
shuttle	0.999483	34.610	0.800000	0.005	0.320	34.289	34.614
spambase	0.948969	1.752	0.799826	0.003	0.133	1.620	1.756
splice	0.887147	1.312	0.800000	0.003	0.132	1.180	1.314
sports_articles_for_objectivity_analysis	0.845000	0.446	0.800000	0.002	0.087	0.359	0.448
statlog	0.720000	0.228	0.800000	0.005	0.030	0.199	0.233
steel_plates_faults	0.773779	0.473	0.799588	0.002	0.049	0.424	0.475
sylvine	0.932683	1.095	0.799961	0.002	0.063	1.032	1.098
taiwanese_bankruptcy_prediction	0.969941	3.963	0.799971	0.004	0.322	3.640	3.967
telco-customer-churn	0.800568	1.531	0.799943	0.003	0.075	1.456	1.534
texture	0.997273	5.846	0.800000	0.003	0.127	5.720	5.849
thyroid	0.987500	1.635	0.800000	0.003	0.066	1.569	1.638
thyroid-ann	0.982781	0.809	0.799841	0.003	0.046	0.763	0.811
thyroid-dis	0.689286	0.649	0.800000	0.002	0.050	0.600	0.652
turiye_student_evaluation	0.496564	1.581	0.800000	0.003	0.101	1.480	1.584
twonorm	0.978378	1.684	0.800000	0.003	0.090	1.594	1.687
vehicle	0.852941	0.208	0.799054	0.002	0.028	0.180	0.210
wall-robot-navigation	0.960623	1.276	0.799853	0.002	0.077	1.200	1.279
water_quality	0.905000	1.680	0.799900	0.002	0.063	1.618	1.683
waveform-5000	0.868000	1.556	0.800000	0.003	0.118	1.438	1.559
waveform_database_generator_version_1	0.866000	1.096	0.800000	0.003	0.065	1.032	1.099
website_phishing	0.915129	0.221	0.799704	0.002	0.018	0.204	0.223
wine-quality-red	0.575000	0.219	0.799875	0.002	0.010	0.209	0.221
wine-quality-white	0.596939	0.821	0.799918	0.002	0.038	0.783	0.824
yeast	0.629630	0.226	0.799865	0.002	0.017	0.209	0.229
