dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.436293	2.451	0.799845	0.003	0.203	2.248	2.453
Amazon_employee_access	0.942173	10.038	0.799994	0.003	0.140	9.897	10.041
BLE_RSSI_dataset_for_Indoor_localization	0.732599	1.015	0.799980	0.002	0.032	0.984	1.018
BNG(breast-w)	0.985903	16.629	0.799980	0.004	0.239	16.389	16.633
BNG(cmc)	0.572694	31.902	0.799986	0.004	0.335	31.568	31.907
BNG(tic-tac-toe)	0.788672	16.511	0.799980	0.004	0.240	16.272	16.516
Bank_Customer_Churn_Dataset	0.871000	1.999	0.800000	0.003	0.071	1.928	2.002
Basketball_c	0.701493	0.242	0.800000	0.002	0.031	0.211	0.244
Cardiovascular-Disease-dataset	0.729286	50.434	0.800000	0.005	0.393	50.041	50.439
Click_prediction_small	0.832165	6.004	0.799990	0.003	0.074	5.930	6.007
Credit_c	0.706700	42.015	0.801311	0.006	0.805	41.211	42.021
Customer_Personality_Analysis	0.890625	0.488	0.800000	0.002	0.045	0.444	0.491
Diabetic_Retinopathy_Debrecen	0.757576	0.261	0.799305	0.002	0.029	0.232	0.263
E-CommereShippingData	0.673182	2.116	0.799982	0.003	0.062	2.055	2.119
Employee	0.854995	0.704	0.799914	0.002	0.025	0.680	0.706
FICO-HELOC-cleaned	0.745823	2.546	0.799919	0.003	0.127	2.419	2.549
Firm-Teacher_Clave-Direction_Classification	0.754167	2.404	0.800000	0.003	0.099	2.305	2.407
Fitness_Club_c	0.798658	0.184	0.799596	0.002	0.013	0.171	0.186
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.590625	0.333	0.800000	0.002	0.033	0.299	0.335
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.668750	0.334	0.800000	0.002	0.035	0.299	0.336
Gender_Gap_in_Spanish_WP	0.598947	0.840	0.799831	0.002	0.035	0.804	0.842
GesturePhaseSegmentationProcessed	0.656203	2.968	0.799959	0.003	0.165	2.803	2.971
HR_Analytics_Job_Change_of_Data_Scientists	0.857773	1.803	0.797432	0.011	0.060	1.744	1.814
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.877551	0.406	0.800000	0.002	0.051	0.355	0.408
INNHotelsGroup	0.867264	15.861	0.800000	0.004	0.299	15.562	15.865
Indian_pines	0.932750	11.422	0.799978	0.007	0.982	10.440	11.429
