dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.424710	5.210	0.799845
Amazon_employee_access	0.942173	12.635	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.731097	3.237	0.799980
BNG(breast-w)	0.985014	19.560	0.799980
BNG(cmc)	0.570524	34.252	0.799986
BNG(tic-tac-toe)	0.777750	19.421	0.799980
Bank_Customer_Churn_Dataset	0.859500	4.059	0.800000
Basketball_c	0.686567	2.556	0.800000
Cardiovascular-Disease-dataset	0.727143	49.575	0.800000
Click_prediction_small	0.831539	6.413	0.799990
Credit_c	0.691894	42.078	0.801311
Customer_Personality_Analysis	0.890625	0.971	0.800000
Diabetic_Retinopathy_Debrecen	0.757576	0.703	0.799305
E-CommereShippingData	0.663182	2.625	0.799982
Employee	0.843179	1.162	0.799914
FICO-HELOC-cleaned	0.741266	3.128	0.799919
Firm-Teacher_Clave-Direction_Classification	0.634722	2.705	0.800000
Fitness_Club_c	0.798658	0.455	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.565625	0.666	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.568750	0.637	0.800000
Gender_Gap_in_Spanish_WP	0.590526	1.145	0.799831
GesturePhaseSegmentationProcessed	0.547848	3.276	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.843991	2.178	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.870748	0.729	0.800000
INNHotelsGroup	0.852378	16.068	0.800000
Indian_pines	0.892838	11.986	0.799978
JapaneseVowels	0.991470	2.499	0.799920
KDDCup09_upselling	0.751462	2.105	0.799922
MIC	0.887879	1.377	0.799879
MagicTelescope	0.875920	5.106	0.800000
Marketing_Campaign	0.888393	0.833	0.800000
Mobile_Price_Classification	0.922500	0.716	0.800000
National_Health_and_Nutrition_Health_Survey	0.835526	0.561	0.799824
PhishingWebsites	0.961556	3.494	0.800000
PieChart3	0.875000	0.654	0.799443
Pima_Indians_Diabetes_Database	0.759740	0.414	0.799479
PizzaCutter3	0.880383	0.629	0.799616
Pumpkin_Seeds	0.876000	0.667	0.800000
QSAR_biodegradation	0.872038	0.670	0.799810
SDSS17	0.970250	98.130	0.800000
Satellite	0.993137	1.747	0.800000
Telecom_Churn_Dataset	0.931034	0.950	0.799880
UJI_Pen_Characters	0.450549	3.187	0.799853
Water_Quality_and_Potability	0.632622	0.755	0.799756
Wilt	0.990674	0.774	0.799834
abalone	0.635167	0.928	0.799856
ada	0.844578	1.671	0.799855
ada_agnostic	0.829135	1.872	0.799868
ada_prior	0.843575	1.116	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.590000	0.524	0.800000
allbp	0.972185	1.241	0.799841
allrep	0.972185	1.182	0.799841
analcatdata_authorship	0.976331	0.727	0.799049
artificial-characters	0.679550	2.199	0.799961
autoUniv-au4-2500	0.472000	1.801	0.800000
autoUniv-au7-1100	0.359091	0.526	0.800000
bank	0.890744	23.653	0.799982
banknote_authentication	0.549091	0.380	0.799563
baseball	0.944030	0.578	0.800000
car-evaluation	0.748555	0.632	0.799769
churn	0.936000	1.340	0.800000
cmc	0.593220	0.515	0.799728
company_bankruptcy_prediction	0.970674	4.235	0.799971
contraceptive_method_choice	0.583051	0.607	0.799728
credit	0.775950	4.405	0.799988
default_of_credit_card_clients	0.823833	12.646	0.800000
delta_ailerons	0.946704	1.076	0.799972
dis	0.984106	1.193	0.799841
dna	0.927900	3.543	0.799749
drug_consumption	0.403183	0.595	0.799894
dry_bean_dataset	0.926919	3.691	0.799941
eeg-eye-state	0.924232	3.999	0.800000
electricity	0.807018	21.906	0.799987
estimation_of_obesity_levels	0.978723	0.790	0.799621
eye_movements	0.537477	3.409	0.799927
eye_movements_bin	0.595926	2.036	0.799947
first-order-theorem-proving	0.597222	2.616	0.799935
gas-drift	0.994968	11.491	0.800000
gina_agnostic	0.719020	23.102	0.799885
golf_play_dataset_extended	0.926941	0.501	0.800000
heloc	0.717500	2.824	0.800000
house_16H	0.873981	3.579	0.799970
htru	0.978771	4.546	0.799978
ibm-employee-performance	0.986395	0.790	0.800000
in_vehicle_coupon_recommendation	0.677607	3.325	0.800729
internet_firewall	0.803159	41.892	0.799991
jm1	0.813505	2.955	0.800000
jungle_chess_2pcs_raw_endgame_complete	0.772535	21.068	0.799996
kdd_ipums_la_97-small	0.844894	1.400	0.799923
kr-vs-k	0.549002	28.948	0.799971
kropt	0.553279	29.188	0.799971
led24	0.726562	0.994	0.800000
led7	0.737500	0.740	0.800000
letter	0.949250	19.384	0.800000
mammography	0.989271	1.780	0.799964
maternal_health_risk	0.768473	0.434	0.799803
mfeat-factors	0.970000	2.790	0.800000
mfeat-fourier	0.880000	1.276	0.800000
mfeat-karhunen	0.957500	1.230	0.800000
mfeat-morphological	0.757500	0.549	0.800000
mfeat-pixel	0.925000	3.093	0.800000
mfeat-zernike	0.825000	0.962	0.800000
mice_protein_expression	0.995370	0.933	0.800000
microaggregation2	0.602000	6.484	0.800000
mobile_c36_oversampling	0.959235	20.670	0.800000
mozilla4	0.918945	1.872	0.800000
naticusdroid+android+permissions+dataset	0.927050	20.538	0.799980
national-longitudinal-survey-binary	0.988798	1.237	0.799919
okcupid_stem	0.732009	9.301	0.799978
one-hundred-plants-margin	0.784375	4.618	0.800000
one-hundred-plants-shape	0.690625	4.475	0.800000
one-hundred-plants-texture	0.856250	4.945	0.799875
optdigits	0.984875	2.658	0.800000
ozone-level-8hr	0.952663	1.448	0.799921
page-blocks	0.976256	1.194	0.799927
pendigits	0.994088	2.778	0.799945
phoneme	0.869565	0.846	0.799963
pol	0.970749	3.008	0.799940
predict_students_dropout_and_academic_success	0.772881	1.483	0.799955
qsar	0.900474	0.644	0.800000
rice_cammeo_and_osmancik	0.927822	0.799	0.800000
ringnorm	0.976351	2.003	0.800000
satimage	0.914463	2.193	0.800000
segment	0.932900	0.714	0.800000
seismic+bumps	0.934236	0.765	0.799923
shuttle	0.999397	34.569	0.800000
spambase	0.931596	2.013	0.799826
splice	0.884013	1.617	0.800000
sports_articles_for_objectivity_analysis	0.840000	0.720	0.800000
statlog	0.725000	0.499	0.800000
steel_plates_faults	0.776350	0.769	0.799588
sylvine	0.935610	1.392	0.799961
taiwanese_bankruptcy_prediction	0.969208	4.364	0.799971
telco-customer-churn	0.797019	1.813	0.799943
texture	0.999091	6.179	0.800000
thyroid	0.988194	1.941	0.800000
