dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.424710	7.157	0.799845
Amazon_employee_access	0.941410	14.686	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.730596	5.777	0.799980
BNG(breast-w)	0.985522	21.485	0.799980
BNG(cmc)	0.573960	36.163	0.799986
BNG(tic-tac-toe)	0.789561	21.173	0.799980
Bank_Customer_Churn_Dataset	0.867000	6.765	0.800000
Basketball_c	0.701493	4.706	0.800000
Cardiovascular-Disease-dataset	0.731143	49.606	0.800000
Click_prediction_small	0.831539	6.431	0.799990
Credit_c	0.705211	42.122	0.801311
Customer_Personality_Analysis	0.895089	0.969	0.800000
Diabetic_Retinopathy_Debrecen	0.753247	0.694	0.799305
E-CommereShippingData	0.671818	2.614	0.799982
Employee	0.852846	1.145	0.799914
FICO-HELOC-cleaned	0.737722	3.099	0.799919
Firm-Teacher_Clave-Direction_Classification	0.681944	2.738	0.800000
Fitness_Club_c	0.791946	0.500	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.584375	0.641	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.606250	0.632	0.800000
Gender_Gap_in_Spanish_WP	0.595789	1.125	0.799831
GesturePhaseSegmentationProcessed	0.637468	3.284	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.854465	2.143	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.863946	0.723	0.800000
INNHotelsGroup	0.863405	16.091	0.800000
Indian_pines	0.928923	11.910	0.799978
JapaneseVowels	0.993979	2.497	0.799920
KDDCup09_upselling	0.785575	2.082	0.799922
MIC	0.900000	1.353	0.799879
MagicTelescope	0.874343	5.097	0.800000
Marketing_Campaign	0.890625	0.770	0.800000
Mobile_Price_Classification	0.970000	0.681	0.800000
National_Health_and_Nutrition_Health_Survey	0.835526	0.611	0.799824
PhishingWebsites	0.969697	3.512	0.800000
PieChart3	0.884259	0.644	0.799443
Pima_Indians_Diabetes_Database	0.766234	0.440	0.799479
PizzaCutter3	0.875598	0.654	0.799616
Pumpkin_Seeds	0.880000	0.668	0.800000
QSAR_biodegradation	0.886256	0.637	0.799810
SDSS17	0.972150	97.960	0.800000
Satellite	0.993137	1.771	0.800000
Telecom_Churn_Dataset	0.940030	0.947	0.799880
UJI_Pen_Characters	0.498168	2.917	0.799853
Water_Quality_and_Potability	0.644817	0.776	0.799756
Wilt	0.990674	0.774	0.799834
abalone	0.643541	0.934	0.799856
ada	0.849398	1.674	0.799855
ada_agnostic	0.833516	1.862	0.799868
ada_prior	0.835754	1.105	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.577500	0.556	0.800000
allbp	0.973510	2.450	0.799841
allrep	0.976159	1.187	0.799841
analcatdata_authorship	0.988166	0.733	0.799049
artificial-characters	0.694716	2.166	0.799961
autoUniv-au4-2500	0.506000	1.880	0.800000
autoUniv-au7-1100	0.368182	0.508	0.800000
bank	0.896937	23.465	0.799982
banknote_authentication	0.567273	0.368	0.799563
baseball	0.947761	0.563	0.800000
car-evaluation	0.838150	0.630	0.799769
churn	0.936000	1.343	0.800000
cmc	0.572881	0.503	0.799728
company_bankruptcy_prediction	0.970674	4.266	0.799971
contraceptive_method_choice	0.603390	1.850	0.799728
credit	0.779539	4.423	0.799988
default_of_credit_card_clients	0.822833	12.668	0.800000
delta_ailerons	0.947405	1.057	0.799972
dis	0.986755	1.183	0.799841
dna	0.921630	3.550	0.799749
drug_consumption	0.403183	0.568	0.799894
dry_bean_dataset	0.926919	3.685	0.799941
eeg-eye-state	0.960614	3.975	0.800000
electricity	0.815845	21.863	0.799987
estimation_of_obesity_levels	0.971631	0.813	0.799621
eye_movements	0.583638	3.391	0.799927
eye_movements_bin	0.593298	2.043	0.799947
first-order-theorem-proving	0.623366	2.600	0.799935
gas-drift	0.994968	11.467	0.800000
gina_agnostic	0.806916	23.106	0.799885
golf_play_dataset_extended	0.926941	0.466	0.800000
heloc	0.720000	2.864	0.800000
house_16H	0.882506	4.834	0.799970
htru	0.979050	4.550	0.799978
ibm-employee-performance	0.996599	0.806	0.800000
in_vehicle_coupon_recommendation	0.668882	3.321	0.800729
internet_firewall	0.802548	42.019	0.799991
jm1	0.816261	2.957	0.800000
jungle_chess_2pcs_raw_endgame_complete	0.844378	21.012	0.799996
kdd_ipums_la_97-small	0.865125	1.399	0.799923
kr-vs-k	0.612438	29.168	0.799971
kropt	0.616536	27.931	0.799971
led24	0.715625	1.011	0.800000
led7	0.739062	0.721	0.800000
letter	0.974000	18.663	0.800000
mammography	0.988824	1.789	0.799964
maternal_health_risk	0.822660	0.441	0.799803
mfeat-factors	0.972500	2.808	0.800000
mfeat-fourier	0.872500	1.287	0.800000
mfeat-karhunen	0.967500	1.244	0.800000
mfeat-morphological	0.755000	0.579	0.800000
mfeat-pixel	0.962500	3.127	0.800000
mfeat-zernike	0.807500	0.957	0.800000
mice_protein_expression	1.000000	0.953	0.800000
microaggregation2	0.622750	6.469	0.800000
mobile_c36_oversampling	0.973338	20.745	0.800000
mozilla4	0.924735	1.872	0.800000
naticusdroid+android+permissions+dataset	0.965570	20.504	0.799980
national-longitudinal-survey-binary	0.992872	2.458	0.799919
okcupid_stem	0.733508	9.329	0.799978
one-hundred-plants-margin	0.831250	4.545	0.800000
one-hundred-plants-shape	0.750000	4.582	0.800000
one-hundred-plants-texture	0.896875	4.953	0.799875
optdigits	0.991103	2.658	0.800000
ozone-level-8hr	0.956607	1.504	0.799921
page-blocks	0.975342	1.192	0.799927
pendigits	0.995452	2.831	0.799945
phoneme	0.879741	0.803	0.799963
pol	0.976698	2.983	0.799940
predict_students_dropout_and_academic_success	0.776271	1.504	0.799955
qsar	0.900474	0.713	0.800000
rice_cammeo_and_osmancik	0.930446	0.805	0.800000
ringnorm	0.979730	1.989	0.800000
satimage	0.919907	2.181	0.800000
segment	0.937229	0.718	0.800000
seismic+bumps	0.932302	0.799	0.799923
shuttle	0.999310	34.460	0.800000
spambase	0.943540	2.043	0.799826
splice	0.885580	1.634	0.800000
sports_articles_for_objectivity_analysis	0.845000	0.725	0.800000
statlog	0.735000	0.505	0.800000
steel_plates_faults	0.784062	0.777	0.799588
sylvine	0.938537	1.390	0.799961
taiwanese_bankruptcy_prediction	0.971408	4.407	0.799971
telco-customer-churn	0.799858	1.809	0.799943
texture	1.000000	6.292	0.800000
thyroid	0.986111	1.925	0.800000
thyroid-ann	0.985430	1.091	0.799841
thyroid-dis	0.703571	0.968	0.800000
turiye_student_evaluation	0.495704	1.879	0.800000
twonorm	0.979730	2.022	0.800000
vehicle	0.864706	0.522	0.799054
wall-robot-navigation	0.965201	1.536	0.799853
water_quality	0.900625	1.956	0.799900
waveform-5000	0.864000	1.855	0.800000
