dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.432432	7.034	0.799845
Amazon_employee_access	0.942173	14.669	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.730095	5.388	0.799980
BNG(breast-w)	0.984379	21.380	0.799980
BNG(cmc)	0.567269	36.002	0.799986
BNG(tic-tac-toe)	0.755271	21.241	0.799980
Bank_Customer_Churn_Dataset	0.862500	6.598	0.800000
Basketball_c	0.708955	4.852	0.800000
Cardiovascular-Disease-dataset	0.727643	50.090	0.800000
Click_prediction_small	0.831539	6.450	0.799990
Credit_c	0.689247	42.393	0.801311
Customer_Personality_Analysis	0.890625	0.965	0.800000
Diabetic_Retinopathy_Debrecen	0.757576	0.742	0.799305
E-CommereShippingData	0.654091	2.654	0.799982
Employee	0.844253	1.172	0.799914
FICO-HELOC-cleaned	0.740253	3.108	0.799919
Firm-Teacher_Clave-Direction_Classification	0.572222	2.743	0.800000
Fitness_Club_c	0.791946	0.486	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.621875	0.643	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.584375	0.623	0.800000
Gender_Gap_in_Spanish_WP	0.591579	1.187	0.799831
GesturePhaseSegmentationProcessed	0.552405	3.309	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.845094	2.163	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.863946	0.736	0.800000
INNHotelsGroup	0.847967	16.334	0.800000
Indian_pines	0.889010	11.990	0.799978
JapaneseVowels	0.988460	2.508	0.799920
KDDCup09_upselling	0.747563	2.109	0.799922
MIC	0.900000	1.418	0.799879
MagicTelescope	0.872766	5.099	0.800000
Marketing_Campaign	0.910714	0.792	0.800000
Mobile_Price_Classification	0.677500	0.723	0.800000
National_Health_and_Nutrition_Health_Survey	0.844298	0.576	0.799824
PhishingWebsites	0.951153	3.505	0.800000
PieChart3	0.879630	0.653	0.799443
Pima_Indians_Diabetes_Database	0.779221	0.421	0.799479
PizzaCutter3	0.880383	0.660	0.799616
Pumpkin_Seeds	0.878000	0.688	0.800000
QSAR_biodegradation	0.881517	0.651	0.799810
SDSS17	0.967950	99.921	0.800000
Satellite	0.992157	1.791	0.800000
Telecom_Churn_Dataset	0.928036	0.921	0.799880
UJI_Pen_Characters	0.487179	2.858	0.799853
Water_Quality_and_Potability	0.629573	0.760	0.799756
Wilt	0.989637	0.806	0.799834
abalone	0.629187	0.930	0.799856
ada	0.848193	1.692	0.799855
ada_agnostic	0.825849	1.840	0.799868
ada_prior	0.836872	1.126	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.575000	0.525	0.800000
allbp	0.972185	1.210	0.799841
allrep	0.972185	1.212	0.799841
analcatdata_authorship	0.988166	0.738	0.799049
artificial-characters	0.667319	2.177	0.799961
autoUniv-au4-2500	0.444000	1.847	0.800000
autoUniv-au7-1100	0.363636	0.530	0.800000
bank	0.892624	24.189	0.799982
banknote_authentication	0.560000	0.361	0.799563
baseball	0.940299	0.574	0.800000
car-evaluation	0.699422	0.651	0.799769
churn	0.933000	1.358	0.800000
cmc	0.569492	0.510	0.799728
company_bankruptcy_prediction	0.972141	4.262	0.799971
contraceptive_method_choice	0.596610	0.627	0.799728
credit	0.777745	4.403	0.799988
default_of_credit_card_clients	0.824000	12.699	0.800000
delta_ailerons	0.946704	1.060	0.799972
dis	0.984106	1.212	0.799841
dna	0.899687	3.545	0.799749
drug_consumption	0.403183	0.583	0.799894
dry_bean_dataset	0.928021	3.707	0.799941
eeg-eye-state	0.933912	4.011	0.800000
electricity	0.805473	21.975	0.799987
estimation_of_obesity_levels	0.959811	0.790	0.799621
eye_movements	0.555302	3.449	0.799927
eye_movements_bin	0.591984	2.052	0.799947
first-order-theorem-proving	0.594771	2.622	0.799935
gas-drift	0.994249	11.553	0.800000
gina_agnostic	0.661383	23.246	0.799885
golf_play_dataset_extended	0.926941	0.463	0.800000
heloc	0.724000	2.838	0.800000
house_16H	0.876575	3.614	0.799970
htru	0.979050	4.566	0.799978
ibm-employee-performance	0.965986	0.788	0.800000
in_vehicle_coupon_recommendation	0.660158	3.337	0.800729
internet_firewall	0.801556	41.962	0.799991
jm1	0.807533	2.965	0.800000
jungle_chess_2pcs_raw_endgame_complete	0.710286	21.349	0.799996
kdd_ipums_la_97-small	0.841040	1.387	0.799923
kr-vs-k	0.523877	29.323	0.799971
kropt	0.524768	29.504	0.799971
led24	0.737500	1.004	0.800000
led7	0.731250	0.784	0.800000
letter	0.951750	19.180	0.800000
mammography	0.987930	1.807	0.799964
maternal_health_risk	0.758621	0.441	0.799803
mfeat-factors	0.967500	2.800	0.800000
mfeat-fourier	0.890000	1.297	0.800000
mfeat-karhunen	0.962500	1.234	0.800000
mfeat-morphological	0.767500	0.575	0.800000
mfeat-pixel	0.912500	3.117	0.800000
mfeat-zernike	0.822500	0.967	0.800000
mice_protein_expression	0.995370	0.968	0.800000
microaggregation2	0.603000	6.564	0.800000
mobile_c36_oversampling	0.963872	20.714	0.800000
mozilla4	0.915085	1.912	0.800000
naticusdroid+android+permissions+dataset	0.943753	20.510	0.799980
national-longitudinal-survey-binary	0.983707	1.229	0.799919
okcupid_stem	0.731259	9.343	0.799978
one-hundred-plants-margin	0.731250	4.532	0.800000
one-hundred-plants-shape	0.706250	4.542	0.800000
one-hundred-plants-texture	0.803125	4.694	0.799875
optdigits	0.977758	2.640	0.800000
ozone-level-8hr	0.946746	1.508	0.799921
page-blocks	0.973516	1.197	0.799927
pendigits	0.991814	2.786	0.799945
phoneme	0.867715	0.814	0.799963
pol	0.968765	2.989	0.799940
predict_students_dropout_and_academic_success	0.760452	1.512	0.799955
qsar	0.909953	0.649	0.800000
rice_cammeo_and_osmancik	0.923885	0.805	0.800000
ringnorm	0.983108	1.985	0.800000
satimage	0.917574	2.178	0.800000
segment	0.919913	0.712	0.800000
seismic+bumps	0.932302	0.764	0.799923
shuttle	0.998879	34.231	0.800000
spambase	0.928339	2.041	0.799826
splice	0.901254	1.593	0.800000
sports_articles_for_objectivity_analysis	0.830000	0.724	0.800000
statlog	0.745000	0.513	0.800000
steel_plates_faults	0.784062	0.756	0.799588
sylvine	0.938537	1.410	0.799961
taiwanese_bankruptcy_prediction	0.970674	4.431	0.799971
telco-customer-churn	0.797729	1.815	0.799943
texture	0.998182	6.512	0.800000
thyroid	0.988889	1.920	0.800000
thyroid-ann	0.980132	1.088	0.799841
thyroid-dis	0.700000	0.955	0.800000
turiye_student_evaluation	0.496564	1.868	0.800000
twonorm	0.977703	1.981	0.800000
vehicle	0.841176	0.505	0.799054
wall-robot-navigation	0.934066	1.544	0.799853
water_quality	0.906250	1.958	0.799900
waveform-5000	0.857000	1.816	0.800000
waveform_database_generator_version_1	0.856000	1.374	0.800000
website_phishing	0.907749	0.513	0.799704
wine-quality-red	0.581250	0.499	0.799875
wine-quality-white	0.592857	1.089	0.799918
yeast	0.599327	0.512	0.799865
