dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.432432	2.496	0.799845	0.003	0.207	2.289	2.499
Amazon_employee_access	0.942173	10.342	0.799994	0.003	0.147	10.195	10.345
BLE_RSSI_dataset_for_Indoor_localization	0.732599	1.013	0.799980	0.003	0.032	0.980	1.015
BNG(breast-w)	0.985268	16.418	0.799980	0.004	0.240	16.179	16.423
BNG(cmc)	0.569620	31.650	0.799986	0.005	0.307	31.343	31.654
BNG(tic-tac-toe)	0.774067	16.761	0.799980	0.004	0.239	16.522	16.765
Bank_Customer_Churn_Dataset	0.864000	1.985	0.800000	0.003	0.082	1.904	1.988
Basketball_c	0.697761	0.245	0.800000	0.002	0.034	0.212	0.248
Cardiovascular-Disease-dataset	0.730000	49.856	0.800000	0.006	0.395	49.461	49.862
Click_prediction_small	0.831539	5.991	0.799990	0.003	0.075	5.917	5.994
Credit_c	0.697684	41.097	0.801311	0.006	0.795	40.301	41.103
Customer_Personality_Analysis	0.888393	0.494	0.800000	0.009	0.046	0.448	0.503
Diabetic_Retinopathy_Debrecen	0.757576	0.264	0.799305	0.002	0.030	0.234	0.266
E-CommereShippingData	0.667727	2.123	0.799982	0.003	0.063	2.060	2.126
Employee	0.849624	0.707	0.799914	0.002	0.025	0.682	0.709
FICO-HELOC-cleaned	0.739241	2.557	0.799919	0.004	0.129	2.428	2.561
Firm-Teacher_Clave-Direction_Classification	0.759259	2.405	0.800000	0.003	0.099	2.306	2.408
Fitness_Club_c	0.791946	0.188	0.799596	0.003	0.013	0.174	0.190
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.584375	0.336	0.800000	0.003	0.034	0.302	0.338
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.643750	0.337	0.800000	0.003	0.035	0.302	0.340
Gender_Gap_in_Spanish_WP	0.593684	0.841	0.799831	0.002	0.036	0.806	0.844
GesturePhaseSegmentationProcessed	0.627342	2.978	0.799959	0.003	0.167	2.811	2.982
HR_Analytics_Job_Change_of_Data_Scientists	0.851709	1.815	0.797432	0.003	0.059	1.756	1.818
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.867347	0.410	0.800000	0.010	0.053	0.358	0.420
INNHotelsGroup	0.863267	16.021	0.800000	0.004	0.325	15.696	16.025
Indian_pines	0.902679	11.374	0.799978	0.007	0.981	10.394	11.382
JapaneseVowels	0.992474	2.176	0.799920	0.003	0.083	2.093	2.180
KDDCup09_upselling	0.780702	1.799	0.799922	0.003	0.140	1.658	1.802
MIC	0.896970	1.077	0.799879	0.003	0.162	0.915	1.080
MagicTelescope	0.873028	4.761	0.800000	0.003	0.110	4.651	4.764
Marketing_Campaign	0.892857	0.507	0.800000	0.003	0.049	0.458	0.510
Mobile_Price_Classification	0.962500	0.412	0.800000	0.003	0.038	0.374	0.415
National_Health_and_Nutrition_Health_Survey	0.835526	0.294	0.799824	0.003	0.019	0.275	0.297
PhishingWebsites	0.961104	3.188	0.800000	0.003	0.147	3.041	3.191
PieChart3	0.875000	0.359	0.799443	0.002	0.057	0.302	0.362
Pima_Indians_Diabetes_Database	0.753247	0.144	0.799479	0.003	0.014	0.130	0.146
PizzaCutter3	0.875598	0.353	0.799617	0.003	0.054	0.298	0.355
Pumpkin_Seeds	0.876000	0.400	0.800000	0.003	0.026	0.374	0.403
QSAR_biodegradation	0.881517	0.381	0.799810	0.003	0.063	0.318	0.384
SDSS17	0.970500	97.537	0.800000	0.006	0.681	96.856	97.543
Satellite	0.993137	1.479	0.800000	0.004	0.105	1.374	1.483
Telecom_Churn_Dataset	0.947526	0.653	0.799880	0.005	0.041	0.612	0.658
UJI_Pen_Characters	0.476190	2.729	0.799853	0.003	0.118	2.610	2.731
Water_Quality_and_Potability	0.637195	0.496	0.799756	0.003	0.023	0.473	0.499
Wilt	0.989637	0.481	0.799834	0.002	0.019	0.462	0.484
abalone	0.630383	0.641	0.799856	0.002	0.027	0.614	0.643
ada	0.845783	1.382	0.799855	0.003	0.101	1.281	1.385
ada_agnostic	0.824754	1.533	0.799868	0.003	0.108	1.425	1.536
ada_prior	0.837989	0.822	0.799955	0.003	0.039	0.784	0.825
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.582500	0.258	0.800000	0.002	0.017	0.241	0.260
allbp	0.974834	0.918	0.799841	0.002	0.058	0.860	0.920
allrep	0.973510	0.917	0.799841	0.003	0.058	0.859	0.920
analcatdata_authorship	0.988166	0.461	0.799049	0.003	0.096	0.365	0.464
artificial-characters	0.667319	1.900	0.799961	0.003	0.046	1.855	1.903
autoUniv-au4-2500	0.490000	1.522	0.800000	0.003	0.190	1.331	1.525
autoUniv-au7-1100	0.372727	0.205	0.800000	0.003	0.020	0.185	0.207
bank	0.896273	23.192	0.799982	0.004	0.381	22.811	23.196
banknote_authentication	0.549091	0.098	0.799563	0.003	0.010	0.088	0.100
baseball	0.944030	0.268	0.800000	0.002	0.029	0.239	0.271
car-evaluation	0.832370	0.368	0.799769	0.003	0.037	0.331	0.370
churn	0.942000	1.082	0.800000	0.003	0.063	1.020	1.085
cmc	0.583051	0.232	0.799728	0.002	0.018	0.214	0.235
company_bankruptcy_prediction	0.971408	3.978	0.799971	0.004	0.347	3.631	3.982
contraceptive_method_choice	0.610169	0.233	0.799728	0.002	0.017	0.216	0.235
credit	0.774155	3.961	0.799988	0.003	0.093	3.869	3.964
default_of_credit_card_clients	0.827000	12.304	0.800000	0.005	0.386	11.918	12.309
delta_ailerons	0.947405	0.765	0.799972	0.003	0.026	0.739	0.768
dis	0.984106	0.923	0.799841	0.004	0.063	0.860	0.927
dna	0.918495	3.257	0.799749	0.004	0.358	2.899	3.261
drug_consumption	0.403183	0.312	0.799894	0.003	0.023	0.288	0.314
dry_bean_dataset	0.926552	3.355	0.799941	0.003	0.131	3.225	3.358
eeg-eye-state	0.952937	3.698	0.800000	0.003	0.121	3.577	3.702
electricity	0.809555	21.733	0.799987	0.004	0.251	21.482	21.737
estimation_of_obesity_levels	0.969267	0.396	0.799621	0.002	0.031	0.365	0.398
eye_movements	0.580896	3.029	0.799927	0.004	0.168	2.861	3.032
eye_movements_bin	0.586728	1.763	0.799947	0.003	0.099	1.663	1.766
first-order-theorem-proving	0.612745	2.233	0.799935	0.003	0.177	2.056	2.236
gas-drift	0.996046	11.226	0.800000	0.007	1.019	10.207	11.234
gina_agnostic	0.775216	23.582	0.799885	0.011	2.421	21.161	23.592
golf_play_dataset_extended	0.945205	0.196	0.800000	0.002	0.016	0.180	0.198
heloc	0.718500	2.598	0.800000	0.003	0.118	2.481	2.602
house_16H	0.883617	3.276	0.799970	0.003	0.122	3.154	3.279
htru	0.979330	4.259	0.799978	0.003	0.081	4.178	4.262
ibm-employee-performance	0.986395	0.407	0.800000	0.003	0.052	0.355	0.409
in_vehicle_coupon_recommendation	0.663897	3.020	0.800729	0.003	0.133	2.888	3.024
internet_firewall	0.812848	42.302	0.799991	0.004	0.170	42.132	42.306
jm1	0.813964	2.685	0.800000	0.004	0.113	2.572	2.689
jungle_chess_2pcs_raw_endgame_complete	0.841477	20.479	0.799996	0.004	0.186	20.293	20.483
kdd_ipums_la_97-small	0.867052	1.111	0.799923	0.003	0.061	1.050	1.114
kr-vs-k	0.569672	29.094	0.799971	0.003	0.131	28.964	29.098
kropt	0.566465	26.494	0.799971	0.004	0.117	26.377	26.498
led24	0.728125	0.720	0.800000	0.003	0.056	0.665	0.723
led7	0.740625	0.452	0.800000	0.003	0.019	0.432	0.454
letter	0.968750	19.523	0.800000	0.003	0.178	19.345	19.526
mammography	0.988824	1.537	0.799964	0.003	0.043	1.495	1.540
maternal_health_risk	0.778325	0.166	0.799803	0.002	0.012	0.154	0.168
mfeat-factors	0.972500	2.504	0.800000	0.003	0.365	2.140	2.508
mfeat-fourier	0.887500	0.986	0.800000	0.003	0.132	0.854	0.990
mfeat-karhunen	0.965000	0.863	0.800000	0.003	0.110	0.753	0.866
mfeat-morphological	0.762500	0.269	0.800000	0.002	0.015	0.253	0.271
mfeat-pixel	0.960000	2.804	0.800000	0.004	0.411	2.393	2.808
mfeat-zernike	0.805000	0.699	0.800000	0.003	0.093	0.607	0.702
mice_protein_expression	1.000000	0.583	0.800000	0.003	0.107	0.475	0.586
microaggregation2	0.621000	6.271	0.800000	0.004	0.203	6.068	6.275
mobile_c36_oversampling	0.968702	20.553	0.800000	0.003	0.199	20.354	20.556
mozilla4	0.919910	1.578	0.800000	0.003	0.046	1.532	1.581
naticusdroid+android+permissions+dataset	0.964036	20.410	0.799980	0.008	0.918	19.492	20.419
national-longitudinal-survey-binary	0.989817	0.941	0.799918	0.003	0.049	0.892	0.944
okcupid_stem	0.732384	8.870	0.799977	0.004	0.178	8.692	8.874
one-hundred-plants-margin	0.834375	4.470	0.800000	0.003	0.114	4.356	4.473
one-hundred-plants-shape	0.709375	4.455	0.800000	0.002	0.112	4.342	4.457
one-hundred-plants-texture	0.906250	4.042	0.799875	0.003	0.110	3.932	4.045
optdigits	0.990214	2.350	0.800000	0.004	0.187	2.163	2.354
ozone-level-8hr	0.958580	1.175	0.799921	0.006	0.136	1.039	1.181
page-blocks	0.976256	0.908	0.799927	0.002	0.035	0.873	0.910
pendigits	0.995907	2.468	0.799945	0.003	0.108	2.360	2.471
phoneme	0.878816	0.530	0.799963	0.003	0.022	0.508	0.533
pol	0.971740	2.721	0.799940	0.003	0.108	2.613	2.725
predict_students_dropout_and_academic_success	0.776271	1.225	0.799955	0.003	0.084	1.142	1.228
qsar	0.905213	0.371	0.800000	0.003	0.058	0.313	0.374
rice_cammeo_and_osmancik	0.927822	0.529	0.800000	0.002	0.021	0.508	0.531
ringnorm	0.977027	1.681	0.800000	0.003	0.082	1.598	1.684
satimage	0.919907	1.901	0.800000	0.003	0.131	1.770	1.905
segment	0.941558	0.434	0.800000	0.003	0.035	0.399	0.436
seismic+bumps	0.934236	0.479	0.799923	0.002	0.034	0.445	0.481
shuttle	0.999310	34.174	0.800000	0.005	0.320	33.854	34.179
spambase	0.940282	1.760	0.799826	0.003	0.137	1.623	1.764
splice	0.884013	1.310	0.800000	0.005	0.133	1.177	1.314
sports_articles_for_objectivity_analysis	0.860000	0.449	0.800000	0.003	0.088	0.362	0.452
statlog	0.735000	0.232	0.800000	0.002	0.030	0.202	0.234
steel_plates_faults	0.766067	0.476	0.799588	0.002	0.049	0.427	0.479
