dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.420849	6.638	0.799845
Amazon_employee_access	0.941715	14.485	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.733100	5.432	0.799980
BNG(breast-w)	0.985395	21.139	0.799980
BNG(cmc)	0.577577	35.853	0.799986
BNG(tic-tac-toe)	0.787656	21.059	0.799980
Bank_Customer_Churn_Dataset	0.864000	6.284	0.800000
Basketball_c	0.701493	4.536	0.800000
Cardiovascular-Disease-dataset	0.729643	49.598	0.800000
Click_prediction_small	0.831665	6.423	0.799990
Credit_c	0.705790	42.115	0.801311
Customer_Personality_Analysis	0.895089	1.022	0.800000
Diabetic_Retinopathy_Debrecen	0.761905	0.759	0.799305
E-CommereShippingData	0.667273	2.665	0.799982
Employee	0.852846	1.139	0.799914
FICO-HELOC-cleaned	0.740759	3.109	0.799919
Firm-Teacher_Clave-Direction_Classification	0.745370	2.722	0.800000
Fitness_Club_c	0.788591	0.460	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.609375	0.667	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.665625	0.641	0.800000
Gender_Gap_in_Spanish_WP	0.595789	1.181	0.799831
GesturePhaseSegmentationProcessed	0.636962	3.347	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.852811	2.135	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.877551	0.729	0.800000
INNHotelsGroup	0.871261	16.103	0.800000
Indian_pines	0.926189	11.821	0.799978
JapaneseVowels	0.994982	2.497	0.799920
KDDCup09_upselling	0.772904	2.100	0.799922
MIC	0.903030	1.406	0.799879
MagicTelescope	0.877234	5.113	0.800000
Marketing_Campaign	0.897321	0.780	0.800000
Mobile_Price_Classification	0.977500	0.716	0.800000
National_Health_and_Nutrition_Health_Survey	0.828947	0.597	0.799824
PhishingWebsites	0.969245	3.487	0.800000
PieChart3	0.865741	0.661	0.799443
Pima_Indians_Diabetes_Database	0.772727	0.457	0.799479
PizzaCutter3	0.880383	0.668	0.799616
