dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.416988	2.520	0.799845	0.003	0.206	2.314	2.523
Amazon_employee_access	0.942173	10.288	0.799994	0.004	0.137	10.151	10.292
BLE_RSSI_dataset_for_Indoor_localization	0.730095	1.023	0.799980	0.002	0.045	0.977	1.025
BNG(breast-w)	0.986157	16.671	0.799980	0.004	0.245	16.426	16.676
BNG(cmc)	0.571790	31.383	0.799986	0.005	0.307	31.076	31.387
BNG(tic-tac-toe)	0.781306	16.530	0.799980	0.004	0.241	16.289	16.535
Bank_Customer_Churn_Dataset	0.872500	1.994	0.800000	0.003	0.071	1.923	1.998
Basketball_c	0.705224	0.260	0.800000	0.002	0.046	0.214	0.263
Cardiovascular-Disease-dataset	0.729500	50.800	0.800000	0.005	0.426	50.374	50.806
Click_prediction_small	0.831790	5.882	0.799990	0.003	0.075	5.808	5.885
Credit_c	0.701985	42.130	0.801311	0.006	0.827	41.303	42.136
Customer_Personality_Analysis	0.892857	0.497	0.800000	0.003	0.046	0.451	0.500
Diabetic_Retinopathy_Debrecen	0.748918	0.266	0.799305	0.002	0.030	0.236	0.268
E-CommereShippingData	0.672273	2.141	0.799982	0.003	0.062	2.078	2.144
Employee	0.854995	0.709	0.799914	0.003	0.025	0.684	0.712
FICO-HELOC-cleaned	0.737722	2.564	0.799919	0.004	0.126	2.438	2.568
Firm-Teacher_Clave-Direction_Classification	0.775000	2.384	0.800000	0.003	0.098	2.286	2.387
Fitness_Club_c	0.805369	0.189	0.799596	0.002	0.013	0.176	0.192
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.575000	0.337	0.800000	0.003	0.034	0.303	0.341
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.671875	0.340	0.800000	0.003	0.036	0.305	0.343
Gender_Gap_in_Spanish_WP	0.595789	0.844	0.799831	0.002	0.037	0.808	0.847
GesturePhaseSegmentationProcessed	0.624304	2.985	0.799959	0.003	0.167	2.818	2.988
