dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.420849	5.684	0.799845
Amazon_employee_access	0.942173	12.257	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.731597	3.503	0.799980
BNG(breast-w)	0.985141	19.093	0.799980
BNG(cmc)	0.572514	34.510	0.799986
BNG(tic-tac-toe)	0.787783	19.708	0.799980
Bank_Customer_Churn_Dataset	0.863500	5.190	0.800000
Basketball_c	0.686567	2.971	0.800000
Cardiovascular-Disease-dataset	0.730286	49.917	0.800000
Click_prediction_small	0.831539	6.473	0.799990
Credit_c	0.703060	42.450	0.801311
Customer_Personality_Analysis	0.890625	0.962	0.800000
Diabetic_Retinopathy_Debrecen	0.761905	0.698	0.799305
E-CommereShippingData	0.667273	2.625	0.799982
Employee	0.841031	1.161	0.799914
FICO-HELOC-cleaned	0.739747	3.121	0.799919
Firm-Teacher_Clave-Direction_Classification	0.703241	2.700	0.800000
Fitness_Club_c	0.788591	0.509	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.631250	0.619	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.671875	0.674	0.800000
Gender_Gap_in_Spanish_WP	0.592632	1.143	0.799831
GesturePhaseSegmentationProcessed	0.569114	3.423	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.851158	2.109	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.874150	0.712	0.800000
INNHotelsGroup	0.863680	16.110	0.800000
Indian_pines	0.908147	12.099	0.799978
JapaneseVowels	0.990968	2.489	0.799920
KDDCup09_upselling	0.773879	2.121	0.799922
MIC	0.890909	1.413	0.799879
MagicTelescope	0.875920	5.131	0.800000
Marketing_Campaign	0.899554	0.799	0.800000
Mobile_Price_Classification	0.932500	0.699	0.800000
National_Health_and_Nutrition_Health_Survey	0.835526	0.561	0.799824
PhishingWebsites	0.965626	3.531	0.800000
PieChart3	0.875000	0.633	0.799443
Pima_Indians_Diabetes_Database	0.746753	0.430	0.799479
PizzaCutter3	0.880383	0.676	0.799616
Pumpkin_Seeds	0.876000	0.694	0.800000
QSAR_biodegradation	0.872038	0.648	0.799810
SDSS17	0.970050	98.617	0.800000
Satellite	0.993137	1.750	0.800000
Telecom_Churn_Dataset	0.932534	0.936	0.799880
UJI_Pen_Characters	0.468864	2.912	0.799853
Water_Quality_and_Potability	0.637195	0.903	0.799756
Wilt	0.989637	0.799	0.799834
abalone	0.630383	0.930	0.799856
ada	0.851807	1.658	0.799855
ada_agnostic	0.832421	1.815	0.799868
ada_prior	0.837989	1.102	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.585000	0.539	0.800000
allbp	0.976159	1.217	0.799841
allrep	0.970861	1.209	0.799841
analcatdata_authorship	0.982249	0.728	0.799049
artificial-characters	0.669276	2.187	0.799961
autoUniv-au4-2500	0.472000	1.806	0.800000
autoUniv-au7-1100	0.372727	1.163	0.800000
bank	0.893066	23.662	0.799982
banknote_authentication	0.552727	0.380	0.799563
baseball	0.944030	0.538	0.800000
car-evaluation	0.789017	0.637	0.799769
churn	0.933000	1.381	0.800000
cmc	0.572881	0.538	0.799728
company_bankruptcy_prediction	0.971408	4.245	0.799971
contraceptive_method_choice	0.610169	0.630	0.799728
credit	0.774454	4.347	0.799988
default_of_credit_card_clients	0.824500	12.706	0.800000
delta_ailerons	0.946704	1.023	0.799972
dis	0.984106	1.192	0.799841
dna	0.949843	3.544	0.799749
drug_consumption	0.403183	0.597	0.799894
dry_bean_dataset	0.926552	3.686	0.799941
eeg-eye-state	0.942924	3.999	0.800000
electricity	0.814852	21.787	0.799987
estimation_of_obesity_levels	0.981087	1.396	0.799621
eye_movements	0.556673	3.398	0.799927
eye_movements_bin	0.593955	2.051	0.799947
first-order-theorem-proving	0.598856	2.606	0.799935
gas-drift	0.994608	11.555	0.800000
gina_agnostic	0.785303	23.095	0.799885
golf_play_dataset_extended	0.917808	0.494	0.800000
heloc	0.721500	2.809	0.800000
house_16H	0.884729	3.633	0.799970
htru	0.979050	4.550	0.799978
ibm-employee-performance	0.996599	1.485	0.800000
in_vehicle_coupon_recommendation	0.663066	3.377	0.800729
internet_firewall	0.797971	41.799	0.799991
jm1	0.814424	2.973	0.800000
jungle_chess_2pcs_raw_endgame_complete	0.754462	21.295	0.799996
kdd_ipums_la_97-small	0.849711	1.375	0.799923
kr-vs-k	0.585887	28.760	0.799971
kropt	0.586244	29.419	0.799971
led24	0.681250	1.036	0.800000
led7	0.731250	0.840	0.800000
letter	0.958500	19.991	0.800000
mammography	0.988824	1.796	0.799964
maternal_health_risk	0.778325	0.437	0.799803
mfeat-factors	0.970000	2.791	0.800000
mfeat-fourier	0.882500	1.263	0.800000
mfeat-karhunen	0.967500	1.209	0.800000
mfeat-morphological	0.757500	0.568	0.800000
mfeat-pixel	0.945000	3.098	0.800000
mfeat-zernike	0.812500	0.965	0.800000
mice_protein_expression	1.000000	0.950	0.800000
microaggregation2	0.619250	6.497	0.800000
mobile_c36_oversampling	0.957883	20.632	0.800000
mozilla4	0.922483	1.868	0.800000
naticusdroid+android+permissions+dataset	0.958582	20.468	0.799980
national-longitudinal-survey-binary	0.989817	1.213	0.799919
okcupid_stem	0.733133	9.340	0.799978
one-hundred-plants-margin	0.800000	4.830	0.800000
one-hundred-plants-shape	0.746875	4.490	0.800000
one-hundred-plants-texture	0.881250	4.972	0.799875
optdigits	0.991103	2.621	0.800000
ozone-level-8hr	0.952663	1.454	0.799921
page-blocks	0.976256	1.172	0.799927
pendigits	0.995452	2.777	0.799945
phoneme	0.867715	0.807	0.799963
pol	0.973228	2.995	0.799940
predict_students_dropout_and_academic_success	0.775141	1.507	0.799955
qsar	0.886256	0.644	0.800000
rice_cammeo_and_osmancik	0.931759	0.803	0.800000
ringnorm	0.977703	1.967	0.800000
satimage	0.913686	2.171	0.800000
segment	0.932900	0.717	0.800000
seismic+bumps	0.930368	1.401	0.799923
shuttle	0.999397	34.224	0.800000
spambase	0.944625	2.043	0.799826
splice	0.879310	1.622	0.800000
sports_articles_for_objectivity_analysis	0.840000	0.725	0.800000
statlog	0.745000	0.535	0.800000
steel_plates_faults	0.781491	0.753	0.799588
sylvine	0.931707	1.379	0.799961
taiwanese_bankruptcy_prediction	0.970674	4.414	0.799971
telco-customer-churn	0.797729	1.812	0.799943
texture	0.999091	6.188	0.800000
thyroid	0.986806	1.958	0.800000
