dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.413127	2.521	0.799845	0.003	0.206	2.315	2.524
Amazon_employee_access	0.942173	10.250	0.799994	0.004	0.137	10.113	10.254
BLE_RSSI_dataset_for_Indoor_localization	0.732599	1.019	0.799980	0.002	0.034	0.985	1.022
BNG(breast-w)	0.985776	16.495	0.799980	0.004	0.238	16.258	16.500
BNG(cmc)	0.571519	30.925	0.799986	0.004	0.314	30.611	30.930
BNG(tic-tac-toe)	0.792609	16.656	0.799980	0.004	0.245	16.411	16.660
Bank_Customer_Churn_Dataset	0.867000	1.987	0.800000	0.003	0.074	1.913	1.990
Basketball_c	0.701493	0.264	0.800000	0.002	0.050	0.214	0.266
Cardiovascular-Disease-dataset	0.730429	50.764	0.800000	0.006	0.423	50.341	50.770
Click_prediction_small	0.831665	6.002	0.799990	0.003	0.075	5.926	6.005
Credit_c	0.700248	41.443	0.801311	0.006	0.791	40.652	41.449
Customer_Personality_Analysis	0.890625	0.495	0.800000	0.003	0.046	0.450	0.498
Diabetic_Retinopathy_Debrecen	0.757576	0.266	0.799305	0.002	0.030	0.236	0.268
E-CommereShippingData	0.672273	2.136	0.799982	0.003	0.061	2.075	2.139
Employee	0.849624	0.708	0.799914	0.003	0.025	0.683	0.711
FICO-HELOC-cleaned	0.737215	2.565	0.799919	0.004	0.127	2.438	2.569
Firm-Teacher_Clave-Direction_Classification	0.750926	2.411	0.800000	0.003	0.099	2.312	2.414
Fitness_Club_c	0.795302	0.189	0.799596	0.002	0.014	0.176	0.192
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.568750	0.337	0.800000	0.003	0.034	0.302	0.339
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.687500	0.338	0.800000	0.003	0.036	0.302	0.342
Gender_Gap_in_Spanish_WP	0.589474	0.846	0.799831	0.003	0.036	0.810	0.849
GesturePhaseSegmentationProcessed	0.596962	2.979	0.799959	0.003	0.162	2.817	2.983
HR_Analytics_Job_Change_of_Data_Scientists	0.853363	1.821	0.797432	0.003	0.060	1.761	1.824
