dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.409266	2.368	0.799845	0.003	0.204	2.164	2.371
Amazon_employee_access	0.942173	10.246	0.799994	0.004	0.138	10.108	10.250
BLE_RSSI_dataset_for_Indoor_localization	0.732098	1.020	0.799980	0.003	0.038	0.982	1.022
BNG(breast-w)	0.986284	16.431	0.799980	0.004	0.235	16.196	16.436
BNG(cmc)	0.577034	31.159	0.799986	0.005	0.305	30.854	31.164
BNG(tic-tac-toe)	0.789942	16.838	0.799980	0.004	0.237	16.600	16.842
Bank_Customer_Churn_Dataset	0.868000	1.981	0.800000	0.003	0.083	1.898	1.984
Basketball_c	0.712687	0.256	0.800000	0.003	0.046	0.210	0.259
Cardiovascular-Disease-dataset	0.731786	50.706	0.800000	0.008	0.426	50.280	50.714
Click_prediction_small	0.831665	5.952	0.799990	0.003	0.074	5.877	5.954
Credit_c	0.707031	41.096	0.801311	0.006	0.785	40.310	41.102
Customer_Personality_Analysis	0.892857	0.490	0.800000	0.002	0.046	0.444	0.492
Diabetic_Retinopathy_Debrecen	0.766234	0.262	0.799305	0.002	0.030	0.232	0.264
E-CommereShippingData	0.675909	2.128	0.799982	0.003	0.061	2.067	2.131
Employee	0.854995	0.701	0.799914	0.002	0.024	0.677	0.704
FICO-HELOC-cleaned	0.740759	2.550	0.799919	0.004	0.123	2.427	2.554
Firm-Teacher_Clave-Direction_Classification	0.794907	2.397	0.800000	0.003	0.102	2.295	2.400
Fitness_Club_c	0.802013	0.182	0.799596	0.002	0.013	0.170	0.185
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.650000	0.331	0.800000	0.003	0.034	0.298	0.334
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.678125	0.333	0.800000	0.003	0.035	0.298	0.336
Gender_Gap_in_Spanish_WP	0.600000	0.836	0.799831	0.002	0.036	0.800	0.838
GesturePhaseSegmentationProcessed	0.665823	2.973	0.799959	0.003	0.165	2.808	2.976
HR_Analytics_Job_Change_of_Data_Scientists	0.854465	1.809	0.797432	0.003	0.058	1.751	1.812
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.870748	0.412	0.800000	0.003	0.052	0.360	0.414
INNHotelsGroup	0.873191	15.874	0.800000	0.004	0.302	15.572	15.879
Indian_pines	0.927283	11.430	0.799978	0.007	0.959	10.471	11.437
JapaneseVowels	0.994982	2.169	0.799920	0.003	0.079	2.090	2.173
KDDCup09_upselling	0.782651	1.797	0.799922	0.003	0.142	1.656	1.801
MIC	0.909091	1.069	0.799879	0.003	0.158	0.911	1.072
MagicTelescope	0.878812	4.725	0.800000	0.003	0.110	4.615	4.729
Marketing_Campaign	0.892857	0.505	0.800000	0.003	0.048	0.458	0.508
Mobile_Price_Classification	0.955000	0.411	0.800000	0.002	0.038	0.374	0.414
National_Health_and_Nutrition_Health_Survey	0.831140	0.290	0.799824	0.003	0.018	0.272	0.293
PhishingWebsites	0.970602	3.180	0.800000	0.003	0.147	3.033	3.184
