dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.393822	7.452	0.799845
Amazon_employee_access	0.942173	14.766	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.730596	5.668	0.799980
BNG(breast-w)	0.983998	21.646	0.799980
BNG(cmc)	0.570344	36.069	0.799986
BNG(tic-tac-toe)	0.773305	21.567	0.799980
Bank_Customer_Churn_Dataset	0.860000	6.596	0.800000
Basketball_c	0.690299	4.845	0.800000
Cardiovascular-Disease-dataset	0.727571	49.544	0.800000
Click_prediction_small	0.831539	6.449	0.799990
Credit_c	0.689578	42.061	0.801311
Customer_Personality_Analysis	0.890625	0.966	0.800000
Diabetic_Retinopathy_Debrecen	0.753247	0.731	0.799305
E-CommereShippingData	0.659545	2.672	0.799982
Employee	0.842105	1.145	0.799914
FICO-HELOC-cleaned	0.742785	3.097	0.799919
Firm-Teacher_Clave-Direction_Classification	0.622222	2.694	0.800000
Fitness_Club_c	0.795302	0.473	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.543750	0.674	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.540625	0.662	0.800000
Gender_Gap_in_Spanish_WP	0.595789	1.152	0.799831
GesturePhaseSegmentationProcessed	0.554430	3.286	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.850055	2.155	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.863946	0.732	0.800000
INNHotelsGroup	0.854997	16.061	0.800000
Indian_pines	0.876982	11.980	0.799978
JapaneseVowels	0.987958	2.517	0.799920
KDDCup09_upselling	0.736842	2.114	0.799922
MIC	0.896970	1.394	0.799879
MagicTelescope	0.871451	5.106	0.800000
Marketing_Campaign	0.895089	0.784	0.800000
Mobile_Price_Classification	0.537500	0.715	0.800000
National_Health_and_Nutrition_Health_Survey	0.842105	0.583	0.799824
PhishingWebsites	0.965626	3.500	0.800000
PieChart3	0.875000	0.647	0.799443
Pima_Indians_Diabetes_Database	0.759740	0.446	0.799479
PizzaCutter3	0.880383	0.747	0.799616
Pumpkin_Seeds	0.876000	0.679	0.800000
QSAR_biodegradation	0.867299	0.647	0.799810
SDSS17	0.969450	97.970	0.800000
Satellite	0.992157	1.792	0.800000
Telecom_Churn_Dataset	0.922039	0.938	0.799880
UJI_Pen_Characters	0.501832	2.937	0.799853
Water_Quality_and_Potability	0.631098	0.787	0.799756
Wilt	0.988601	0.785	0.799834
abalone	0.633971	0.947	0.799856
ada	0.851807	1.667	0.799855
ada_agnostic	0.821468	1.906	0.799868
ada_prior	0.839106	1.091	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.572500	0.550	0.800000
allbp	0.976159	1.370	0.799841
allrep	0.970861	1.199	0.799841
analcatdata_authorship	0.988166	0.731	0.799049
artificial-characters	0.662916	2.177	0.799961
autoUniv-au4-2500	0.480000	1.852	0.800000
autoUniv-au7-1100	0.336364	0.525	0.800000
bank	0.894946	23.481	0.799982
banknote_authentication	0.552727	0.389	0.799563
baseball	0.944030	0.590	0.800000
car-evaluation	0.699422	0.642	0.799769
churn	0.933000	1.355	0.800000
cmc	0.569492	0.508	0.799728
company_bankruptcy_prediction	0.970674	4.300	0.799971
contraceptive_method_choice	0.596610	0.758	0.799728
credit	0.778044	4.389	0.799988
default_of_credit_card_clients	0.823333	12.660	0.800000
delta_ailerons	0.948107	1.059	0.799972
dis	0.984106	1.189	0.799841
dna	0.932602	3.545	0.799749
drug_consumption	0.403183	0.622	0.799894
dry_bean_dataset	0.926919	3.723	0.799941
eeg-eye-state	0.922230	3.973	0.800000
electricity	0.802825	21.886	0.799987
estimation_of_obesity_levels	0.973995	0.798	0.799621
eye_movements	0.553931	3.416	0.799927
eye_movements_bin	0.588042	2.034	0.799947
first-order-theorem-proving	0.599673	2.573	0.799935
gas-drift	0.993889	11.520	0.800000
gina_agnostic	0.685879	23.119	0.799885
golf_play_dataset_extended	0.926941	0.469	0.800000
heloc	0.717500	2.857	0.800000
house_16H	0.875463	3.635	0.799970
htru	0.978492	4.581	0.799978
ibm-employee-performance	0.986395	0.854	0.800000
in_vehicle_coupon_recommendation	0.672622	3.337	0.800729
internet_firewall	0.801480	41.962	0.799991
jm1	0.815802	2.977	0.800000
jungle_chess_2pcs_raw_endgame_complete	0.736948	21.006	0.799996
kdd_ipums_la_97-small	0.846821	1.396	0.799923
kr-vs-k	0.560584	29.005	0.799971
kropt	0.560050	28.747	0.799971
led24	0.737500	1.116	0.800000
led7	0.731250	0.723	0.800000
letter	0.955250	19.194	0.800000
mammography	0.987930	1.807	0.799964
maternal_health_risk	0.763547	0.438	0.799803
mfeat-factors	0.977500	2.831	0.800000
mfeat-fourier	0.890000	1.282	0.800000
mfeat-karhunen	0.960000	1.260	0.800000
mfeat-morphological	0.762500	0.572	0.800000
mfeat-pixel	0.935000	3.113	0.800000
mfeat-zernike	0.815000	0.971	0.800000
mice_protein_expression	1.000000	0.959	0.800000
microaggregation2	0.604750	6.496	0.800000
mobile_c36_oversampling	0.959621	20.691	0.800000
mozilla4	0.913799	1.883	0.800000
naticusdroid+android+permissions+dataset	0.944946	20.509	0.799980
national-longitudinal-survey-binary	0.987780	1.362	0.799919
