dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.420849	2.486	0.799845	0.003	0.205	2.281	2.489
Amazon_employee_access	0.942173	10.069	0.799994	0.005	0.139	9.931	10.075
BLE_RSSI_dataset_for_Indoor_localization	0.733600	1.036	0.799980	0.002	0.048	0.988	1.038
BNG(breast-w)	0.986411	16.775	0.799980	0.004	0.239	16.536	16.779
BNG(cmc)	0.574322	31.441	0.799986	0.004	0.305	31.135	31.445
BNG(tic-tac-toe)	0.795911	16.536	0.799980	0.004	0.253	16.283	16.541
Bank_Customer_Churn_Dataset	0.871000	2.009	0.800000	0.003	0.072	1.938	2.012
Basketball_c	0.701493	0.246	0.800000	0.002	0.032	0.213	0.248
Cardiovascular-Disease-dataset	0.730286	50.318	0.800000	0.005	0.393	49.924	50.323
Click_prediction_small	0.831539	6.102	0.799990	0.003	0.081	6.022	6.105
Credit_c	0.706203	42.522	0.801311	0.006	0.794	41.728	42.528
Customer_Personality_Analysis	0.895089	0.494	0.800000	0.003	0.046	0.449	0.497
Diabetic_Retinopathy_Debrecen	0.748918	0.266	0.799305	0.002	0.030	0.236	0.268
E-CommereShippingData	0.671364	2.140	0.799982	0.003	0.062	2.078	2.143
Employee	0.856069	0.708	0.799914	0.003	0.025	0.683	0.711
FICO-HELOC-cleaned	0.740253	2.567	0.799919	0.004	0.126	2.441	2.571
Firm-Teacher_Clave-Direction_Classification	0.738426	2.436	0.800000	0.003	0.107	2.328	2.438
Fitness_Club_c	0.802013	0.189	0.799596	0.002	0.014	0.176	0.192
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.615625	0.337	0.800000	0.003	0.034	0.303	0.339
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.687500	0.339	0.800000	0.003	0.036	0.303	0.342
Gender_Gap_in_Spanish_WP	0.600000	0.845	0.799831	0.003	0.036	0.808	0.847
GesturePhaseSegmentationProcessed	0.645570	3.008	0.799959	0.003	0.174	2.834	3.012
HR_Analytics_Job_Change_of_Data_Scientists	0.853363	1.811	0.797432	0.003	0.060	1.751	1.813
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.867347	0.411	0.800000	0.003	0.052	0.359	0.414
INNHotelsGroup	0.863818	15.940	0.800000	0.004	0.300	15.640	15.945
Indian_pines	0.921815	11.325	0.799978	0.007	0.983	10.341	11.332
