dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.428571	2.376	0.799845	0.003	0.203	2.172	2.379
Amazon_employee_access	0.942173	10.256	0.799994	0.004	0.140	10.116	10.260
BLE_RSSI_dataset_for_Indoor_localization	0.729594	1.011	0.799980	0.002	0.032	0.978	1.013
BNG(breast-w)	0.986284	16.955	0.799980	0.004	0.266	16.689	16.959
BNG(cmc)	0.571881	31.245	0.799986	0.004	0.301	30.944	31.250
BNG(tic-tac-toe)	0.790323	16.669	0.799980	0.004	0.239	16.430	16.673
Bank_Customer_Churn_Dataset	0.870000	1.995	0.800000	0.002	0.071	1.924	1.998
Basketball_c	0.697761	0.255	0.800000	0.003	0.043	0.213	0.258
Cardiovascular-Disease-dataset	0.729643	49.383	0.800000	0.005	0.397	48.986	49.388
Click_prediction_small	0.832416	5.908	0.799990	0.003	0.074	5.834	5.912
Credit_c	0.706865	42.098	0.801311	0.006	0.783	41.315	42.103
Customer_Personality_Analysis	0.890625	0.497	0.800000	0.003	0.045	0.452	0.500
Diabetic_Retinopathy_Debrecen	0.779221	0.262	0.799305	0.002	0.030	0.233	0.264
E-CommereShippingData	0.670455	2.137	0.799982	0.003	0.060	2.076	2.139
Employee	0.850698	0.704	0.799914	0.002	0.025	0.680	0.706
FICO-HELOC-cleaned	0.743797	2.558	0.799919	0.003	0.126	2.432	2.561
Firm-Teacher_Clave-Direction_Classification	0.748611	2.382	0.800000	0.003	0.098	2.284	2.384
Fitness_Club_c	0.802013	0.185	0.799596	0.002	0.013	0.172	0.187
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.650000	0.332	0.800000	0.002	0.033	0.299	0.335
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.671875	0.336	0.800000	0.003	0.035	0.302	0.339
Gender_Gap_in_Spanish_WP	0.593684	0.842	0.799831	0.002	0.036	0.806	0.844
GesturePhaseSegmentationProcessed	0.654177	2.978	0.799959	0.003	0.162	2.816	2.981
HR_Analytics_Job_Change_of_Data_Scientists	0.850606	1.808	0.797432	0.002	0.061	1.747	1.811
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.874150	0.411	0.800000	0.002	0.051	0.360	0.413
INNHotelsGroup	0.871123	15.905	0.800000	0.005	0.303	15.601	15.909
Indian_pines	0.931110	11.624	0.799978	0.007	1.000	10.624	11.632
JapaneseVowels	0.994982	2.180	0.799920	0.004	0.079	2.101	2.184
KDDCup09_upselling	0.783626	1.796	0.799922	0.003	0.139	1.656	1.798
MIC	0.896970	1.067	0.799879	0.003	0.157	0.910	1.070
MagicTelescope	0.876709	4.771	0.800000	0.003	0.111	4.660	4.774
Marketing_Campaign	0.883929	0.510	0.800000	0.003	0.051	0.459	0.513
Mobile_Price_Classification	0.975000	0.410	0.800000	0.002	0.037	0.372	0.412
National_Health_and_Nutrition_Health_Survey	0.831140	0.296	0.799824	0.002	0.019	0.277	0.299
PhishingWebsites	0.967436	3.223	0.800000	0.003	0.160	3.064	3.226
PieChart3	0.875000	0.353	0.799443	0.002	0.055	0.298	0.355
Pima_Indians_Diabetes_Database	0.759740	0.138	0.799479	0.003	0.013	0.125	0.141
PizzaCutter3	0.870813	0.346	0.799617	0.002	0.052	0.294	0.348
Pumpkin_Seeds	0.878000	0.397	0.800000	0.002	0.025	0.372	0.399
QSAR_biodegradation	0.872038	0.373	0.799810	0.002	0.059	0.313	0.375
SDSS17	0.972000	100.137	0.800000	0.005	0.669	99.468	100.142
Satellite	0.993137	1.491	0.800000	0.003	0.111	1.379	1.494
Telecom_Churn_Dataset	0.949025	0.651	0.799880	0.003	0.040	0.611	0.654
UJI_Pen_Characters	0.498168	2.557	0.799853	0.002	0.118	2.439	2.560
Water_Quality_and_Potability	0.643293	0.495	0.799756	0.003	0.024	0.471	0.498
Wilt	0.991710	0.482	0.799834	0.002	0.020	0.462	0.485
abalone	0.643541	0.643	0.799856	0.002	0.028	0.615	0.646
ada	0.850602	1.391	0.799855	0.003	0.104	1.287	1.394
ada_agnostic	0.835706	1.540	0.799868	0.003	0.114	1.426	1.543
ada_prior	0.832402	0.821	0.799955	0.002	0.038	0.783	0.823
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.587500	0.260	0.800000	0.002	0.017	0.242	0.262
allbp	0.974834	0.922	0.799841	0.002	0.059	0.863	0.925
allrep	0.977483	0.914	0.799841	0.002	0.058	0.856	0.916
analcatdata_authorship	0.982249	0.461	0.799049	0.002	0.097	0.364	0.463
artificial-characters	0.700587	1.918	0.799961	0.003	0.049	1.869	1.921
autoUniv-au4-2500	0.484000	1.528	0.800000	0.003	0.191	1.336	1.531
autoUniv-au7-1100	0.381818	0.201	0.800000	0.002	0.019	0.182	0.203
bank	0.899370	23.400	0.799982	0.005	0.384	23.017	23.405
banknote_authentication	0.549091	0.096	0.799563	0.002	0.009	0.086	0.098
baseball	0.940299	0.266	0.800000	0.002	0.027	0.239	0.268
car-evaluation	0.852601	0.366	0.799769	0.003	0.035	0.330	0.368
churn	0.938000	1.072	0.800000	0.002	0.061	1.011	1.074
cmc	0.593220	0.236	0.799728	0.002	0.018	0.218	0.238
company_bankruptcy_prediction	0.970674	3.952	0.799971	0.004	0.321	3.631	3.956
contraceptive_method_choice	0.603390	0.238	0.799728	0.002	0.017	0.221	0.240
credit	0.775351	4.017	0.799988	0.003	0.101	3.916	4.021
default_of_credit_card_clients	0.823833	12.270	0.800000	0.004	0.379	11.891	12.274
delta_ailerons	0.947405	0.762	0.799972	0.002	0.025	0.737	0.764
dis	0.986755	0.924	0.799841	0.003	0.059	0.864	0.927
dna	0.940439	3.261	0.799749	0.004	0.357	2.904	3.265
drug_consumption	0.403183	0.312	0.799894	0.002	0.024	0.288	0.315
dry_bean_dataset	0.928021	3.362	0.799941	0.003	0.130	3.231	3.365
eeg-eye-state	0.956609	3.654	0.800000	0.004	0.122	3.532	3.658
electricity	0.831954	21.616	0.799987	0.004	0.252	21.365	21.620
estimation_of_obesity_levels	0.976359	0.399	0.799621	0.002	0.031	0.368	0.401
