dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.424710	7.061	0.799845
Amazon_employee_access	0.942173	14.649	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.732098	5.497	0.799980
BNG(breast-w)	0.985141	21.405	0.799980
BNG(cmc)	0.572694	36.247	0.799986
BNG(tic-tac-toe)	0.788291	21.612	0.799980
Bank_Customer_Churn_Dataset	0.865500	6.407	0.800000
Basketball_c	0.708955	4.845	0.800000
Cardiovascular-Disease-dataset	0.729643	49.662	0.800000
Click_prediction_small	0.831539	6.427	0.799990
Credit_c	0.706121	42.096	0.801311
Customer_Personality_Analysis	0.897321	0.992	0.800000
Diabetic_Retinopathy_Debrecen	0.770563	0.710	0.799305
E-CommereShippingData	0.673182	2.618	0.799982
Employee	0.845328	1.133	0.799914
FICO-HELOC-cleaned	0.740253	3.116	0.799919
Firm-Teacher_Clave-Direction_Classification	0.687037	2.702	0.800000
Fitness_Club_c	0.798658	0.483	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.575000	0.658	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.628125	0.627	0.800000
Gender_Gap_in_Spanish_WP	0.592632	1.138	0.799831
GesturePhaseSegmentationProcessed	0.629367	3.275	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.855017	2.131	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.870748	0.719	0.800000
INNHotelsGroup	0.865059	16.087	0.800000
Indian_pines	0.918535	11.840	0.799978
JapaneseVowels	0.995484	2.470	0.799920
KDDCup09_upselling	0.777778	2.084	0.799922
MIC	0.900000	1.359	0.799879
MagicTelescope	0.877497	5.108	0.800000
Marketing_Campaign	0.888393	0.786	0.800000
Mobile_Price_Classification	0.967500	0.707	0.800000
National_Health_and_Nutrition_Health_Survey	0.833333	0.568	0.799824
PhishingWebsites	0.969245	3.521	0.800000
PieChart3	0.879630	0.625	0.799443
Pima_Indians_Diabetes_Database	0.753247	0.427	0.799479
PizzaCutter3	0.880383	0.645	0.799616
Pumpkin_Seeds	0.874000	0.682	0.800000
QSAR_biodegradation	0.881517	0.653	0.799810
SDSS17	0.972150	98.080	0.800000
Satellite	0.993137	1.767	0.800000
Telecom_Churn_Dataset	0.938531	0.936	0.799880
UJI_Pen_Characters	0.461538	2.822	0.799853
Water_Quality_and_Potability	0.635671	0.764	0.799756
Wilt	0.991710	0.770	0.799834
abalone	0.645933	0.952	0.799856
ada	0.842169	1.662	0.799855
ada_agnostic	0.833516	1.881	0.799868
ada_prior	0.834637	1.103	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.602500	0.538	0.800000
allbp	0.974834	2.231	0.799841
allrep	0.974834	1.185	0.799841
analcatdata_authorship	0.988166	0.749	0.799049
artificial-characters	0.689335	2.177	0.799961
autoUniv-au4-2500	0.504000	1.822	0.800000
autoUniv-au7-1100	0.372727	0.496	0.800000
bank	0.896826	23.466	0.799982
banknote_authentication	0.545455	0.379	0.799563
baseball	0.944030	0.555	0.800000
car-evaluation	0.849711	0.646	0.799769
churn	0.939000	1.360	0.800000
cmc	0.583051	0.543	0.799728
company_bankruptcy_prediction	0.969941	4.286	0.799971
contraceptive_method_choice	0.620339	1.504	0.799728
credit	0.775651	4.350	0.799988
default_of_credit_card_clients	0.824333	12.657	0.800000
delta_ailerons	0.946704	1.023	0.799972
dis	0.985430	1.203	0.799841
dna	0.916928	3.537	0.799749
drug_consumption	0.403183	0.581	0.799894
dry_bean_dataset	0.927653	3.717	0.799941
eeg-eye-state	0.956943	3.956	0.800000
electricity	0.815624	21.924	0.799987
estimation_of_obesity_levels	0.976359	0.799	0.799621
eye_movements	0.578154	3.405	0.799927
eye_movements_bin	0.598555	2.028	0.799947
first-order-theorem-proving	0.616830	2.581	0.799935
gas-drift	0.994608	11.523	0.800000
gina_agnostic	0.831412	23.272	0.799885
golf_play_dataset_extended	0.926941	0.471	0.800000
heloc	0.716000	2.828	0.800000
house_16H	0.880652	4.507	0.799970
htru	0.979888	4.549	0.799978
ibm-employee-performance	1.000000	0.855	0.800000
in_vehicle_coupon_recommendation	0.667221	3.321	0.800729
internet_firewall	0.915541	42.097	0.799991
jm1	0.813505	2.968	0.800000
jungle_chess_2pcs_raw_endgame_complete	0.834672	21.006	0.799996
kdd_ipums_la_97-small	0.868979	1.395	0.799923
kr-vs-k	0.605132	28.875	0.799971
kropt	0.607448	28.580	0.799971
led24	0.717187	1.025	0.800000
led7	0.732812	0.720	0.800000
letter	0.975000	20.036	0.800000
mammography	0.989718	1.801	0.799964
maternal_health_risk	0.817734	0.453	0.799803
mfeat-factors	0.967500	2.818	0.800000
mfeat-fourier	0.892500	1.274	0.800000
mfeat-karhunen	0.972500	1.220	0.800000
mfeat-morphological	0.755000	0.553	0.800000
mfeat-pixel	0.957500	3.125	0.800000
mfeat-zernike	0.817500	0.960	0.800000
mice_protein_expression	1.000000	0.953	0.800000
microaggregation2	0.618250	6.544	0.800000
mobile_c36_oversampling	0.974304	20.759	0.800000
mozilla4	0.928273	1.858	0.800000
naticusdroid+android+permissions+dataset	0.965400	20.476	0.799980
national-longitudinal-survey-binary	0.991853	2.026	0.799919
okcupid_stem	0.731259	9.301	0.799978
one-hundred-plants-margin	0.834375	4.832	0.800000
one-hundred-plants-shape	0.759375	4.678	0.800000
one-hundred-plants-texture	0.881250	4.982	0.799875
optdigits	0.991103	2.648	0.800000
ozone-level-8hr	0.956607	1.436	0.799921
page-blocks	0.975342	1.172	0.799927
pendigits	0.995907	2.773	0.799945
phoneme	0.886216	0.807	0.799963
pol	0.978681	2.992	0.799940
predict_students_dropout_and_academic_success	0.772881	1.506	0.799955
qsar	0.905213	0.678	0.800000
rice_cammeo_and_osmancik	0.930446	0.799	0.800000
ringnorm	0.981081	1.955	0.800000
satimage	0.920684	2.160	0.800000
segment	0.935065	0.712	0.800000
seismic+bumps	0.934236	0.829	0.799923
shuttle	0.999310	34.763	0.800000
spambase	0.942454	2.041	0.799826
splice	0.871473	1.609	0.800000
sports_articles_for_objectivity_analysis	0.830000	0.722	0.800000
statlog	0.735000	0.514	0.800000
steel_plates_faults	0.784062	0.737	0.799588
sylvine	0.938537	1.380	0.799961
taiwanese_bankruptcy_prediction	0.970674	4.413	0.799971
telco-customer-churn	0.801278	1.838	0.799943
texture	1.000000	6.495	0.800000
thyroid	0.988194	1.964	0.800000
thyroid-ann	0.985430	1.091	0.799841
thyroid-dis	0.698214	0.942	0.800000
turiye_student_evaluation	0.494845	1.880	0.800000
twonorm	0.981081	2.000	0.800000
vehicle	0.852941	0.495	0.799054
wall-robot-navigation	0.963370	1.554	0.799853
water_quality	0.899375	1.958	0.799900
waveform-5000	0.865000	1.829	0.800000
waveform_database_generator_version_1	0.868000	1.381	0.800000
website_phishing	0.911439	0.515	0.799704
wine-quality-red	0.571875	0.482	0.799875
wine-quality-white	0.615306	1.102	0.799918
yeast	0.616162	0.493	0.799865
