dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.420849	2.472	0.799845	0.003	0.207	2.265	2.475
Amazon_employee_access	0.942173	10.263	0.799994	0.004	0.139	10.124	10.266
BLE_RSSI_dataset_for_Indoor_localization	0.732098	1.030	0.799980	0.002	0.043	0.987	1.033
BNG(breast-w)	0.986538	16.603	0.799980	0.004	0.236	16.366	16.607
BNG(cmc)	0.577215	31.072	0.799986	0.005	0.315	30.757	31.077
BNG(tic-tac-toe)	0.790196	16.555	0.799980	0.004	0.243	16.312	16.559
Bank_Customer_Churn_Dataset	0.867000	2.006	0.800000	0.003	0.077	1.929	2.008
Basketball_c	0.712687	0.243	0.800000	0.003	0.033	0.211	0.246
Cardiovascular-Disease-dataset	0.732286	51.091	0.800000	0.005	0.389	50.702	51.097
Click_prediction_small	0.831665	6.095	0.799990	0.003	0.081	6.014	6.098
Credit_c	0.704963	42.801	0.801311	0.006	0.791	42.010	42.808
Customer_Personality_Analysis	0.895089	0.494	0.800000	0.003	0.046	0.448	0.496
Diabetic_Retinopathy_Debrecen	0.748918	0.265	0.799305	0.002	0.030	0.235	0.268
E-CommereShippingData	0.674545	2.142	0.799982	0.003	0.062	2.080	2.145
Employee	0.856069	0.709	0.799914	0.003	0.025	0.683	0.711
FICO-HELOC-cleaned	0.740253	2.566	0.799919	0.004	0.125	2.441	2.569
Firm-Teacher_Clave-Direction_Classification	0.762963	2.432	0.800000	0.003	0.105	2.327	2.435
Fitness_Club_c	0.798658	0.188	0.799596	0.003	0.014	0.175	0.191
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.637500	0.336	0.800000	0.003	0.034	0.302	0.339
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.684375	0.338	0.800000	0.003	0.036	0.302	0.341
Gender_Gap_in_Spanish_WP	0.588421	0.844	0.799831	0.003	0.036	0.808	0.847
GesturePhaseSegmentationProcessed	0.613671	3.004	0.799959	0.003	0.174	2.830	3.007
HR_Analytics_Job_Change_of_Data_Scientists	0.853363	1.826	0.797432	0.003	0.060	1.765	1.829
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.867347	0.409	0.800000	0.003	0.051	0.358	0.412
INNHotelsGroup	0.868229	15.981	0.800000	0.004	0.301	15.680	15.985
Indian_pines	0.935484	11.354	0.799978	0.008	0.996	10.358	11.362
JapaneseVowels	0.994982	2.201	0.799920	0.003	0.085	2.116	2.204
KDDCup09_upselling	0.791423	1.812	0.799922	0.003	0.149	1.663	1.816
MIC	0.906061	1.078	0.799879	0.003	0.159	0.919	1.081
MagicTelescope	0.875131	4.787	0.800000	0.003	0.109	4.677	4.790
Marketing_Campaign	0.895089	0.508	0.800000	0.002	0.050	0.458	0.510
Mobile_Price_Classification	0.960000	0.414	0.800000	0.003	0.039	0.375	0.417
National_Health_and_Nutrition_Health_Survey	0.831140	0.293	0.799824	0.003	0.019	0.275	0.296
PhishingWebsites	0.972411	3.192	0.800000	0.004	0.149	3.043	3.196
PieChart3	0.879630	0.355	0.799443	0.002	0.056	0.299	0.358
Pima_Indians_Diabetes_Database	0.753247	0.141	0.799479	0.003	0.014	0.127	0.143
PizzaCutter3	0.880383	0.349	0.799617	0.002	0.054	0.296	0.352
Pumpkin_Seeds	0.878000	0.401	0.800000	0.002	0.026	0.375	0.403
QSAR_biodegradation	0.876777	0.376	0.799810	0.003	0.061	0.315	0.378
SDSS17	0.972800	100.463	0.800000	0.006	0.717	99.746	100.469
Satellite	0.993137	1.490	0.800000	0.004	0.105	1.385	1.494
Telecom_Churn_Dataset	0.940030	0.655	0.799880	0.002	0.040	0.614	0.657
UJI_Pen_Characters	0.490842	2.716	0.799853	0.003	0.118	2.598	2.718
Water_Quality_and_Potability	0.640244	0.499	0.799756	0.003	0.023	0.476	0.502
Wilt	0.989637	0.484	0.799834	0.003	0.019	0.465	0.487
abalone	0.633971	0.642	0.799856	0.002	0.027	0.616	0.645
ada	0.842169	1.383	0.799855	0.003	0.103	1.280	1.386
ada_agnostic	0.830230	1.534	0.799868	0.003	0.107	1.427	1.537
ada_prior	0.834637	0.822	0.799955	0.003	0.038	0.785	0.825
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.595000	0.257	0.800000	0.002	0.017	0.241	0.260
allbp	0.974834	0.920	0.799841	0.003	0.058	0.862	0.922
allrep	0.973510	0.918	0.799841	0.003	0.058	0.861	0.921
analcatdata_authorship	0.988166	0.456	0.799049	0.003	0.094	0.362	0.459
artificial-characters	0.696184	1.911	0.799961	0.003	0.048	1.863	1.914
autoUniv-au4-2500	0.478000	1.523	0.800000	0.003	0.188	1.334	1.526
autoUniv-au7-1100	0.390909	0.202	0.800000	0.003	0.020	0.182	0.204
bank	0.897932	23.142	0.799982	0.004	0.376	22.765	23.146
banknote_authentication	0.549091	0.102	0.799563	0.003	0.010	0.091	0.104
baseball	0.947761	0.270	0.800000	0.003	0.028	0.242	0.272
car-evaluation	0.875723	0.369	0.799769	0.003	0.036	0.333	0.371
churn	0.943000	1.079	0.800000	0.003	0.062	1.017	1.082
cmc	0.593220	0.235	0.799728	0.002	0.017	0.217	0.237
company_bankruptcy_prediction	0.970674	3.954	0.799971	0.004	0.311	3.642	3.958
contraceptive_method_choice	0.620339	0.231	0.799728	0.002	0.017	0.214	0.233
credit	0.776249	3.986	0.799988	0.003	0.092	3.893	3.989
default_of_credit_card_clients	0.825667	12.463	0.800000	0.004	0.385	12.079	12.468
delta_ailerons	0.946003	0.763	0.799972	0.003	0.026	0.737	0.766
dis	0.986755	0.922	0.799841	0.003	0.058	0.864	0.925
dna	0.932602	3.273	0.799749	0.004	0.366	2.908	3.278
drug_consumption	0.403183	0.307	0.799894	0.002	0.023	0.284	0.309
dry_bean_dataset	0.927286	3.343	0.799941	0.003	0.124	3.220	3.346
eeg-eye-state	0.955607	3.691	0.800000	0.003	0.118	3.573	3.695
electricity	0.831402	21.426	0.799987	0.005	0.255	21.171	21.431
estimation_of_obesity_levels	0.978723	0.398	0.799621	0.002	0.030	0.368	0.400
