dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.413127	6.505	0.799845
Amazon_employee_access	0.942173	14.333	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.732599	5.371	0.799980
BNG(breast-w)	0.985268	20.849	0.799980
BNG(cmc)	0.569801	35.729	0.799986
BNG(tic-tac-toe)	0.778385	20.695	0.799980
Bank_Customer_Churn_Dataset	0.864000	6.102	0.800000
Basketball_c	0.697761	4.354	0.800000
Cardiovascular-Disease-dataset	0.727357	50.061	0.800000
Click_prediction_small	0.831539	6.422	0.799990
Credit_c	0.693383	42.466	0.801311
Customer_Personality_Analysis	0.883929	0.980	0.800000
Diabetic_Retinopathy_Debrecen	0.757576	0.712	0.799305
E-CommereShippingData	0.660000	2.642	0.799982
Employee	0.845328	1.182	0.799914
FICO-HELOC-cleaned	0.741266	3.101	0.799919
Firm-Teacher_Clave-Direction_Classification	0.630093	2.725	0.800000
Fitness_Club_c	0.795302	0.517	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.584375	0.643	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.603125	0.629	0.800000
Gender_Gap_in_Spanish_WP	0.593684	1.157	0.799831
GesturePhaseSegmentationProcessed	0.565570	3.315	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.846196	2.157	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.870748	0.709	0.800000
INNHotelsGroup	0.859407	16.162	0.800000
Indian_pines	0.875342	11.807	0.799978
JapaneseVowels	0.990968	2.510	0.799920
KDDCup09_upselling	0.746589	2.116	0.799922
MIC	0.890909	1.374	0.799879
MagicTelescope	0.873554	5.125	0.800000
Marketing_Campaign	0.892857	0.813	0.800000
Mobile_Price_Classification	0.905000	0.696	0.800000
National_Health_and_Nutrition_Health_Survey	0.844298	0.571	0.799824
PhishingWebsites	0.964722	3.522	0.800000
PieChart3	0.875000	0.639	0.799443
Pima_Indians_Diabetes_Database	0.753247	0.458	0.799479
PizzaCutter3	0.880383	0.724	0.799616
Pumpkin_Seeds	0.876000	0.673	0.800000
QSAR_biodegradation	0.886256	0.658	0.799810
SDSS17	0.969500	99.219	0.800000
Satellite	0.992157	1.750	0.800000
Telecom_Churn_Dataset	0.934033	0.938	0.799880
UJI_Pen_Characters	0.476190	3.419	0.799853
Water_Quality_and_Potability	0.634146	0.775	0.799756
Wilt	0.991710	0.774	0.799834
abalone	0.626794	0.924	0.799856
ada	0.849398	1.669	0.799855
ada_agnostic	0.836802	1.828	0.799868
ada_prior	0.839106	1.147	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.570000	0.529	0.800000
allbp	0.972185	1.233	0.799841
allrep	0.970861	1.196	0.799841
analcatdata_authorship	0.988166	0.740	0.799049
artificial-characters	0.683953	2.180	0.799961
autoUniv-au4-2500	0.458000	1.793	0.800000
autoUniv-au7-1100	0.359091	0.508	0.800000
bank	0.893730	23.834	0.799982
banknote_authentication	0.556364	0.368	0.799563
baseball	0.947761	0.575	0.800000
car-evaluation	0.699422	0.643	0.799769
churn	0.937000	1.352	0.800000
cmc	0.569492	0.509	0.799728
company_bankruptcy_prediction	0.970674	4.267	0.799971
contraceptive_method_choice	0.589831	0.597	0.799728
