dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.428571	6.014	0.799845
Amazon_employee_access	0.942173	13.958	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.735603	4.706	0.799980
BNG(breast-w)	0.985268	20.457	0.799980
BNG(cmc)	0.569801	34.680	0.799986
BNG(tic-tac-toe)	0.775718	20.427	0.799980
Bank_Customer_Churn_Dataset	0.860500	5.821	0.800000
Basketball_c	0.694030	4.289	0.800000
Cardiovascular-Disease-dataset	0.729929	49.551	0.800000
Click_prediction_small	0.831539	6.453	0.799990
Credit_c	0.699752	42.169	0.801311
Customer_Personality_Analysis	0.897321	0.939	0.800000
Diabetic_Retinopathy_Debrecen	0.753247	0.733	0.799305
E-CommereShippingData	0.658636	2.632	0.799982
Employee	0.841031	1.180	0.799914
FICO-HELOC-cleaned	0.742785	3.088	0.799919
Firm-Teacher_Clave-Direction_Classification	0.659259	2.727	0.800000
Fitness_Club_c	0.791946	0.492	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.590625	0.649	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.634375	0.624	0.800000
Gender_Gap_in_Spanish_WP	0.596842	1.169	0.799831
GesturePhaseSegmentationProcessed	0.611646	3.332	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.850606	2.159	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.877551	0.750	0.800000
INNHotelsGroup	0.860786	16.047	0.800000
Indian_pines	0.915801	11.884	0.799978
JapaneseVowels	0.991972	2.484	0.799920
KDDCup09_upselling	0.772904	2.121	0.799922
MIC	0.903030	1.440	0.799879
MagicTelescope	0.875131	5.097	0.800000
Marketing_Campaign	0.888393	0.833	0.800000
Mobile_Price_Classification	0.935000	0.745	0.800000
National_Health_and_Nutrition_Health_Survey	0.833333	0.582	0.799824
PhishingWebsites	0.962913	3.526	0.800000
PieChart3	0.875000	0.630	0.799443
Pima_Indians_Diabetes_Database	0.740260	0.415	0.799479
PizzaCutter3	0.880383	0.718	0.799616
Pumpkin_Seeds	0.874000	0.682	0.800000
QSAR_biodegradation	0.881517	0.684	0.799810
SDSS17	0.971050	97.557	0.800000
Satellite	0.992157	1.754	0.800000
Telecom_Churn_Dataset	0.941529	0.930	0.799880
UJI_Pen_Characters	0.498168	3.077	0.799853
Water_Quality_and_Potability	0.640244	0.777	0.799756
Wilt	0.989637	0.791	0.799834
abalone	0.641148	0.961	0.799856
ada	0.851807	1.655	0.799855
ada_agnostic	0.838992	1.877	0.799868
ada_prior	0.840223	1.111	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.577500	0.530	0.800000
allbp	0.976159	1.298	0.799841
allrep	0.973510	1.217	0.799841
analcatdata_authorship	0.976331	0.754	0.799049
artificial-characters	0.694227	2.206	0.799961
autoUniv-au4-2500	0.524000	1.819	0.800000
autoUniv-au7-1100	0.354545	0.542	0.800000
bank	0.897379	23.419	0.799982
banknote_authentication	0.541818	0.364	0.799563
baseball	0.947761	0.564	0.800000
car-evaluation	0.768786	0.657	0.799769
churn	0.941000	1.361	0.800000
cmc	0.579661	0.519	0.799728
company_bankruptcy_prediction	0.970674	4.272	0.799971
contraceptive_method_choice	0.589831	0.671	0.799728
credit	0.774753	4.366	0.799988
default_of_credit_card_clients	0.823167	12.658	0.800000
delta_ailerons	0.948107	1.052	0.799972
dis	0.984106	1.210	0.799841
dna	0.945141	3.607	0.799749
drug_consumption	0.403183	0.586	0.799894
dry_bean_dataset	0.929122	3.667	0.799941
eeg-eye-state	0.948932	4.056	0.800000
electricity	0.809004	21.808	0.799987
estimation_of_obesity_levels	0.971631	0.799	0.799621
eye_movements	0.562157	3.456	0.799927
eye_movements_bin	0.590670	2.053	0.799947
first-order-theorem-proving	0.601307	2.598	0.799935
gas-drift	0.994608	11.511	0.800000
gina_agnostic	0.757925	23.073	0.799885
golf_play_dataset_extended	0.922374	0.479	0.800000
heloc	0.719500	2.841	0.800000
house_16H	0.880282	3.650	0.799970
htru	0.978771	4.551	0.799978
ibm-employee-performance	0.996599	0.785	0.800000
in_vehicle_coupon_recommendation	0.671375	3.368	0.800729
internet_firewall	0.801251	41.956	0.799991
jm1	0.814424	2.970	0.800000
jungle_chess_2pcs_raw_endgame_complete	0.836457	20.992	0.799996
kdd_ipums_la_97-small	0.846821	1.402	0.799923
kr-vs-k	0.575552	29.488	0.799971
kropt	0.576800	29.186	0.799971
led24	0.740625	1.071	0.800000
led7	0.743750	0.776	0.800000
letter	0.961000	19.807	0.800000
mammography	0.988824	1.797	0.799964
maternal_health_risk	0.788177	0.452	0.799803
mfeat-factors	0.965000	2.816	0.800000
mfeat-fourier	0.882500	1.315	0.800000
mfeat-karhunen	0.967500	1.230	0.800000
mfeat-morphological	0.752500	0.597	0.800000
mfeat-pixel	0.960000	3.100	0.800000
mfeat-zernike	0.820000	0.972	0.800000
mice_protein_expression	0.995370	0.941	0.800000
microaggregation2	0.616250	6.473	0.800000
mobile_c36_oversampling	0.969571	20.700	0.800000
mozilla4	0.921518	1.875	0.800000
naticusdroid+android+permissions+dataset	0.964888	20.488	0.799980
national-longitudinal-survey-binary	0.990835	1.298	0.799919
okcupid_stem	0.735570	9.339	0.799978
one-hundred-plants-margin	0.781250	4.839	0.800000
one-hundred-plants-shape	0.737500	4.401	0.800000
one-hundred-plants-texture	0.868750	4.963	0.799875
optdigits	0.992883	2.675	0.800000
ozone-level-8hr	0.952663	1.463	0.799921
page-blocks	0.974429	1.188	0.799927
pendigits	0.995452	2.785	0.799945
phoneme	0.868640	0.889	0.799963
pol	0.975211	3.000	0.799940
predict_students_dropout_and_academic_success	0.774011	1.508	0.799955
qsar	0.900474	0.658	0.800000
rice_cammeo_and_osmancik	0.930446	0.816	0.800000
ringnorm	0.977027	1.990	0.800000
satimage	0.917574	2.182	0.800000
segment	0.932900	0.715	0.800000
seismic+bumps	0.930368	0.769	0.799923
shuttle	0.999310	34.296	0.800000
spambase	0.941368	2.030	0.799826
splice	0.880878	1.603	0.800000
sports_articles_for_objectivity_analysis	0.845000	0.735	0.800000
statlog	0.730000	0.525	0.800000
steel_plates_faults	0.773779	0.785	0.799588
sylvine	0.937561	1.381	0.799961
taiwanese_bankruptcy_prediction	0.968475	4.412	0.799971
telco-customer-churn	0.791341	1.834	0.799943
texture	0.999091	6.192	0.800000
thyroid	0.986806	1.960	0.800000
thyroid-ann	0.984106	1.105	0.799841
thyroid-dis	0.698214	0.971	0.800000
turiye_student_evaluation	0.493127	1.900	0.800000
twonorm	0.979054	1.971	0.800000
vehicle	0.823529	0.534	0.799054
wall-robot-navigation	0.958791	1.558	0.799853
water_quality	0.903750	1.979	0.799900
waveform-5000	0.871000	1.852	0.800000
waveform_database_generator_version_1	0.863000	1.387	0.800000
website_phishing	0.911439	0.541	0.799704
wine-quality-red	0.581250	0.488	0.799875
wine-quality-white	0.590816	1.098	0.799918
yeast	0.619529	0.522	0.799865
