dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.440154	7.157	0.799845
Amazon_employee_access	0.942173	14.967	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.728092	5.745	0.799980
BNG(breast-w)	0.985141	21.666	0.799980
BNG(cmc)	0.572061	36.190	0.799986
BNG(tic-tac-toe)	0.783973	21.469	0.799980
Bank_Customer_Churn_Dataset	0.864000	6.836	0.800000
Basketball_c	0.694030	5.113	0.800000
Cardiovascular-Disease-dataset	0.730929	50.106	0.800000
Click_prediction_small	0.831539	6.460	0.799990
Credit_c	0.703474	42.491	0.801311
Customer_Personality_Analysis	0.890625	0.995	0.800000
Diabetic_Retinopathy_Debrecen	0.753247	0.758	0.799305
E-CommereShippingData	0.670000	2.658	0.799982
Employee	0.844253	1.170	0.799914
FICO-HELOC-cleaned	0.740253	3.135	0.799919
Firm-Teacher_Clave-Direction_Classification	0.666667	2.739	0.800000
Fitness_Club_c	0.795302	0.478	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.609375	0.674	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.656250	0.644	0.800000
Gender_Gap_in_Spanish_WP	0.595789	1.170	0.799831
GesturePhaseSegmentationProcessed	0.598987	3.323	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.846748	2.162	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.870748	0.732	0.800000
INNHotelsGroup	0.870159	16.553	0.800000
Indian_pines	0.935484	11.921	0.799978
JapaneseVowels	0.991972	2.531	0.799920
KDDCup09_upselling	0.770955	2.106	0.799922
MIC	0.884848	1.387	0.799879
MagicTelescope	0.874343	5.146	0.800000
Marketing_Campaign	0.892857	0.796	0.800000
Mobile_Price_Classification	0.945000	0.708	0.800000
National_Health_and_Nutrition_Health_Survey	0.837719	0.602	0.799824
PhishingWebsites	0.968792	3.525	0.800000
PieChart3	0.875000	0.656	0.799443
Pima_Indians_Diabetes_Database	0.746753	0.466	0.799479
PizzaCutter3	0.880383	0.652	0.799616
Pumpkin_Seeds	0.874000	0.700	0.800000
QSAR_biodegradation	0.890995	0.661	0.799810
SDSS17	0.969950	100.746	0.800000
Satellite	0.993137	1.795	0.800000
Telecom_Churn_Dataset	0.934033	0.940	0.799880
UJI_Pen_Characters	0.487179	3.008	0.799853
Water_Quality_and_Potability	0.640244	0.795	0.799756
Wilt	0.990674	0.839	0.799834
abalone	0.629187	0.939	0.799856
ada	0.851807	1.675	0.799855
ada_agnostic	0.828039	1.861	0.799868
ada_prior	0.841341	1.127	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.570000	0.549	0.800000
allbp	0.973510	2.152	0.799841
allrep	0.968212	1.212	0.799841
analcatdata_authorship	0.988166	0.745	0.799049
artificial-characters	0.678571	2.196	0.799961
autoUniv-au4-2500	0.466000	1.929	0.800000
autoUniv-au7-1100	0.377273	0.572	0.800000
bank	0.894615	24.324	0.799982
banknote_authentication	0.545455	0.379	0.799563
baseball	0.947761	0.577	0.800000
car-evaluation	0.745665	0.656	0.799769
churn	0.933000	1.386	0.800000
cmc	0.579661	0.521	0.799728
company_bankruptcy_prediction	0.970674	4.290	0.799971
contraceptive_method_choice	0.600000	1.506	0.799728
credit	0.777445	4.461	0.799988
default_of_credit_card_clients	0.822333	12.764	0.800000
delta_ailerons	0.946704	1.058	0.799972
dis	0.984106	1.201	0.799841
dna	0.913793	3.587	0.799749
drug_consumption	0.403183	0.600	0.799894
dry_bean_dataset	0.928021	3.730	0.799941
eeg-eye-state	0.951602	3.982	0.800000
electricity	0.818603	21.947	0.799987
estimation_of_obesity_levels	0.978723	0.859	0.799621
eye_movements	0.567642	3.456	0.799927
eye_movements_bin	0.594612	2.048	0.799947
first-order-theorem-proving	0.603758	2.616	0.799935
gas-drift	0.993889	11.533	0.800000
gina_agnostic	0.733429	23.274	0.799885
golf_play_dataset_extended	0.917808	0.476	0.800000
heloc	0.724500	2.848	0.800000
house_16H	0.878058	4.616	0.799970
htru	0.979050	4.626	0.799978
ibm-employee-performance	0.982993	0.781	0.800000
in_vehicle_coupon_recommendation	0.674283	3.338	0.800729
internet_firewall	0.801633	41.856	0.799991
jm1	0.818098	2.989	0.800000
jungle_chess_2pcs_raw_endgame_complete	0.813253	21.424	0.799996
kdd_ipums_la_97-small	0.845857	1.404	0.799923
kr-vs-k	0.568425	27.867	0.799971
kropt	0.570741	28.927	0.799971
led24	0.729688	1.018	0.800000
led7	0.735938	0.753	0.800000
letter	0.962000	19.095	0.800000
mammography	0.988377	1.803	0.799964
maternal_health_risk	0.802956	0.450	0.799803
mfeat-factors	0.967500	2.800	0.800000
mfeat-fourier	0.882500	1.279	0.800000
mfeat-karhunen	0.960000	1.254	0.800000
mfeat-morphological	0.760000	0.621	0.800000
mfeat-pixel	0.957500	3.172	0.800000
mfeat-zernike	0.817500	0.975	0.800000
mice_protein_expression	1.000000	0.966	0.800000
microaggregation2	0.613250	6.615	0.800000
mobile_c36_oversampling	0.968122	20.660	0.800000
mozilla4	0.920553	1.900	0.800000
naticusdroid+android+permissions+dataset	0.961820	20.509	0.799980
national-longitudinal-survey-binary	0.995927	2.174	0.799919
okcupid_stem	0.733696	9.363	0.799978
one-hundred-plants-margin	0.806250	4.664	0.800000
one-hundred-plants-shape	0.753125	4.543	0.800000
one-hundred-plants-texture	0.890625	4.685	0.799875
optdigits	0.991993	2.661	0.800000
ozone-level-8hr	0.958580	1.497	0.799921
page-blocks	0.977169	1.186	0.799927
pendigits	0.995452	2.811	0.799945
phoneme	0.880666	0.827	0.799963
pol	0.974219	3.011	0.799940
predict_students_dropout_and_academic_success	0.771751	1.559	0.799955
qsar	0.886256	0.661	0.800000
rice_cammeo_and_osmancik	0.927822	0.810	0.800000
ringnorm	0.975676	1.997	0.800000
satimage	0.912908	2.174	0.800000
segment	0.932900	0.710	0.800000
seismic+bumps	0.934236	0.785	0.799923
shuttle	0.999397	34.268	0.800000
spambase	0.945711	2.040	0.799826
splice	0.899687	1.756	0.800000
sports_articles_for_objectivity_analysis	0.830000	0.735	0.800000
statlog	0.720000	0.527	0.800000
steel_plates_faults	0.768638	0.749	0.799588
sylvine	0.935610	1.401	0.799961
taiwanese_bankruptcy_prediction	0.969941	4.457	0.799971
telco-customer-churn	0.799148	1.843	0.799943
texture	0.998182	6.233	0.800000
thyroid	0.989583	1.972	0.800000
thyroid-ann	0.984106	1.101	0.799841
thyroid-dis	0.701786	1.058	0.800000
turiye_student_evaluation	0.498282	1.871	0.800000
twonorm	0.979730	1.986	0.800000
vehicle	0.847059	0.518	0.799054
wall-robot-navigation	0.953297	1.569	0.799853
water_quality	0.901875	1.989	0.799900
waveform-5000	0.857000	1.839	0.800000
waveform_database_generator_version_1	0.861000	1.384	0.800000
website_phishing	0.915129	0.539	0.799704
wine-quality-red	0.587500	0.521	0.799875
wine-quality-white	0.603061	1.096	0.799918
yeast	0.612795	0.526	0.799865
