dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.420849	2.499	0.799845	0.003	0.206	2.294	2.502
Amazon_employee_access	0.942173	10.078	0.799994	0.003	0.146	9.933	10.082
BLE_RSSI_dataset_for_Indoor_localization	0.732599	1.013	0.799980	0.002	0.032	0.982	1.015
BNG(breast-w)	0.984760	16.930	0.799980	0.004	0.263	16.666	16.934
BNG(cmc)	0.568535	31.323	0.799986	0.004	0.307	31.016	31.328
BNG(tic-tac-toe)	0.791085	16.843	0.799980	0.004	0.238	16.605	16.847
Bank_Customer_Churn_Dataset	0.862500	1.997	0.800000	0.002	0.072	1.925	2.000
Basketball_c	0.705224	0.252	0.800000	0.003	0.042	0.209	0.254
Cardiovascular-Disease-dataset	0.730286	49.404	0.800000	0.005	0.395	49.009	49.409
Click_prediction_small	0.831539	6.015	0.799990	0.002	0.075	5.940	6.017
Credit_c	0.702151	42.252	0.801311	0.006	0.785	41.467	42.258
Customer_Personality_Analysis	0.897321	0.493	0.800000	0.002	0.046	0.448	0.496
Diabetic_Retinopathy_Debrecen	0.753247	0.265	0.799305	0.002	0.030	0.235	0.268
E-CommereShippingData	0.665455	2.131	0.799982	0.003	0.063	2.068	2.134
Employee	0.848550	0.708	0.799914	0.002	0.025	0.683	0.710
FICO-HELOC-cleaned	0.736203	2.566	0.799919	0.003	0.132	2.433	2.569
Firm-Teacher_Clave-Direction_Classification	0.647685	2.412	0.800000	0.003	0.102	2.310	2.415
Fitness_Club_c	0.795302	0.189	0.799596	0.002	0.013	0.176	0.192
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.543750	0.336	0.800000	0.002	0.034	0.302	0.338
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.634375	0.338	0.800000	0.003	0.035	0.302	0.340
Gender_Gap_in_Spanish_WP	0.590526	0.843	0.799831	0.002	0.036	0.808	0.846
GesturePhaseSegmentationProcessed	0.615190	2.978	0.799959	0.003	0.164	2.814	2.981
HR_Analytics_Job_Change_of_Data_Scientists	0.852260	1.813	0.797432	0.003	0.059	1.754	1.816
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.870748	0.407	0.800000	0.002	0.051	0.356	0.409
INNHotelsGroup	0.853343	15.895	0.800000	0.004	0.299	15.596	15.899
Indian_pines	0.910880	11.384	0.799978	0.008	0.987	10.397	11.393
JapaneseVowels	0.989965	2.184	0.799920	0.003	0.086	2.099	2.188
KDDCup09_upselling	0.772904	1.803	0.799922	0.007	0.141	1.662	1.810
MIC	0.903030	1.073	0.799879	0.003	0.158	0.914	1.075
MagicTelescope	0.873028	4.812	0.800000	0.003	0.109	4.703	4.814
Marketing_Campaign	0.901786	0.510	0.800000	0.002	0.051	0.459	0.512
Mobile_Price_Classification	0.957500	0.415	0.800000	0.002	0.040	0.375	0.417
National_Health_and_Nutrition_Health_Survey	0.828947	0.294	0.799824	0.002	0.019	0.276	0.297
PhishingWebsites	0.967888	3.220	0.800000	0.003	0.156	3.064	3.223
