dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.428571	2.471	0.799845	0.003	0.211	2.260	2.474
Amazon_employee_access	0.942173	10.255	0.799994	0.004	0.137	10.118	10.259
BLE_RSSI_dataset_for_Indoor_localization	0.730596	1.015	0.799980	0.002	0.034	0.981	1.017
BNG(breast-w)	0.985649	16.733	0.799980	0.004	0.249	16.484	16.737
BNG(cmc)	0.574051	31.677	0.799986	0.005	0.308	31.369	31.682
BNG(tic-tac-toe)	0.789180	17.016	0.799980	0.004	0.264	16.752	17.021
Bank_Customer_Churn_Dataset	0.870500	1.993	0.800000	0.003	0.085	1.908	1.995
Basketball_c	0.708955	0.246	0.800000	0.003	0.037	0.210	0.249
Cardiovascular-Disease-dataset	0.729214	50.081	0.800000	0.006	0.392	49.688	50.086
Click_prediction_small	0.832290	5.923	0.799990	0.003	0.076	5.847	5.925
Credit_c	0.706700	41.285	0.801311	0.006	0.800	40.485	41.291
Customer_Personality_Analysis	0.892857	0.494	0.800000	0.003	0.046	0.447	0.496
Diabetic_Retinopathy_Debrecen	0.740260	0.265	0.799305	0.002	0.031	0.235	0.268
E-CommereShippingData	0.671818	2.114	0.799982	0.003	0.062	2.052	2.117
Employee	0.851772	0.709	0.799914	0.002	0.025	0.684	0.711
FICO-HELOC-cleaned	0.745316	2.556	0.799919	0.003	0.129	2.427	2.559
Firm-Teacher_Clave-Direction_Classification	0.752315	2.395	0.800000	0.003	0.102	2.294	2.398
Fitness_Club_c	0.802013	0.187	0.799596	0.002	0.014	0.174	0.189
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.609375	0.337	0.800000	0.003	0.035	0.302	0.340
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.650000	0.338	0.800000	0.003	0.036	0.302	0.341
Gender_Gap_in_Spanish_WP	0.602105	0.843	0.799831	0.002	0.036	0.807	0.846
GesturePhaseSegmentationProcessed	0.669367	2.974	0.799959	0.003	0.168	2.806	2.977
HR_Analytics_Job_Change_of_Data_Scientists	0.859427	1.810	0.797432	0.003	0.060	1.749	1.813
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.880952	0.407	0.800000	0.002	0.051	0.356	0.409
INNHotelsGroup	0.869607	15.891	0.800000	0.004	0.301	15.590	15.895
Indian_pines	0.937124	11.463	0.799978	0.008	0.982	10.480	11.471
JapaneseVowels	0.995484	2.171	0.799920	0.003	0.080	2.091	2.174
KDDCup09_upselling	0.782651	1.806	0.799922	0.003	0.144	1.662	1.809
MIC	0.918182	1.076	0.799879	0.003	0.162	0.914	1.079
MagicTelescope	0.878286	4.798	0.800000	0.003	0.109	4.689	4.801
Marketing_Campaign	0.890625	0.510	0.800000	0.003	0.051	0.459	0.513
Mobile_Price_Classification	0.962500	0.412	0.800000	0.002	0.040	0.373	0.414
National_Health_and_Nutrition_Health_Survey	0.828947	0.296	0.799824	0.002	0.019	0.277	0.298
PhishingWebsites	0.968792	3.221	0.800000	0.003	0.156	3.064	3.224
PieChart3	0.875000	0.358	0.799443	0.002	0.057	0.301	0.361
Pima_Indians_Diabetes_Database	0.759740	0.143	0.799479	0.003	0.014	0.129	0.145
PizzaCutter3	0.880383	0.352	0.799617	0.002	0.055	0.297	0.354
Pumpkin_Seeds	0.876000	0.400	0.800000	0.002	0.026	0.374	0.402
QSAR_biodegradation	0.876777	0.377	0.799810	0.003	0.061	0.316	0.380
SDSS17	0.972500	97.801	0.800000	0.006	0.677	97.124	97.807
Satellite	0.993137	1.488	0.800000	0.004	0.111	1.377	1.492
Telecom_Churn_Dataset	0.949025	0.650	0.799880	0.002	0.040	0.610	0.653
UJI_Pen_Characters	0.479853	2.546	0.799853	0.003	0.119	2.428	2.549
Water_Quality_and_Potability	0.643293	0.496	0.799756	0.002	0.024	0.472	0.498
Wilt	0.990674	0.483	0.799834	0.002	0.020	0.463	0.485
abalone	0.639952	0.645	0.799856	0.002	0.027	0.618	0.647
ada	0.849398	1.388	0.799855	0.003	0.108	1.280	1.391
ada_agnostic	0.833516	1.539	0.799868	0.003	0.107	1.432	1.542
ada_prior	0.834637	0.818	0.799955	0.002	0.038	0.780	0.820
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.587500	0.261	0.800000	0.003	0.017	0.244	0.264
allbp	0.976159	0.922	0.799841	0.003	0.062	0.860	0.925
allrep	0.973510	0.912	0.799841	0.003	0.057	0.854	0.915
analcatdata_authorship	0.988166	0.465	0.799049	0.003	0.100	0.365	0.468
artificial-characters	0.696673	1.898	0.799961	0.003	0.047	1.851	1.901
autoUniv-au4-2500	0.492000	1.534	0.800000	0.004	0.199	1.335	1.538
autoUniv-au7-1100	0.377273	0.200	0.800000	0.002	0.019	0.181	0.202
bank	0.901250	23.377	0.799982	0.004	0.377	23.000	23.381
banknote_authentication	0.552727	0.096	0.799563	0.003	0.009	0.086	0.098
baseball	0.951493	0.265	0.800000	0.002	0.027	0.238	0.268
car-evaluation	0.806358	0.364	0.799769	0.002	0.035	0.328	0.366
churn	0.937000	1.071	0.800000	0.003	0.061	1.010	1.073
cmc	0.583051	0.237	0.799728	0.002	0.018	0.219	0.239
company_bankruptcy_prediction	0.970674	3.978	0.799971	0.004	0.342	3.635	3.982
contraceptive_method_choice	0.616949	0.236	0.799728	0.003	0.017	0.219	0.238
credit	0.775052	3.945	0.799988	0.003	0.093	3.852	3.948
default_of_credit_card_clients	0.823500	12.334	0.800000	0.004	0.382	11.952	12.338
delta_ailerons	0.946704	0.765	0.799972	0.003	0.025	0.740	0.768
dis	0.984106	0.927	0.799841	0.003	0.063	0.865	0.930
dna	0.929467	3.271	0.799749	0.005	0.360	2.910	3.275
drug_consumption	0.403183	0.311	0.799894	0.002	0.023	0.288	0.314
dry_bean_dataset	0.928755	3.348	0.799941	0.003	0.123	3.225	3.351
eeg-eye-state	0.961949	3.726	0.800000	0.003	0.131	3.595	3.729
electricity	0.830078	21.561	0.799987	0.004	0.255	21.306	21.565
estimation_of_obesity_levels	0.973995	0.399	0.799621	0.002	0.030	0.369	0.401
eye_movements	0.581353	3.031	0.799927	0.004	0.164	2.867	3.034
eye_movements_bin	0.595926	1.771	0.799947	0.003	0.100	1.671	1.774
first-order-theorem-proving	0.618464	2.237	0.799935	0.003	0.177	2.060	2.241
gas-drift	0.994968	11.214	0.800000	0.007	1.008	10.206	11.221
gina_agnostic	0.792507	23.382	0.799885	0.010	2.399	20.983	23.393
golf_play_dataset_extended	0.931507	0.191	0.800000	0.002	0.015	0.176	0.193
heloc	0.717500	2.547	0.800000	0.003	0.118	2.429	2.550
house_16H	0.885471	3.280	0.799970	0.003	0.123	3.158	3.284
htru	0.979050	4.271	0.799978	0.003	0.081	4.190	4.274
ibm-employee-performance	1.000000	0.407	0.800000	0.002	0.052	0.354	0.409
in_vehicle_coupon_recommendation	0.675945	3.031	0.800729	0.003	0.134	2.898	3.035
internet_firewall	0.923095	42.627	0.799991	0.004	0.168	42.459	42.631
jm1	0.815342	2.698	0.800000	0.004	0.115	2.583	2.702
jungle_chess_2pcs_raw_endgame_complete	0.847278	20.572	0.799996	0.005	0.187	20.385	20.577
kdd_ipums_la_97-small	0.870906	1.116	0.799923	0.003	0.062	1.054	1.119
kr-vs-k	0.602103	29.169	0.799971	0.003	0.130	29.039	29.172
kropt	0.611547	29.344	0.799971	0.003	0.116	29.228	29.347
led24	0.728125	0.718	0.800000	0.002	0.055	0.663	0.720
led7	0.735938	0.448	0.800000	0.004	0.019	0.429	0.452
letter	0.974000	18.184	0.800000	0.003	0.179	18.005	18.187
mammography	0.990165	1.537	0.799964	0.002	0.043	1.494	1.540
maternal_health_risk	0.837438	0.164	0.799803	0.003	0.012	0.152	0.167
mfeat-factors	0.975000	2.512	0.800000	0.003	0.364	2.148	2.515
mfeat-fourier	0.887500	0.992	0.800000	0.003	0.133	0.860	0.996
mfeat-karhunen	0.975000	0.868	0.800000	0.003	0.111	0.757	0.871
mfeat-morphological	0.765000	0.375	0.800000	0.003	0.016	0.359	0.377
mfeat-pixel	0.970000	2.814	0.800000	0.004	0.412	2.401	2.817
mfeat-zernike	0.815000	0.700	0.800000	0.002	0.093	0.607	0.702
mice_protein_expression	1.000000	0.583	0.800000	0.003	0.108	0.476	0.586
microaggregation2	0.622750	6.283	0.800000	0.004	0.201	6.082	6.286
