dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.432432	6.940	0.799845
Amazon_employee_access	0.942173	14.842	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.731097	5.596	0.799980
BNG(breast-w)	0.984887	21.297	0.799980
BNG(cmc)	0.571157	36.079	0.799986
BNG(tic-tac-toe)	0.775972	21.359	0.799980
Bank_Customer_Churn_Dataset	0.861500	6.830	0.800000
Basketball_c	0.694030	5.056	0.800000
Cardiovascular-Disease-dataset	0.728071	49.511	0.800000
Click_prediction_small	0.831539	6.422	0.799990
Credit_c	0.700579	42.054	0.801311
Customer_Personality_Analysis	0.890625	0.933	0.800000
Diabetic_Retinopathy_Debrecen	0.753247	0.758	0.799305
E-CommereShippingData	0.666364	2.648	0.799982
Employee	0.844253	1.215	0.799914
FICO-HELOC-cleaned	0.736709	3.129	0.799919
Firm-Teacher_Clave-Direction_Classification	0.650000	2.734	0.800000
Fitness_Club_c	0.795302	0.482	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.562500	0.670	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.581250	0.611	0.800000
Gender_Gap_in_Spanish_WP	0.590526	1.180	0.799831
GesturePhaseSegmentationProcessed	0.597975	3.343	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.845645	2.133	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.870748	0.730	0.800000
INNHotelsGroup	0.862302	16.034	0.800000
Indian_pines	0.885730	11.933	0.799978
JapaneseVowels	0.991470	2.495	0.799920
KDDCup09_upselling	0.762183	2.073	0.799922
MIC	0.900000	1.411	0.799879
MagicTelescope	0.872503	5.102	0.800000
Marketing_Campaign	0.897321	0.778	0.800000
Mobile_Price_Classification	0.882500	0.713	0.800000
National_Health_and_Nutrition_Health_Survey	0.833333	0.589	0.799824
PhishingWebsites	0.966983	3.519	0.800000
PieChart3	0.875000	0.656	0.799443
Pima_Indians_Diabetes_Database	0.766234	0.424	0.799479
PizzaCutter3	0.880383	0.677	0.799616
Pumpkin_Seeds	0.880000	0.691	0.800000
QSAR_biodegradation	0.881517	0.643	0.799810
SDSS17	0.971200	97.513	0.800000
Satellite	0.991176	1.779	0.800000
Telecom_Churn_Dataset	0.944528	0.936	0.799880
UJI_Pen_Characters	0.490842	2.821	0.799853
Water_Quality_and_Potability	0.628049	0.790	0.799756
Wilt	0.990674	0.809	0.799834
abalone	0.631579	0.956	0.799856
ada	0.850602	1.684	0.799855
ada_agnostic	0.825849	1.831	0.799868
ada_prior	0.841341	1.091	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.575000	0.537	0.800000
allbp	0.972185	1.259	0.799841
allrep	0.969536	1.220	0.799841
analcatdata_authorship	0.970414	0.726	0.799049
artificial-characters	0.679550	2.182	0.799961
autoUniv-au4-2500	0.482000	1.803	0.800000
autoUniv-au7-1100	0.327273	0.520	0.800000
bank	0.894615	23.377	0.799982
banknote_authentication	0.556364	0.373	0.799563
baseball	0.951493	0.596	0.800000
car-evaluation	0.774566	0.667	0.799769
churn	0.943000	1.359	0.800000
cmc	0.566102	0.531	0.799728
company_bankruptcy_prediction	0.972141	4.252	0.799971
contraceptive_method_choice	0.593220	0.642	0.799728
credit	0.775351	4.303	0.799988
default_of_credit_card_clients	0.821833	12.645	0.800000
delta_ailerons	0.946704	1.061	0.799972
dis	0.984106	1.217	0.799841
dna	0.910658	3.545	0.799749
drug_consumption	0.403183	0.598	0.799894
dry_bean_dataset	0.926919	3.686	0.799941
eeg-eye-state	0.945928	3.938	0.800000
electricity	0.805693	21.773	0.799987
estimation_of_obesity_levels	0.981087	0.804	0.799621
eye_movements	0.561700	3.439	0.799927
eye_movements_bin	0.591984	2.076	0.799947
first-order-theorem-proving	0.605392	2.583	0.799935
