dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.424710	2.501	0.799845	0.003	0.210	2.292	2.505
Amazon_employee_access	0.942173	10.246	0.799994	0.004	0.136	10.110	10.250
BLE_RSSI_dataset_for_Indoor_localization	0.732098	1.019	0.799980	0.002	0.033	0.986	1.021
BNG(breast-w)	0.986157	16.790	0.799980	0.004	0.238	16.553	16.794
BNG(cmc)	0.576763	30.962	0.799986	0.005	0.312	30.650	30.966
BNG(tic-tac-toe)	0.788418	16.605	0.799980	0.004	0.239	16.366	16.609
Bank_Customer_Churn_Dataset	0.870500	1.995	0.800000	0.003	0.078	1.917	1.998
Basketball_c	0.712687	0.259	0.800000	0.003	0.046	0.213	0.262
Cardiovascular-Disease-dataset	0.730000	51.172	0.800000	0.005	0.425	50.747	51.178
Click_prediction_small	0.831539	6.027	0.799990	0.003	0.075	5.952	6.030
Credit_c	0.705211	42.226	0.801311	0.006	0.792	41.434	42.232
Customer_Personality_Analysis	0.888393	0.493	0.800000	0.003	0.046	0.447	0.496
Diabetic_Retinopathy_Debrecen	0.770563	0.265	0.799305	0.002	0.030	0.235	0.267
E-CommereShippingData	0.674545	2.111	0.799982	0.003	0.060	2.051	2.114
Employee	0.860365	0.711	0.799914	0.003	0.025	0.686	0.714
FICO-HELOC-cleaned	0.738228	2.544	0.799919	0.004	0.120	2.425	2.548
Firm-Teacher_Clave-Direction_Classification	0.765278	2.419	0.800000	0.003	0.100	2.318	2.422
Fitness_Club_c	0.805369	0.188	0.799596	0.002	0.014	0.174	0.190
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.634375	0.337	0.800000	0.002	0.034	0.302	0.339
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.696875	0.338	0.800000	0.003	0.036	0.302	0.341
Gender_Gap_in_Spanish_WP	0.597895	0.847	0.799831	0.003	0.036	0.811	0.849
GesturePhaseSegmentationProcessed	0.663291	2.970	0.799959	0.003	0.164	2.807	2.974
HR_Analytics_Job_Change_of_Data_Scientists	0.854465	1.815	0.797432	0.003	0.059	1.756	1.818
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.867347	0.411	0.800000	0.002	0.052	0.360	0.414
INNHotelsGroup	0.869331	15.902	0.800000	0.004	0.300	15.602	15.906
Indian_pines	0.926736	11.428	0.799978	0.007	0.959	10.469	11.436
JapaneseVowels	0.995484	2.173	0.799920	0.003	0.080	2.092	2.176
KDDCup09_upselling	0.786550	1.799	0.799922	0.003	0.140	1.659	1.802
MIC	0.903030	1.073	0.799879	0.003	0.159	0.914	1.076
MagicTelescope	0.878286	4.765	0.800000	0.003	0.109	4.656	4.768
Marketing_Campaign	0.892857	0.508	0.800000	0.003	0.048	0.460	0.511
Mobile_Price_Classification	0.962500	0.412	0.800000	0.002	0.038	0.374	0.414
National_Health_and_Nutrition_Health_Survey	0.833333	0.293	0.799824	0.003	0.019	0.275	0.296
PhishingWebsites	0.969245	3.196	0.800000	0.003	0.143	3.053	3.200
PieChart3	0.879630	0.358	0.799443	0.002	0.057	0.302	0.361
Pima_Indians_Diabetes_Database	0.759740	0.142	0.799479	0.003	0.014	0.129	0.145
PizzaCutter3	0.880383	0.351	0.799617	0.002	0.054	0.297	0.353
Pumpkin_Seeds	0.876000	0.400	0.800000	0.002	0.025	0.375	0.403
QSAR_biodegradation	0.886256	0.380	0.799810	0.003	0.064	0.316	0.383
SDSS17	0.972650	97.834	0.800000	0.006	0.674	97.159	97.840
Satellite	0.993137	1.476	0.800000	0.005	0.103	1.373	1.481
Telecom_Churn_Dataset	0.958021	0.656	0.799880	0.002	0.041	0.615	0.658
UJI_Pen_Characters	0.487179	2.724	0.799853	0.003	0.120	2.604	2.727
Water_Quality_and_Potability	0.638720	0.492	0.799756	0.002	0.022	0.470	0.495
Wilt	0.990674	0.481	0.799834	0.002	0.019	0.462	0.483
abalone	0.633971	0.639	0.799856	0.002	0.026	0.613	0.641
ada	0.844578	1.380	0.799855	0.003	0.101	1.279	1.383
ada_agnostic	0.826944	1.528	0.799868	0.003	0.105	1.423	1.531
ada_prior	0.839106	0.825	0.799955	0.003	0.038	0.787	0.828
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.595000	0.256	0.800000	0.002	0.017	0.239	0.258
allbp	0.974834	0.915	0.799841	0.002	0.057	0.858	0.918
allrep	0.974834	0.917	0.799841	0.003	0.058	0.859	0.920
analcatdata_authorship	0.988166	0.460	0.799049	0.003	0.096	0.364	0.463
artificial-characters	0.699609	1.894	0.799961	0.003	0.047	1.847	1.897
autoUniv-au4-2500	0.484000	1.520	0.800000	0.003	0.190	1.330	1.523
autoUniv-au7-1100	0.359091	0.204	0.800000	0.002	0.019	0.185	0.207
bank	0.898927	23.664	0.799982	0.004	0.381	23.283	23.668
banknote_authentication	0.549091	0.097	0.799563	0.002	0.009	0.088	0.100
baseball	0.944030	0.268	0.800000	0.002	0.027	0.241	0.270
car-evaluation	0.887283	0.367	0.799769	0.002	0.035	0.332	0.369
churn	0.951000	1.076	0.800000	0.003	0.061	1.015	1.079
cmc	0.596610	0.232	0.799728	0.002	0.017	0.214	0.234
company_bankruptcy_prediction	0.970674	3.946	0.799971	0.005	0.319	3.627	3.951
contraceptive_method_choice	0.616949	0.236	0.799728	0.002	0.017	0.218	0.238
credit	0.774753	3.948	0.799988	0.003	0.095	3.853	3.951
default_of_credit_card_clients	0.827500	12.365	0.800000	0.004	0.380	11.985	12.369
delta_ailerons	0.947405	0.762	0.799972	0.002	0.026	0.736	0.765
dis	0.986755	0.920	0.799841	0.003	0.060	0.859	0.922
dna	0.935737	3.257	0.799749	0.004	0.358	2.899	3.261
drug_consumption	0.403183	0.311	0.799894	0.003	0.023	0.288	0.313
dry_bean_dataset	0.927286	3.314	0.799941	0.003	0.120	3.194	3.317
eeg-eye-state	0.954606	3.647	0.800000	0.004	0.124	3.523	3.650
electricity	0.829747	21.907	0.799987	0.004	0.254	21.653	21.912
estimation_of_obesity_levels	0.971631	0.400	0.799621	0.002	0.030	0.369	0.402
eye_movements	0.592779	3.009	0.799927	0.004	0.162	2.847	3.013
eye_movements_bin	0.595269	1.750	0.799947	0.004	0.095	1.656	1.754
first-order-theorem-proving	0.620915	2.218	0.799935	0.004	0.170	2.048	2.222
gas-drift	0.994968	11.291	0.800000	0.007	0.994	10.297	11.298
gina_agnostic	0.819885	23.390	0.799885	0.011	2.325	21.066	23.402
golf_play_dataset_extended	0.931507	0.194	0.800000	0.002	0.015	0.179	0.197
heloc	0.716500	2.683	0.800000	0.003	0.114	2.570	2.686
house_16H	0.882506	3.308	0.799970	0.003	0.119	3.189	3.311
htru	0.979609	4.279	0.799978	0.004	0.081	4.198	4.283
ibm-employee-performance	1.000000	0.403	0.800000	0.002	0.050	0.353	0.405
in_vehicle_coupon_recommendation	0.721645	3.053	0.800729	0.003	0.130	2.923	3.056
internet_firewall	0.928054	42.455	0.799991	0.004	0.168	42.287	42.460
jm1	0.813964	2.703	0.800000	0.004	0.117	2.585	2.706
jungle_chess_2pcs_raw_endgame_complete	0.857430	20.732	0.799996	0.004	0.186	20.546	20.736
kdd_ipums_la_97-small	0.869942	1.107	0.799923	0.003	0.060	1.047	1.110
kr-vs-k	0.627584	28.916	0.799971	0.003	0.138	28.778	28.919
kropt	0.630257	29.055	0.799971	0.004	0.115	28.939	29.059
led24	0.740625	0.723	0.800000	0.003	0.055	0.667	0.725
led7	0.740625	0.454	0.800000	0.003	0.020	0.434	0.456
letter	0.975250	19.420	0.800000	0.004	0.180	19.239	19.424
mammography	0.989271	1.537	0.799964	0.003	0.042	1.495	1.540
maternal_health_risk	0.832512	0.164	0.799803	0.002	0.011	0.153	0.167
mfeat-factors	0.972500	2.502	0.800000	0.004	0.364	2.138	2.506
mfeat-fourier	0.892500	0.984	0.800000	0.004	0.131	0.853	0.987
mfeat-karhunen	0.967500	0.860	0.800000	0.003	0.109	0.751	0.863
mfeat-morphological	0.762500	0.267	0.800000	0.003	0.015	0.251	0.269
mfeat-pixel	0.967500	2.805	0.800000	0.004	0.413	2.392	2.809
mfeat-zernike	0.810000	0.692	0.800000	0.003	0.091	0.601	0.695
mice_protein_expression	1.000000	0.579	0.800000	0.003	0.106	0.473	0.582
microaggregation2	0.623750	6.123	0.800000	0.004	0.184	5.939	6.127
mobile_c36_oversampling	0.973532	20.621	0.800000	0.003	0.199	20.422	20.624
mozilla4	0.929881	1.568	0.800000	0.003	0.045	1.523	1.571
naticusdroid+android+permissions+dataset	0.966422	20.204	0.799980	0.009	0.809	19.395	20.212
national-longitudinal-survey-binary	0.992872	0.935	0.799918	0.003	0.049	0.886	0.938
okcupid_stem	0.734633	8.841	0.799977	0.004	0.176	8.666	8.845
one-hundred-plants-margin	0.825000	4.462	0.800000	0.003	0.115	4.347	4.465
one-hundred-plants-shape	0.750000	4.443	0.800000	0.003	0.113	4.330	4.446
one-hundred-plants-texture	0.884375	4.395	0.799875	0.003	0.113	4.282	4.398
optdigits	0.989324	2.348	0.800000	0.004	0.184	2.164	2.352
ozone-level-8hr	0.954635	1.170	0.799921	0.005	0.136	1.035	1.176
page-blocks	0.974429	0.910	0.799927	0.002	0.035	0.875	0.913
pendigits	0.995452	2.487	0.799945	0.003	0.103	2.384	2.489
phoneme	0.886216	0.529	0.799963	0.003	0.022	0.507	0.532
pol	0.981656	2.716	0.799940	0.003	0.111	2.606	2.720
predict_students_dropout_and_academic_success	0.775141	1.224	0.799955	0.003	0.082	1.142	1.227
qsar	0.905213	0.371	0.800000	0.003	0.059	0.312	0.374
rice_cammeo_and_osmancik	0.931759	0.529	0.800000	0.002	0.022	0.507	0.532
ringnorm	0.977703	1.689	0.800000	0.003	0.085	1.604	1.692
satimage	0.916796	1.897	0.800000	0.003	0.129	1.768	1.901
segment	0.941558	0.432	0.800000	0.003	0.036	0.396	0.435
seismic+bumps	0.934236	0.478	0.799923	0.002	0.035	0.443	0.481
shuttle	0.999483	33.989	0.800000	0.005	0.316	33.673	33.994
spambase	0.941368	1.766	0.799826	0.003	0.142	1.624	1.769
splice	0.879310	1.307	0.800000	0.003	0.133	1.174	1.310
sports_articles_for_objectivity_analysis	0.855000	0.451	0.800000	0.003	0.088	0.363	0.454
statlog	0.720000	0.232	0.800000	0.002	0.030	0.202	0.235
steel_plates_faults	0.784062	0.475	0.799588	0.002	0.049	0.426	0.478
sylvine	0.934634	1.102	0.799961	0.003	0.064	1.038	1.104
taiwanese_bankruptcy_prediction	0.969208	3.952	0.799971	0.004	0.317	3.634	3.955
telco-customer-churn	0.801987	1.538	0.799943	0.003	0.074	1.465	1.541
texture	0.999091	6.088	0.800000	0.003	0.135	5.953	6.091
thyroid	0.988889	1.646	0.800000	0.003	0.067	1.579	1.649
thyroid-ann	0.986755	0.809	0.799841	0.003	0.045	0.764	0.812
thyroid-dis	0.694643	0.656	0.800000	0.003	0.050	0.606	0.659
turiye_student_evaluation	0.497423	1.586	0.800000	0.003	0.104	1.483	1.589
twonorm	0.977703	1.700	0.800000	0.003	0.087	1.613	1.703
vehicle	0.858824	0.207	0.799054	0.002	0.028	0.180	0.210
wall-robot-navigation	0.974359	1.273	0.799853	0.003	0.077	1.196	1.276
water_quality	0.900625	1.692	0.799900	0.003	0.062	1.630	1.695
waveform-5000	0.868000	1.553	0.800000	0.003	0.117	1.436	1.556
waveform_database_generator_version_1	0.866000	1.095	0.800000	0.003	0.063	1.032	1.098
website_phishing	0.922509	0.225	0.799704	0.002	0.018	0.207	0.227
wine-quality-red	0.575000	0.219	0.799875	0.002	0.010	0.208	0.221
wine-quality-white	0.615306	0.821	0.799918	0.003	0.038	0.783	0.824
yeast	0.609428	0.224	0.799865	0.002	0.016	0.208	0.226
