dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.436293	6.900	0.799845
Amazon_employee_access	0.942173	14.811	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.728593	5.648	0.799980
BNG(breast-w)	0.985395	21.160	0.799980
BNG(cmc)	0.570886	35.900	0.799986
BNG(tic-tac-toe)	0.783084	21.201	0.799980
Bank_Customer_Churn_Dataset	0.869500	6.400	0.800000
Basketball_c	0.705224	4.531	0.800000
Cardiovascular-Disease-dataset	0.729714	49.631	0.800000
Click_prediction_small	0.831539	6.441	0.799990
Credit_c	0.704632	42.108	0.801311
Customer_Personality_Analysis	0.897321	0.940	0.800000
Diabetic_Retinopathy_Debrecen	0.766234	0.728	0.799305
E-CommereShippingData	0.670000	2.571	0.799982
Employee	0.851772	1.152	0.799914
FICO-HELOC-cleaned	0.739747	3.104	0.799919
Firm-Teacher_Clave-Direction_Classification	0.703704	2.726	0.800000
Fitness_Club_c	0.805369	0.498	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.590625	0.627	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.665625	0.622	0.800000
Gender_Gap_in_Spanish_WP	0.592632	1.168	0.799831
GesturePhaseSegmentationProcessed	0.644051	3.300	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.851158	2.139	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.867347	0.709	0.800000
INNHotelsGroup	0.869883	16.043	0.800000
Indian_pines	0.927829	11.928	0.799978
JapaneseVowels	0.994481	2.485	0.799920
KDDCup09_upselling	0.786550	2.073	0.799922
MIC	0.903030	1.390	0.799879
MagicTelescope	0.878812	5.086	0.800000
Marketing_Campaign	0.897321	0.812	0.800000
Mobile_Price_Classification	0.970000	0.689	0.800000
National_Health_and_Nutrition_Health_Survey	0.837719	0.573	0.799824
PhishingWebsites	0.966531	3.530	0.800000
PieChart3	0.884259	0.634	0.799443
Pima_Indians_Diabetes_Database	0.759740	0.420	0.799479
PizzaCutter3	0.875598	0.652	0.799616
Pumpkin_Seeds	0.876000	0.662	0.800000
QSAR_biodegradation	0.886256	0.664	0.799810
SDSS17	0.973150	97.762	0.800000
Satellite	0.992157	1.773	0.800000
Telecom_Churn_Dataset	0.947526	0.945	0.799880
UJI_Pen_Characters	0.476190	2.940	0.799853
Water_Quality_and_Potability	0.641768	0.767	0.799756
Wilt	0.991710	0.876	0.799834
abalone	0.648325	0.939	0.799856
ada	0.853012	1.672	0.799855
ada_agnostic	0.840088	1.831	0.799868
ada_prior	0.834637	1.099	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.585000	0.526	0.800000
allbp	0.974834	1.222	0.799841
allrep	0.974834	1.188	0.799841
analcatdata_authorship	0.994083	0.746	0.799049
artificial-characters	0.690313	2.205	0.799961
autoUniv-au4-2500	0.516000	1.821	0.800000
autoUniv-au7-1100	0.372727	0.600	0.800000
bank	0.897822	23.421	0.799982
banknote_authentication	0.549091	0.373	0.799563
baseball	0.944030	0.565	0.800000
car-evaluation	0.855491	0.632	0.799769
churn	0.933000	1.363	0.800000
cmc	0.579661	0.553	0.799728
company_bankruptcy_prediction	0.969941	4.298	0.799971
contraceptive_method_choice	0.600000	0.649	0.799728
credit	0.774454	4.369	0.799988
default_of_credit_card_clients	0.824667	12.643	0.800000
delta_ailerons	0.948107	1.051	0.799972
dis	0.986755	1.176	0.799841
dna	0.929467	3.568	0.799749
drug_consumption	0.403183	0.617	0.799894
dry_bean_dataset	0.928021	3.696	0.799941
eeg-eye-state	0.953271	3.971	0.800000
electricity	0.826768	21.839	0.799987
estimation_of_obesity_levels	0.978723	0.771	0.799621
eye_movements	0.580896	3.448	0.799927
eye_movements_bin	0.586728	2.055	0.799947
first-order-theorem-proving	0.622549	2.617	0.799935
gas-drift	0.994608	11.552	0.800000
gina_agnostic	0.775216	23.124	0.799885
golf_play_dataset_extended	0.931507	0.482	0.800000
heloc	0.718500	2.821	0.800000
house_16H	0.883617	3.584	0.799970
htru	0.979330	4.543	0.799978
ibm-employee-performance	0.993197	0.770	0.800000
in_vehicle_coupon_recommendation	0.667221	3.328	0.800729
internet_firewall	0.805982	41.982	0.799991
jm1	0.819017	2.963	0.800000
jungle_chess_2pcs_raw_endgame_complete	0.842481	21.022	0.799996
kdd_ipums_la_97-small	0.867052	1.396	0.799923
kr-vs-k	0.591768	27.921	0.799971
kropt	0.597648	29.760	0.799971
led24	0.721875	0.998	0.800000
led7	0.739062	0.753	0.800000
letter	0.972750	20.060	0.800000
mammography	0.988824	1.788	0.799964
maternal_health_risk	0.802956	0.436	0.799803
mfeat-factors	0.970000	2.807	0.800000
mfeat-fourier	0.865000	1.269	0.800000
mfeat-karhunen	0.972500	1.268	0.800000
mfeat-morphological	0.752500	0.666	0.800000
mfeat-pixel	0.962500	3.100	0.800000
mfeat-zernike	0.812500	0.971	0.800000
mice_protein_expression	1.000000	0.930	0.800000
microaggregation2	0.618250	6.475	0.800000
mobile_c36_oversampling	0.974691	20.709	0.800000
mozilla4	0.927308	1.866	0.800000
naticusdroid+android+permissions+dataset	0.964718	20.507	0.799980
national-longitudinal-survey-binary	0.992872	1.264	0.799919
okcupid_stem	0.732946	9.329	0.799978
one-hundred-plants-margin	0.843750	4.831	0.800000
one-hundred-plants-shape	0.743750	4.537	0.800000
one-hundred-plants-texture	0.903125	4.949	0.799875
optdigits	0.991993	2.625	0.800000
ozone-level-8hr	0.952663	1.450	0.799921
page-blocks	0.975342	1.204	0.799927
pendigits	0.994998	2.791	0.799945
phoneme	0.882516	0.805	0.799963
pol	0.972236	3.006	0.799940
predict_students_dropout_and_academic_success	0.768362	1.499	0.799955
qsar	0.895735	0.673	0.800000
rice_cammeo_and_osmancik	0.930446	0.796	0.800000
ringnorm	0.976351	1.968	0.800000
satimage	0.918351	2.172	0.800000
segment	0.930736	0.713	0.800000
seismic+bumps	0.932302	0.767	0.799923
shuttle	0.999397	34.519	0.800000
spambase	0.942454	2.029	0.799826
splice	0.871473	1.641	0.800000
sports_articles_for_objectivity_analysis	0.850000	0.722	0.800000
statlog	0.730000	0.543	0.800000
steel_plates_faults	0.778920	0.753	0.799588
sylvine	0.941463	1.395	0.799961
taiwanese_bankruptcy_prediction	0.969208	4.371	0.799971
telco-customer-churn	0.797729	1.831	0.799943
texture	1.000000	6.231	0.800000
thyroid	0.988194	1.946	0.800000
thyroid-ann	0.984106	1.092	0.799841
thyroid-dis	0.696429	0.946	0.800000
turiye_student_evaluation	0.493127	1.884	0.800000
twonorm	0.978378	1.992	0.800000
vehicle	0.847059	0.511	0.799054
wall-robot-navigation	0.964286	1.554	0.799853
water_quality	0.901875	1.946	0.799900
waveform-5000	0.865000	1.836	0.800000
waveform_database_generator_version_1	0.866000	1.396	0.800000
website_phishing	0.911439	0.499	0.799704
wine-quality-red	0.581250	0.510	0.799875
wine-quality-white	0.603061	1.109	0.799918
yeast	0.622896	0.513	0.799865
