dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.413127	6.925	0.799845
Amazon_employee_access	0.942173	14.717	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.736605	5.706	0.799980
BNG(breast-w)	0.983744	21.555	0.799980
BNG(cmc)	0.567722	36.287	0.799986
BNG(tic-tac-toe)	0.739903	21.122	0.799980
Bank_Customer_Churn_Dataset	0.852000	6.586	0.800000
Basketball_c	0.697761	4.673	0.800000
Cardiovascular-Disease-dataset	0.729786	50.111	0.800000
Click_prediction_small	0.831414	6.439	0.799990
Credit_c	0.656824	42.383	0.801311
Customer_Personality_Analysis	0.890625	0.969	0.800000
Diabetic_Retinopathy_Debrecen	0.662338	0.755	0.799305
E-CommereShippingData	0.654091	2.652	0.799982
Employee	0.854995	1.178	0.799914
FICO-HELOC-cleaned	0.728608	3.117	0.799919
Firm-Teacher_Clave-Direction_Classification	0.514815	2.741	0.800000
Fitness_Club_c	0.758389	0.470	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.553125	0.627	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.521875	0.626	0.800000
Gender_Gap_in_Spanish_WP	0.591579	1.142	0.799831
GesturePhaseSegmentationProcessed	0.469873	3.303	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.843440	2.151	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.867347	0.749	0.800000
INNHotelsGroup	0.800414	16.401	0.800000
Indian_pines	0.838163	11.852	0.799978
JapaneseVowels	0.908680	2.516	0.799920
KDDCup09_upselling	0.713450	2.086	0.799922
MIC	0.872727	1.398	0.799879
MagicTelescope	0.851472	5.148	0.800000
Marketing_Campaign	0.890625	0.793	0.800000
Mobile_Price_Classification	0.452500	0.710	0.800000
National_Health_and_Nutrition_Health_Survey	0.837719	0.569	0.799824
PhishingWebsites	0.941203	3.510	0.800000
PieChart3	0.875000	0.624	0.799443
Pima_Indians_Diabetes_Database	0.753247	0.424	0.799479
PizzaCutter3	0.875598	0.655	0.799616
Pumpkin_Seeds	0.876000	0.681	0.800000
QSAR_biodegradation	0.876777	0.659	0.799810
SDSS17	0.916150	100.470	0.800000
Satellite	0.990196	1.756	0.800000
Telecom_Churn_Dataset	0.877061	0.958	0.799880
UJI_Pen_Characters	0.300366	2.906	0.799853
Water_Quality_and_Potability	0.609756	0.764	0.799756
Wilt	0.977202	0.816	0.799834
abalone	0.590909	0.920	0.799856
ada	0.833735	1.670	0.799855
ada_agnostic	0.818182	1.850	0.799868
ada_prior	0.815642	1.094	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.600000	0.534	0.800000
allbp	0.966887	1.231	0.799841
allrep	0.969536	1.206	0.799841
analcatdata_authorship	0.928994	0.739	0.799049
artificial-characters	0.613503	2.172	0.799961
autoUniv-au4-2500	0.472000	1.842	0.800000
autoUniv-au7-1100	0.327273	0.518	0.800000
bank	0.884994	24.194	0.799982
banknote_authentication	0.556364	0.373	0.799563
baseball	0.947761	0.548	0.800000
car-evaluation	0.699422	0.648	0.799769
