dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.409266	6.013	0.799845
Amazon_employee_access	0.942173	13.724	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.733600	4.917	0.799980
BNG(breast-w)	0.985014	20.755	0.799980
BNG(cmc)	0.567631	35.301	0.799986
BNG(tic-tac-toe)	0.779909	20.671	0.799980
Bank_Customer_Churn_Dataset	0.861000	6.007	0.800000
Basketball_c	0.701493	4.166	0.800000
Cardiovascular-Disease-dataset	0.726857	50.033	0.800000
Click_prediction_small	0.831539	6.432	0.799990
Credit_c	0.694541	42.394	0.801311
Customer_Personality_Analysis	0.888393	0.951	0.800000
Diabetic_Retinopathy_Debrecen	0.727273	0.698	0.799305
E-CommereShippingData	0.654091	2.633	0.799982
Employee	0.842105	1.173	0.799914
FICO-HELOC-cleaned	0.742785	3.097	0.799919
Firm-Teacher_Clave-Direction_Classification	0.641667	2.741	0.800000
Fitness_Club_c	0.802013	0.461	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.590625	0.611	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.671875	0.623	0.800000
Gender_Gap_in_Spanish_WP	0.592632	1.139	0.799831
GesturePhaseSegmentationProcessed	0.602532	3.319	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.848953	2.181	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.870748	0.705	0.800000
INNHotelsGroup	0.858856	16.195	0.800000
Indian_pines	0.875888	11.898	0.799978
JapaneseVowels	0.990968	2.512	0.799920
KDDCup09_upselling	0.766082	2.083	0.799922
MIC	0.912121	1.371	0.799879
MagicTelescope	0.872503	5.143	0.800000
Marketing_Campaign	0.886161	0.805	0.800000
Mobile_Price_Classification	0.832500	0.729	0.800000
National_Health_and_Nutrition_Health_Survey	0.837719	0.548	0.799824
PhishingWebsites	0.962008	3.485	0.800000
PieChart3	0.879630	0.623	0.799443
Pima_Indians_Diabetes_Database	0.766234	0.409	0.799479
PizzaCutter3	0.880383	0.630	0.799616
Pumpkin_Seeds	0.876000	0.663	0.800000
QSAR_biodegradation	0.881517	0.656	0.799810
SDSS17	0.969400	99.324	0.800000
Satellite	0.993137	1.764	0.800000
Telecom_Churn_Dataset	0.935532	0.954	0.799880
UJI_Pen_Characters	0.487179	3.045	0.799853
Water_Quality_and_Potability	0.625000	0.762	0.799756
Wilt	0.989637	0.776	0.799834
abalone	0.642344	0.910	0.799856
ada	0.848193	1.661	0.799855
ada_agnostic	0.822563	1.806	0.799868
ada_prior	0.843575	1.086	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.582500	0.521	0.800000
allbp	0.973510	1.219	0.799841
allrep	0.973510	1.198	0.799841
analcatdata_authorship	0.982249	0.736	0.799049
artificial-characters	0.688356	2.170	0.799961
autoUniv-au4-2500	0.504000	1.820	0.800000
autoUniv-au7-1100	0.336364	0.476	0.800000
bank	0.892845	23.818	0.799982
banknote_authentication	0.552727	0.363	0.799563
baseball	0.951493	0.567	0.800000
car-evaluation	0.728324	0.647	0.799769
churn	0.931000	1.358	0.800000
cmc	0.583051	0.520	0.799728
company_bankruptcy_prediction	0.972141	4.241	0.799971
contraceptive_method_choice	0.603390	0.711	0.799728
credit	0.776548	4.521	0.799988
default_of_credit_card_clients	0.824167	12.698	0.800000
delta_ailerons	0.947405	1.038	0.799972
dis	0.984106	1.194	0.799841
dna	0.918495	3.550	0.799749
drug_consumption	0.403183	0.569	0.799894
dry_bean_dataset	0.929490	3.681	0.799941
eeg-eye-state	0.948598	4.006	0.800000
electricity	0.807018	21.790	0.799987
estimation_of_obesity_levels	0.978723	0.878	0.799621
eye_movements	0.562157	3.400	0.799927
eye_movements_bin	0.582129	2.051	0.799947
first-order-theorem-proving	0.603758	2.603	0.799935
gas-drift	0.993530	11.505	0.800000
gina_agnostic	0.706052	23.078	0.799885
golf_play_dataset_extended	0.926941	0.505	0.800000
heloc	0.714500	2.813	0.800000
house_16H	0.881023	3.617	0.799970
htru	0.978492	4.598	0.799978
ibm-employee-performance	0.986395	0.774	0.800000
in_vehicle_coupon_recommendation	0.670544	3.347	0.800729
internet_firewall	0.685283	41.879	0.799991
jm1	0.814424	2.957	0.800000
jungle_chess_2pcs_raw_endgame_complete	0.789714	21.441	0.799996
kdd_ipums_la_97-small	0.847784	1.378	0.799923
kr-vs-k	0.563079	28.243	0.799971
kropt	0.568247	27.437	0.799971
led24	0.739062	1.026	0.800000
led7	0.743750	0.774	0.800000
letter	0.958500	18.777	0.800000
mammography	0.988377	1.794	0.799964
maternal_health_risk	0.753695	0.445	0.799803
mfeat-factors	0.972500	2.797	0.800000
mfeat-fourier	0.862500	1.262	0.800000
mfeat-karhunen	0.965000	1.260	0.800000
mfeat-morphological	0.765000	0.576	0.800000
mfeat-pixel	0.950000	3.105	0.800000
mfeat-zernike	0.825000	0.959	0.800000
mice_protein_expression	1.000000	0.923	0.800000
microaggregation2	0.612000	6.522	0.800000
mobile_c36_oversampling	0.953439	20.606	0.800000
mozilla4	0.916693	1.865	0.800000
naticusdroid+android+permissions+dataset	0.941026	20.614	0.799980
national-longitudinal-survey-binary	0.992872	1.255	0.799919
okcupid_stem	0.730697	9.343	0.799978
one-hundred-plants-margin	0.796875	4.552	0.800000
one-hundred-plants-shape	0.725000	4.625	0.800000
one-hundred-plants-texture	0.850000	4.787	0.799875
optdigits	0.986655	2.616	0.800000
ozone-level-8hr	0.950690	1.474	0.799921
page-blocks	0.973516	1.175	0.799927
pendigits	0.995907	2.806	0.799945
phoneme	0.871415	0.836	0.799963
pol	0.970749	2.980	0.799940
predict_students_dropout_and_academic_success	0.770621	1.501	0.799955
qsar	0.886256	0.650	0.800000
rice_cammeo_and_osmancik	0.927822	0.789	0.800000
ringnorm	0.979730	1.965	0.800000
satimage	0.916019	2.163	0.800000
segment	0.930736	0.741	0.800000
seismic+bumps	0.932302	0.750	0.799923
shuttle	0.999138	34.282	0.800000
spambase	0.937025	2.041	0.799826
splice	0.890282	1.599	0.800000
sports_articles_for_objectivity_analysis	0.845000	0.713	0.800000
statlog	0.735000	0.549	0.800000
steel_plates_faults	0.771208	0.745	0.799588
sylvine	0.932683	1.386	0.799961
taiwanese_bankruptcy_prediction	0.969941	4.474	0.799971
telco-customer-churn	0.793471	1.810	0.799943
texture	0.999091	6.472	0.800000
thyroid	0.989583	2.096	0.800000
thyroid-ann	0.988079	1.074	0.799841
thyroid-dis	0.694643	0.929	0.800000
turiye_student_evaluation	0.496564	1.850	0.800000
twonorm	0.980405	1.985	0.800000
vehicle	0.847059	0.501	0.799054
wall-robot-navigation	0.959707	1.540	0.799853
water_quality	0.901875	1.953	0.799900
