dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.440154	6.773	0.799845
Amazon_employee_access	0.942173	13.981	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.734101	4.971	0.799980
BNG(breast-w)	0.984887	20.795	0.799980
BNG(cmc)	0.570163	35.703	0.799986
BNG(tic-tac-toe)	0.779274	20.592	0.799980
Bank_Customer_Churn_Dataset	0.863500	6.072	0.800000
Basketball_c	0.697761	4.160	0.800000
Cardiovascular-Disease-dataset	0.725286	49.466	0.800000
Click_prediction_small	0.831665	6.451	0.799990
Credit_c	0.694376	42.015	0.801311
Customer_Personality_Analysis	0.888393	1.003	0.800000
Diabetic_Retinopathy_Debrecen	0.757576	0.717	0.799305
E-CommereShippingData	0.666364	2.654	0.799982
Employee	0.845328	1.149	0.799914
FICO-HELOC-cleaned	0.740759	3.114	0.799919
Firm-Teacher_Clave-Direction_Classification	0.633796	2.739	0.800000
Fitness_Club_c	0.785235	0.512	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.643750	0.640	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.653125	0.634	0.800000
Gender_Gap_in_Spanish_WP	0.597895	1.184	0.799831
GesturePhaseSegmentationProcessed	0.614684	3.336	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.849504	2.156	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.867347	0.747	0.800000
INNHotelsGroup	0.862302	16.009	0.800000
Indian_pines	0.896118	11.903	0.799978
JapaneseVowels	0.990968	2.493	0.799920
KDDCup09_upselling	0.753411	2.095	0.799922
MIC	0.903030	1.413	0.799879
MagicTelescope	0.871977	5.121	0.800000
Marketing_Campaign	0.890625	0.824	0.800000
Mobile_Price_Classification	0.812500	0.737	0.800000
National_Health_and_Nutrition_Health_Survey	0.839912	0.641	0.799824
PhishingWebsites	0.966983	3.514	0.800000
PieChart3	0.875000	0.633	0.799443
Pima_Indians_Diabetes_Database	0.740260	0.476	0.799479
PizzaCutter3	0.880383	0.638	0.799616
Pumpkin_Seeds	0.876000	0.697	0.800000
QSAR_biodegradation	0.886256	0.692	0.799810
SDSS17	0.970300	97.679	0.800000
Satellite	0.991176	1.862	0.800000
Telecom_Churn_Dataset	0.929535	0.949	0.799880
