dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.428571	2.564	0.799845	0.003	0.214	2.350	2.567
Amazon_employee_access	0.942173	10.273	0.799994	0.004	0.141	10.133	10.277
BLE_RSSI_dataset_for_Indoor_localization	0.730095	1.015	0.799980	0.002	0.034	0.981	1.018
BNG(breast-w)	0.985903	16.463	0.799980	0.004	0.238	16.225	16.468
BNG(cmc)	0.572061	30.925	0.799986	0.004	0.307	30.618	30.929
BNG(tic-tac-toe)	0.788291	16.601	0.799980	0.004	0.239	16.362	16.605
Bank_Customer_Churn_Dataset	0.871500	1.996	0.800000	0.003	0.076	1.920	1.998
Basketball_c	0.708955	0.242	0.800000	0.002	0.032	0.210	0.245
Cardiovascular-Disease-dataset	0.729286	50.370	0.800000	0.005	0.420	49.950	50.375
Click_prediction_small	0.832165	6.008	0.799990	0.003	0.075	5.933	6.011
Credit_c	0.706865	41.868	0.801311	0.006	0.791	41.077	41.874
Customer_Personality_Analysis	0.892857	0.496	0.800000	0.011	0.047	0.448	0.507
Diabetic_Retinopathy_Debrecen	0.744589	0.265	0.799305	0.002	0.031	0.235	0.267
E-CommereShippingData	0.670909	2.162	0.799982	0.003	0.066	2.097	2.165
Employee	0.850698	0.711	0.799914	0.002	0.026	0.684	0.713
FICO-HELOC-cleaned	0.741266	2.582	0.799919	0.003	0.134	2.448	2.585
Firm-Teacher_Clave-Direction_Classification	0.753704	2.405	0.800000	0.003	0.100	2.305	2.408
Fitness_Club_c	0.798658	0.189	0.799596	0.002	0.014	0.175	0.191
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.606250	0.336	0.800000	0.002	0.035	0.302	0.339
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.659375	0.338	0.800000	0.003	0.036	0.302	0.341
Gender_Gap_in_Spanish_WP	0.594737	0.840	0.799831	0.002	0.036	0.805	0.843
GesturePhaseSegmentationProcessed	0.654684	3.004	0.799959	0.003	0.175	2.830	3.007
HR_Analytics_Job_Change_of_Data_Scientists	0.858324	1.815	0.797432	0.003	0.059	1.756	1.818
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.880952	0.412	0.800000	0.002	0.051	0.360	0.414
INNHotelsGroup	0.868642	15.936	0.800000	0.004	0.309	15.627	15.940
Indian_pines	0.932750	11.476	0.799978	0.007	0.969	10.507	11.483
JapaneseVowels	0.995484	2.198	0.799920	0.003	0.084	2.114	2.201
KDDCup09_upselling	0.781676	1.812	0.799922	0.003	0.149	1.663	1.815
MIC	0.909091	1.076	0.799879	0.003	0.161	0.915	1.079
MagicTelescope	0.877497	4.756	0.800000	0.003	0.109	4.647	4.759
Marketing_Campaign	0.890625	0.509	0.800000	0.002	0.051	0.458	0.511
Mobile_Price_Classification	0.960000	0.413	0.800000	0.002	0.039	0.373	0.415
National_Health_and_Nutrition_Health_Survey	0.826754	0.291	0.799824	0.002	0.019	0.272	0.293
PhishingWebsites	0.967888	3.217	0.800000	0.003	0.157	3.060	3.220
PieChart3	0.875000	0.356	0.799443	0.002	0.057	0.300	0.359
Pima_Indians_Diabetes_Database	0.766234	0.140	0.799479	0.002	0.014	0.127	0.143
PizzaCutter3	0.880383	0.350	0.799617	0.002	0.054	0.296	0.352
Pumpkin_Seeds	0.874000	0.397	0.800000	0.002	0.026	0.371	0.399
QSAR_biodegradation	0.881517	0.376	0.799810	0.002	0.061	0.315	0.378
SDSS17	0.972300	97.854	0.800000	0.006	0.676	97.178	97.860
Satellite	0.993137	1.486	0.800000	0.003	0.111	1.375	1.490
Telecom_Churn_Dataset	0.949025	0.655	0.799880	0.004	0.041	0.614	0.658
UJI_Pen_Characters	0.483516	2.700	0.799853	0.003	0.119	2.582	2.703
Water_Quality_and_Potability	0.641768	0.495	0.799756	0.003	0.024	0.472	0.498
Wilt	0.991710	0.481	0.799834	0.002	0.020	0.461	0.484
abalone	0.637560	0.642	0.799856	0.002	0.028	0.614	0.645
ada	0.849398	1.379	0.799855	0.003	0.101	1.278	1.381
ada_agnostic	0.834611	1.540	0.799868	0.003	0.113	1.427	1.543
ada_prior	0.832402	0.823	0.799955	0.002	0.038	0.785	0.825
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.590000	0.255	0.800000	0.002	0.016	0.239	0.258
allbp	0.976159	0.915	0.799841	0.002	0.058	0.857	0.917
allrep	0.972185	0.920	0.799841	0.002	0.059	0.862	0.923
analcatdata_authorship	0.988166	0.460	0.799049	0.002	0.097	0.363	0.462
artificial-characters	0.698141	1.916	0.799961	0.003	0.049	1.867	1.919
autoUniv-au4-2500	0.498000	1.520	0.800000	0.003	0.189	1.331	1.524
autoUniv-au7-1100	0.372727	0.204	0.800000	0.002	0.020	0.184	0.206
bank	0.900476	23.438	0.799982	0.005	0.383	23.055	23.443
banknote_authentication	0.549091	0.097	0.799563	0.002	0.010	0.088	0.100
baseball	0.944030	0.269	0.800000	0.002	0.028	0.242	0.272
car-evaluation	0.838150	0.368	0.799769	0.003	0.036	0.332	0.370
churn	0.937000	1.077	0.800000	0.003	0.062	1.016	1.080
cmc	0.583051	0.232	0.799728	0.002	0.017	0.215	0.234
company_bankruptcy_prediction	0.970674	3.941	0.799971	0.004	0.318	3.623	3.945
contraceptive_method_choice	0.610169	0.237	0.799728	0.002	0.017	0.219	0.239
credit	0.776548	4.010	0.799988	0.003	0.100	3.909	4.012
default_of_credit_card_clients	0.823833	12.231	0.800000	0.004	0.381	11.850	12.235
