dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.428571	2.396	0.799845	0.004	0.208	2.188	2.400
Amazon_employee_access	0.942173	10.202	0.799994	0.003	0.143	10.059	10.205
BLE_RSSI_dataset_for_Indoor_localization	0.732599	1.014	0.799980	0.002	0.032	0.983	1.017
BNG(breast-w)	0.985649	16.421	0.799980	0.004	0.252	16.169	16.425
BNG(cmc)	0.570344	31.133	0.799986	0.004	0.302	30.831	31.138
BNG(tic-tac-toe)	0.777750	16.643	0.799980	0.004	0.238	16.405	16.647
Bank_Customer_Churn_Dataset	0.860500	2.003	0.800000	0.002	0.070	1.933	2.006
Basketball_c	0.694030	0.260	0.800000	0.002	0.046	0.214	0.262
Cardiovascular-Disease-dataset	0.730571	50.975	0.800000	0.005	0.460	50.516	50.980
Click_prediction_small	0.831539	6.033	0.799990	0.003	0.074	5.959	6.036
Credit_c	0.701902	42.378	0.801311	0.006	0.796	41.582	42.384
Customer_Personality_Analysis	0.890625	0.491	0.800000	0.002	0.046	0.445	0.493
Diabetic_Retinopathy_Debrecen	0.731602	0.262	0.799305	0.002	0.030	0.232	0.264
E-CommereShippingData	0.667727	2.135	0.799982	0.003	0.063	2.073	2.138
Employee	0.850698	0.704	0.799914	0.002	0.025	0.679	0.707
FICO-HELOC-cleaned	0.741266	2.567	0.799919	0.005	0.131	2.436	2.572
Firm-Teacher_Clave-Direction_Classification	0.693056	2.414	0.800000	0.002	0.098	2.316	2.417
Fitness_Club_c	0.791946	0.185	0.799596	0.002	0.013	0.172	0.188
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.643750	0.333	0.800000	0.003	0.034	0.299	0.336
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.640625	0.335	0.800000	0.003	0.036	0.299	0.338
Gender_Gap_in_Spanish_WP	0.591579	0.839	0.799831	0.002	0.036	0.803	0.842
GesturePhaseSegmentationProcessed	0.626835	2.982	0.799959	0.003	0.162	2.820	2.985
HR_Analytics_Job_Change_of_Data_Scientists	0.854465	1.819	0.797432	0.002	0.060	1.758	1.821
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.877551	0.406	0.800000	0.002	0.051	0.355	0.409
INNHotelsGroup	0.859407	15.912	0.800000	0.004	0.304	15.608	15.916
Indian_pines	0.908693	11.491	0.799978	0.008	1.075	10.416	11.498
JapaneseVowels	0.990968	2.184	0.799920	0.002	0.079	2.105	2.186
KDDCup09_upselling	0.773879	1.798	0.799922	0.003	0.139	1.659	1.801
MIC	0.912121	1.067	0.799879	0.002	0.157	0.910	1.070
MagicTelescope	0.874343	4.731	0.800000	0.003	0.111	4.620	4.734
Marketing_Campaign	0.897321	0.505	0.800000	0.003	0.048	0.457	0.507
Mobile_Price_Classification	0.970000	0.410	0.800000	0.003	0.037	0.373	0.413
National_Health_and_Nutrition_Health_Survey	0.828947	0.292	0.799824	0.002	0.018	0.274	0.294
PhishingWebsites	0.970149	3.198	0.800000	0.003	0.142	3.055	3.201
PieChart3	0.879630	0.353	0.799443	0.002	0.054	0.299	0.355
Pima_Indians_Diabetes_Database	0.759740	0.140	0.799479	0.002	0.013	0.126	0.142
PizzaCutter3	0.880383	0.347	0.799617	0.003	0.052	0.295	0.350
Pumpkin_Seeds	0.874000	0.398	0.800000	0.002	0.025	0.373	0.400
QSAR_biodegradation	0.881517	0.373	0.799810	0.002	0.059	0.313	0.375
SDSS17	0.971200	99.596	0.800000	0.005	0.672	98.924	99.601
Satellite	0.993137	1.478	0.800000	0.003	0.103	1.374	1.481
Telecom_Churn_Dataset	0.937031	0.655	0.799880	0.002	0.042	0.613	0.657
UJI_Pen_Characters	0.476190	2.741	0.799853	0.003	0.122	2.619	2.743
Water_Quality_and_Potability	0.640244	0.489	0.799756	0.002	0.022	0.467	0.491
