dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.440154	2.285	0.799845	0.003	0.203	2.082	2.287
Amazon_employee_access	0.942173	10.055	0.799994	0.004	0.139	9.916	10.059
BLE_RSSI_dataset_for_Indoor_localization	0.733100	1.012	0.799980	0.002	0.033	0.979	1.014
BNG(breast-w)	0.984760	16.948	0.799980	0.004	0.265	16.683	16.952
BNG(cmc)	0.571248	31.694	0.799986	0.005	0.317	31.377	31.699
BNG(tic-tac-toe)	0.776734	16.469	0.799980	0.004	0.251	16.217	16.473
Bank_Customer_Churn_Dataset	0.862000	1.997	0.800000	0.002	0.069	1.928	1.999
Basketball_c	0.690299	0.249	0.800000	0.004	0.033	0.216	0.253
Cardiovascular-Disease-dataset	0.730214	50.664	0.800000	0.005	0.395	50.268	50.669
Click_prediction_small	0.831790	5.958	0.799990	0.003	0.075	5.883	5.961
Credit_c	0.703309	42.689	0.801311	0.008	0.787	41.903	42.697
Customer_Personality_Analysis	0.890625	0.488	0.800000	0.002	0.045	0.443	0.490
Diabetic_Retinopathy_Debrecen	0.735931	0.260	0.799305	0.002	0.030	0.231	0.262
E-CommereShippingData	0.669545	2.111	0.799982	0.002	0.061	2.051	2.114
Employee	0.848550	0.703	0.799914	0.002	0.024	0.679	0.705
FICO-HELOC-cleaned	0.737722	2.549	0.799919	0.003	0.128	2.421	2.552
Firm-Teacher_Clave-Direction_Classification	0.751852	2.397	0.800000	0.003	0.098	2.298	2.399
Fitness_Club_c	0.795302	0.182	0.799596	0.002	0.013	0.169	0.184
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.600000	0.331	0.800000	0.002	0.033	0.298	0.333
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.609375	0.333	0.800000	0.002	0.035	0.298	0.335
Gender_Gap_in_Spanish_WP	0.595789	0.837	0.799831	0.002	0.035	0.802	0.839
GesturePhaseSegmentationProcessed	0.603544	2.983	0.799959	0.003	0.170	2.812	2.986
HR_Analytics_Job_Change_of_Data_Scientists	0.844542	1.810	0.797432	0.003	0.060	1.750	1.813
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.870748	0.404	0.800000	0.002	0.050	0.354	0.406
INNHotelsGroup	0.858718	15.732	0.800000	0.003	0.299	15.433	15.736
Indian_pines	0.902679	11.434	0.799978	0.008	0.985	10.449	11.442
JapaneseVowels	0.990467	2.176	0.799920	0.003	0.081	2.095	2.179
KDDCup09_upselling	0.773879	1.798	0.799922	0.003	0.140	1.658	1.801
MIC	0.903030	1.070	0.799879	0.003	0.157	0.912	1.072
MagicTelescope	0.873554	4.731	0.800000	0.003	0.111	4.619	4.734
Marketing_Campaign	0.895089	0.508	0.800000	0.003	0.051	0.457	0.511
Mobile_Price_Classification	0.957500	0.411	0.800000	0.002	0.038	0.373	0.413
National_Health_and_Nutrition_Health_Survey	0.833333	0.293	0.799824	0.002	0.019	0.274	0.295
PhishingWebsites	0.964270	3.221	0.800000	0.003	0.157	3.064	3.224
PieChart3	0.888889	0.353	0.799443	0.002	0.055	0.298	0.356
Pima_Indians_Diabetes_Database	0.753247	0.139	0.799479	0.002	0.013	0.126	0.141
PizzaCutter3	0.880383	0.348	0.799617	0.002	0.053	0.295	0.350
Pumpkin_Seeds	0.872000	0.398	0.800000	0.002	0.025	0.373	0.400
QSAR_biodegradation	0.881517	0.374	0.799810	0.002	0.060	0.314	0.376
SDSS17	0.970900	98.802	0.800000	0.005	0.674	98.127	98.807
Satellite	0.993137	1.486	0.800000	0.003	0.111	1.375	1.489
Telecom_Churn_Dataset	0.937031	0.654	0.799880	0.002	0.042	0.613	0.657
UJI_Pen_Characters	0.501832	2.744	0.799853	0.002	0.122	2.622	2.746
Water_Quality_and_Potability	0.640244	0.492	0.799756	0.002	0.024	0.469	0.494
Wilt	0.990674	0.480	0.799834	0.002	0.020	0.460	0.482
abalone	0.641148	0.646	0.799856	0.002	0.027	0.619	0.648
ada	0.856627	1.386	0.799855	0.003	0.107	1.278	1.389
ada_agnostic	0.832421	1.543	0.799868	0.004	0.108	1.434	1.546
ada_prior	0.836872	0.823	0.799955	0.002	0.040	0.783	0.825
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.585000	0.257	0.800000	0.003	0.017	0.240	0.260
allbp	0.974834	0.921	0.799841	0.002	0.061	0.859	0.923
allrep	0.970861	0.919	0.799841	0.003	0.060	0.860	0.922
analcatdata_authorship	0.982249	0.463	0.799049	0.003	0.097	0.366	0.466
artificial-characters	0.672701	1.897	0.799961	0.002	0.048	1.849	1.899
autoUniv-au4-2500	0.484000	1.530	0.800000	0.003	0.199	1.332	1.534
autoUniv-au7-1100	0.368182	0.200	0.800000	0.002	0.019	0.181	0.202
bank	0.893951	22.951	0.799982	0.005	0.385	22.566	22.956
banknote_authentication	0.545455	0.095	0.799563	0.002	0.009	0.086	0.097
baseball	0.947761	0.265	0.800000	0.002	0.027	0.237	0.267
car-evaluation	0.791908	0.364	0.799769	0.002	0.035	0.328	0.366
churn	0.938000	1.073	0.800000	0.002	0.061	1.012	1.075
cmc	0.569492	0.233	0.799728	0.002	0.018	0.215	0.235
company_bankruptcy_prediction	0.970674	3.982	0.799971	0.004	0.344	3.638	3.986
contraceptive_method_choice	0.606780	0.237	0.799728	0.003	0.017	0.219	0.240
credit	0.777146	3.937	0.799988	0.003	0.095	3.842	3.940
default_of_credit_card_clients	0.823000	12.294	0.800000	0.004	0.381	11.913	12.298
delta_ailerons	0.946003	0.764	0.799972	0.002	0.025	0.739	0.766
dis	0.984106	0.925	0.799841	0.003	0.062	0.863	0.928
dna	0.918495	3.278	0.799749	0.004	0.367	2.912	3.283
drug_consumption	0.403183	0.309	0.799894	0.002	0.023	0.286	0.311
dry_bean_dataset	0.926919	3.367	0.799941	0.003	0.130	3.237	3.370
eeg-eye-state	0.915220	3.709	0.800000	0.003	0.119	3.589	3.711
electricity	0.809886	21.406	0.799987	0.004	0.254	21.152	21.410
estimation_of_obesity_levels	0.976359	0.397	0.799621	0.002	0.031	0.366	0.399
eye_movements	0.574954	3.034	0.799927	0.003	0.164	2.870	3.037
eye_movements_bin	0.596583	1.768	0.799947	0.002	0.099	1.669	1.770
first-order-theorem-proving	0.616830	2.237	0.799935	0.003	0.176	2.061	2.240
gas-drift	0.994249	11.194	0.800000	0.007	0.997	10.196	11.200
gina_agnostic	0.789625	23.385	0.799885	0.011	2.391	20.993	23.396
golf_play_dataset_extended	0.917808	0.190	0.800000	0.002	0.016	0.174	0.192
heloc	0.717000	2.543	0.800000	0.003	0.115	2.429	2.546
house_16H	0.880652	3.287	0.799970	0.003	0.118	3.169	3.290
htru	0.979050	4.330	0.799978	0.002	0.080	4.250	4.333
ibm-employee-performance	0.989796	0.400	0.800000	0.003	0.050	0.350	0.403
in_vehicle_coupon_recommendation	0.667221	3.042	0.800729	0.003	0.131	2.911	3.045
internet_firewall	0.801633	43.086	0.799991	0.003	0.167	42.919	43.089
jm1	0.813964	2.674	0.800000	0.003	0.117	2.557	2.677
jungle_chess_2pcs_raw_endgame_complete	0.809683	20.777	0.799996	0.004	0.187	20.591	20.781
kdd_ipums_la_97-small	0.864162	1.112	0.799923	0.003	0.061	1.051	1.115
kr-vs-k	0.592480	29.541	0.799971	0.003	0.131	29.410	29.545
kropt	0.594262	29.061	0.799971	0.003	0.116	28.945	29.064
led24	0.692187	0.721	0.800000	0.003	0.057	0.664	0.723
led7	0.735938	0.452	0.800000	0.002	0.020	0.433	0.455
letter	0.956000	19.839	0.800000	0.003	0.182	19.657	19.843
mammography	0.989271	1.530	0.799964	0.003	0.044	1.486	1.533
maternal_health_risk	0.768473	0.166	0.799803	0.002	0.012	0.154	0.168
mfeat-factors	0.972500	2.516	0.800000	0.004	0.372	2.144	2.520
mfeat-fourier	0.877500	0.991	0.800000	0.003	0.135	0.856	0.995
mfeat-karhunen	0.965000	0.867	0.800000	0.003	0.112	0.755	0.869
mfeat-morphological	0.760000	0.267	0.800000	0.003	0.016	0.251	0.270
mfeat-pixel	0.955000	2.915	0.800000	0.004	0.517	2.398	2.919
mfeat-zernike	0.817500	0.696	0.800000	0.003	0.092	0.604	0.699
mice_protein_expression	1.000000	0.580	0.800000	0.002	0.107	0.473	0.583
microaggregation2	0.622750	6.275	0.800000	0.004	0.203	6.072	6.278
mobile_c36_oversampling	0.949285	20.244	0.800000	0.004	0.199	20.046	20.248
mozilla4	0.919910	1.589	0.800000	0.002	0.045	1.545	1.592
naticusdroid+android+permissions+dataset	0.961991	20.424	0.799980	0.008	0.921	19.503	20.432
national-longitudinal-survey-binary	0.990835	0.937	0.799918	0.002	0.048	0.889	0.939
okcupid_stem	0.732571	8.812	0.799977	0.004	0.179	8.634	8.816
one-hundred-plants-margin	0.828125	3.948	0.800000	0.002	0.112	3.836	3.951
one-hundred-plants-shape	0.740625	4.015	0.800000	0.002	0.111	3.904	4.018
one-hundred-plants-texture	0.881250	4.654	0.799875	0.003	0.110	4.544	4.657
optdigits	0.988434	2.341	0.800000	0.003	0.186	2.155	2.344
ozone-level-8hr	0.956607	1.167	0.799921	0.003	0.132	1.035	1.170
page-blocks	0.978995	0.905	0.799927	0.003	0.036	0.870	0.908
pendigits	0.995452	2.466	0.799945	0.003	0.105	2.361	2.469
phoneme	0.871415	0.525	0.799963	0.002	0.022	0.503	0.528
pol	0.975211	2.725	0.799940	0.003	0.108	2.617	2.728
predict_students_dropout_and_academic_success	0.776271	1.224	0.799955	0.002	0.085	1.139	1.227
qsar	0.895735	0.370	0.800000	0.002	0.060	0.311	0.373
rice_cammeo_and_osmancik	0.930446	0.525	0.800000	0.002	0.021	0.504	0.527
ringnorm	0.979054	1.678	0.800000	0.003	0.081	1.597	1.681
satimage	0.917574	1.900	0.800000	0.003	0.131	1.769	1.903
segment	0.935065	0.433	0.800000	0.003	0.035	0.397	0.435
seismic+bumps	0.934236	0.477	0.799923	0.002	0.034	0.443	0.479
shuttle	0.999569	34.560	0.800000	0.004	0.314	34.246	34.564
