dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.420849	2.447	0.799845	0.003	0.203	2.244	2.450
Amazon_employee_access	0.942173	10.188	0.799994	0.003	0.138	10.051	10.192
BLE_RSSI_dataset_for_Indoor_localization	0.733600	1.011	0.799980	0.002	0.032	0.980	1.014
BNG(breast-w)	0.985522	16.377	0.799980	0.004	0.244	16.133	16.381
BNG(cmc)	0.571248	31.764	0.799986	0.005	0.306	31.457	31.768
BNG(tic-tac-toe)	0.783338	16.512	0.799980	0.004	0.239	16.273	16.516
Bank_Customer_Churn_Dataset	0.867000	2.020	0.800000	0.003	0.084	1.936	2.023
Basketball_c	0.701493	0.245	0.800000	0.003	0.033	0.212	0.248
Cardiovascular-Disease-dataset	0.728429	50.367	0.800000	0.006	0.396	49.971	50.373
Click_prediction_small	0.831665	6.004	0.799990	0.002	0.075	5.929	6.006
Credit_c	0.700165	42.421	0.801311	0.006	0.846	41.575	42.427
Customer_Personality_Analysis	0.895089	0.488	0.800000	0.002	0.045	0.443	0.491
Diabetic_Retinopathy_Debrecen	0.766234	0.261	0.799305	0.006	0.029	0.232	0.267
E-CommereShippingData	0.665455	2.118	0.799982	0.003	0.061	2.057	2.120
Employee	0.847476	0.704	0.799914	0.002	0.024	0.680	0.706
FICO-HELOC-cleaned	0.740253	2.547	0.799919	0.003	0.123	2.424	2.550
Firm-Teacher_Clave-Direction_Classification	0.740741	2.403	0.800000	0.002	0.099	2.304	2.405
Fitness_Club_c	0.795302	0.184	0.799596	0.003	0.013	0.171	0.186
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.584375	0.334	0.800000	0.003	0.033	0.301	0.336
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.643750	0.334	0.800000	0.003	0.035	0.299	0.337
Gender_Gap_in_Spanish_WP	0.591579	0.903	0.799831	0.002	0.036	0.867	0.905
GesturePhaseSegmentationProcessed	0.610633	2.970	0.799959	0.003	0.163	2.807	2.973
HR_Analytics_Job_Change_of_Data_Scientists	0.853914	1.818	0.797432	0.003	0.059	1.759	1.821
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.867347	0.405	0.800000	0.002	0.051	0.354	0.407
INNHotelsGroup	0.857064	15.869	0.800000	0.004	0.301	15.568	15.874
Indian_pines	0.908147	11.411	0.799978	0.007	0.972	10.439	11.418
JapaneseVowels	0.990467	2.170	0.799920	0.003	0.078	2.092	2.173
KDDCup09_upselling	0.759259	1.797	0.799922	0.003	0.138	1.659	1.800
MIC	0.903030	1.068	0.799879	0.003	0.157	0.910	1.071
MagicTelescope	0.873291	4.713	0.800000	0.003	0.110	4.604	4.717
Marketing_Campaign	0.886161	0.510	0.800000	0.002	0.049	0.461	0.512
Mobile_Price_Classification	0.965000	0.414	0.800000	0.002	0.039	0.375	0.416
National_Health_and_Nutrition_Health_Survey	0.837719	0.294	0.799824	0.003	0.019	0.275	0.297
PhishingWebsites	0.961104	3.178	0.800000	0.003	0.142	3.036	3.182
PieChart3	0.875000	0.357	0.799443	0.002	0.056	0.301	0.360
Pima_Indians_Diabetes_Database	0.746753	0.144	0.799479	0.003	0.014	0.130	0.147
PizzaCutter3	0.880383	0.351	0.799617	0.002	0.054	0.297	0.353
Pumpkin_Seeds	0.874000	0.400	0.800000	0.002	0.026	0.374	0.402
QSAR_biodegradation	0.886256	0.378	0.799810	0.003	0.061	0.317	0.381
SDSS17	0.970700	97.521	0.800000	0.006	0.679	96.842	97.527
Satellite	0.992157	1.476	0.800000	0.003	0.102	1.373	1.479
Telecom_Churn_Dataset	0.937031	0.649	0.799880	0.002	0.041	0.609	0.652
UJI_Pen_Characters	0.487179	2.565	0.799853	0.002	0.121	2.444	2.567
Water_Quality_and_Potability	0.635671	0.490	0.799756	0.002	0.022	0.468	0.492
Wilt	0.989637	0.477	0.799834	0.002	0.018	0.458	0.479
abalone	0.635167	0.638	0.799856	0.002	0.026	0.612	0.639
ada	0.846988	1.387	0.799855	0.003	0.103	1.285	1.390
ada_agnostic	0.830230	1.529	0.799868	0.003	0.105	1.425	1.533
ada_prior	0.836872	0.816	0.799955	0.002	0.039	0.777	0.819
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.580000	0.262	0.800000	0.002	0.017	0.244	0.264
allbp	0.973510	0.921	0.799841	0.002	0.059	0.863	0.924
allrep	0.972185	0.911	0.799841	0.003	0.058	0.853	0.914
analcatdata_authorship	0.988166	0.455	0.799049	0.002	0.093	0.361	0.457
artificial-characters	0.692759	1.891	0.799961	0.003	0.045	1.846	1.894
autoUniv-au4-2500	0.480000	1.531	0.800000	0.003	0.192	1.339	1.535
autoUniv-au7-1100	0.363636	0.200	0.800000	0.002	0.019	0.181	0.202
bank	0.897379	22.826	0.799982	0.004	0.377	22.449	22.830
