dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.397683	2.447	0.799845	0.003	0.204	2.243	2.450
Amazon_employee_access	0.942173	10.034	0.799994	0.004	0.146	9.888	10.038
BLE_RSSI_dataset_for_Indoor_localization	0.730596	1.011	0.799980	0.002	0.034	0.977	1.013
BNG(breast-w)	0.985141	16.946	0.799980	0.004	0.268	16.678	16.950
BNG(cmc)	0.566998	31.209	0.799986	0.005	0.308	30.901	31.214
BNG(tic-tac-toe)	0.785116	16.793	0.799980	0.005	0.242	16.551	16.798
Bank_Customer_Churn_Dataset	0.863500	1.994	0.800000	0.003	0.070	1.925	1.997
Basketball_c	0.708955	0.248	0.800000	0.003	0.034	0.214	0.251
Cardiovascular-Disease-dataset	0.728571	50.504	0.800000	0.005	0.394	50.109	50.509
Click_prediction_small	0.831539	5.904	0.799990	0.003	0.075	5.829	5.907
Credit_c	0.698677	42.116	0.801311	0.006	0.786	41.330	42.122
Customer_Personality_Analysis	0.899554	0.493	0.800000	0.002	0.046	0.447	0.495
Diabetic_Retinopathy_Debrecen	0.770563	0.264	0.799305	0.002	0.030	0.235	0.267
E-CommereShippingData	0.670000	2.123	0.799982	0.002	0.062	2.061	2.125
Employee	0.854995	0.707	0.799914	0.002	0.025	0.682	0.709
FICO-HELOC-cleaned	0.736203	2.557	0.799919	0.003	0.128	2.429	2.561
Firm-Teacher_Clave-Direction_Classification	0.766204	2.391	0.800000	0.003	0.100	2.290	2.394
Fitness_Club_c	0.791946	0.188	0.799596	0.002	0.013	0.175	0.190
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.556250	0.337	0.800000	0.002	0.034	0.302	0.339
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.668750	0.338	0.800000	0.002	0.036	0.302	0.340
Gender_Gap_in_Spanish_WP	0.594737	0.846	0.799831	0.002	0.037	0.809	0.848
GesturePhaseSegmentationProcessed	0.609114	2.985	0.799959	0.003	0.174	2.811	2.988
HR_Analytics_Job_Change_of_Data_Scientists	0.853363	1.806	0.797432	0.003	0.060	1.746	1.809
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.867347	0.408	0.800000	0.002	0.052	0.356	0.411
INNHotelsGroup	0.857891	15.655	0.800000	0.005	0.302	15.353	15.660
Indian_pines	0.918535	11.399	0.799978	0.007	0.972	10.426	11.406
JapaneseVowels	0.989463	2.179	0.799920	0.003	0.083	2.096	2.182
KDDCup09_upselling	0.769006	1.802	0.799922	0.003	0.142	1.660	1.805
MIC	0.896970	1.071	0.799879	0.003	0.158	0.913	1.074
MagicTelescope	0.874343	4.800	0.800000	0.003	0.110	4.690	4.803
Marketing_Campaign	0.890625	0.510	0.800000	0.002	0.050	0.459	0.512
Mobile_Price_Classification	0.957500	0.415	0.800000	0.002	0.039	0.375	0.417
National_Health_and_Nutrition_Health_Survey	0.837719	0.295	0.799824	0.003	0.019	0.276	0.298
PhishingWebsites	0.971054	3.187	0.800000	0.003	0.148	3.040	3.191
PieChart3	0.879630	0.357	0.799443	0.002	0.057	0.301	0.360
Pima_Indians_Diabetes_Database	0.753247	0.145	0.799479	0.002	0.014	0.132	0.147
PizzaCutter3	0.880383	0.352	0.799617	0.004	0.055	0.297	0.356
Pumpkin_Seeds	0.872000	0.402	0.800000	0.002	0.026	0.376	0.405
QSAR_biodegradation	0.876777	0.378	0.799810	0.002	0.062	0.316	0.380
SDSS17	0.971450	100.173	0.800000	0.007	0.717	99.455	100.180
Satellite	0.993137	1.481	0.800000	0.003	0.105	1.376	1.484
Telecom_Churn_Dataset	0.943028	0.654	0.799880	0.002	0.041	0.613	0.656
UJI_Pen_Characters	0.472527	2.473	0.799853	0.002	0.122	2.351	2.475
Water_Quality_and_Potability	0.641768	0.496	0.799756	0.003	0.023	0.473	0.498
Wilt	0.991710	0.481	0.799834	0.002	0.019	0.461	0.483
abalone	0.638756	0.639	0.799856	0.002	0.027	0.612	0.641
ada	0.846988	1.382	0.799855	0.003	0.102	1.280	1.385
ada_agnostic	0.834611	1.531	0.799868	0.003	0.108	1.423	1.533
ada_prior	0.833520	0.823	0.799955	0.002	0.038	0.785	0.826
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.580000	0.260	0.800000	0.002	0.017	0.243	0.263
allbp	0.973510	0.917	0.799841	0.003	0.059	0.859	0.920
allrep	0.970861	0.916	0.799841	0.003	0.058	0.858	0.919
analcatdata_authorship	0.988166	0.456	0.799049	0.002	0.096	0.360	0.458
artificial-characters	0.681507	1.900	0.799961	0.003	0.047	1.854	1.903
autoUniv-au4-2500	0.466000	1.525	0.800000	0.003	0.191	1.334	1.528
autoUniv-au7-1100	0.354545	0.203	0.800000	0.002	0.020	0.183	0.205
bank	0.895389	22.908	0.799982	0.004	0.380	22.528	22.912
banknote_authentication	0.552727	0.097	0.799563	0.002	0.010	0.087	0.099
baseball	0.944030	0.270	0.800000	0.002	0.028	0.242	0.272
car-evaluation	0.789017	0.370	0.799769	0.002	0.036	0.334	0.372
churn	0.937000	1.083	0.800000	0.002	0.062	1.021	1.086
cmc	0.596610	0.236	0.799728	0.002	0.018	0.218	0.238
company_bankruptcy_prediction	0.969941	3.953	0.799971	0.004	0.320	3.633	3.957
contraceptive_method_choice	0.610169	0.232	0.799728	0.002	0.017	0.215	0.235
credit	0.778343	3.974	0.799988	0.003	0.093	3.880	3.977
default_of_credit_card_clients	0.826000	12.201	0.800000	0.004	0.387	11.814	12.205
delta_ailerons	0.947405	0.765	0.799972	0.003	0.026	0.740	0.768
dis	0.984106	0.922	0.799841	0.002	0.059	0.862	0.924
dna	0.935737	3.274	0.799749	0.005	0.360	2.914	3.279
drug_consumption	0.403183	0.308	0.799894	0.002	0.023	0.285	0.310
dry_bean_dataset	0.928021	3.333	0.799941	0.002	0.123	3.210	3.335
eeg-eye-state	0.954272	3.672	0.800000	0.003	0.119	3.553	3.675
electricity	0.812534	21.577	0.799987	0.004	0.254	21.323	21.581
estimation_of_obesity_levels	0.969267	0.396	0.799621	0.002	0.030	0.365	0.398
eye_movements	0.574497	3.018	0.799927	0.004	0.163	2.855	3.021
eye_movements_bin	0.588042	1.753	0.799947	0.003	0.092	1.661	1.756
first-order-theorem-proving	0.597222	2.222	0.799935	0.004	0.166	2.056	2.226
gas-drift	0.994968	11.186	0.800000	0.007	0.996	10.190	11.193
gina_agnostic	0.791066	23.235	0.799885	0.011	2.284	20.951	23.246
golf_play_dataset_extended	0.926941	0.197	0.800000	0.002	0.016	0.180	0.199
heloc	0.718000	2.546	0.800000	0.003	0.116	2.430	2.549
house_16H	0.878058	3.278	0.799970	0.003	0.123	3.155	3.281
htru	0.979050	4.292	0.799978	0.003	0.079	4.212	4.294
ibm-employee-performance	1.000000	0.407	0.800000	0.002	0.052	0.355	0.410
in_vehicle_coupon_recommendation	0.670544	3.030	0.800729	0.003	0.133	2.897	3.033
internet_firewall	0.801709	42.681	0.799991	0.004	0.170	42.511	42.685
jm1	0.813045	2.671	0.800000	0.003	0.117	2.554	2.674
