dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.397683	5.458	0.799845
Amazon_employee_access	0.942173	12.895	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.727091	3.709	0.799980
BNG(breast-w)	0.985395	18.727	0.799980
BNG(cmc)	0.570796	34.164	0.799986
BNG(tic-tac-toe)	0.785751	18.807	0.799980
Bank_Customer_Churn_Dataset	0.862000	4.767	0.800000
Basketball_c	0.697761	2.437	0.800000
Cardiovascular-Disease-dataset	0.728214	49.668	0.800000
Click_prediction_small	0.831539	6.436	0.799990
Credit_c	0.694376	42.064	0.801311
Customer_Personality_Analysis	0.888393	0.969	0.800000
Diabetic_Retinopathy_Debrecen	0.757576	0.707	0.799305
E-CommereShippingData	0.665000	2.635	0.799982
Employee	0.842105	1.166	0.799914
FICO-HELOC-cleaned	0.740759	3.168	0.799919
Firm-Teacher_Clave-Direction_Classification	0.621296	2.705	0.800000
Fitness_Club_c	0.798658	0.497	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.562500	0.649	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.590625	0.644	0.800000
Gender_Gap_in_Spanish_WP	0.595789	1.113	0.799831
GesturePhaseSegmentationProcessed	0.585823	3.299	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.848953	2.152	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.870748	0.720	0.800000
INNHotelsGroup	0.854032	16.074	0.800000
Indian_pines	0.884090	11.932	0.799978
JapaneseVowels	0.991470	2.470	0.799920
KDDCup09_upselling	0.750487	2.115	0.799922
MIC	0.896970	1.389	0.799879
MagicTelescope	0.876446	5.100	0.800000
Marketing_Campaign	0.890625	0.768	0.800000
Mobile_Price_Classification	0.652500	0.724	0.800000
National_Health_and_Nutrition_Health_Survey	0.844298	0.569	0.799824
PhishingWebsites	0.967888	3.511	0.800000
PieChart3	0.875000	0.632	0.799443
Pima_Indians_Diabetes_Database	0.753247	0.438	0.799479
PizzaCutter3	0.875598	0.775	0.799616
Pumpkin_Seeds	0.878000	0.683	0.800000
QSAR_biodegradation	0.872038	0.634	0.799810
SDSS17	0.966050	98.194	0.800000
Satellite	0.992157	1.758	0.800000
Telecom_Churn_Dataset	0.929535	0.941	0.799880
UJI_Pen_Characters	0.457875	3.065	0.799853
Water_Quality_and_Potability	0.632622	0.755	0.799756
Wilt	0.990674	0.766	0.799834
abalone	0.638756	1.020	0.799856
ada	0.843373	1.652	0.799855
ada_agnostic	0.831325	1.828	0.799868
ada_prior	0.836872	1.118	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.590000	0.525	0.800000
allbp	0.974834	1.326	0.799841
allrep	0.972185	1.208	0.799841
analcatdata_authorship	0.988166	0.719	0.799049
artificial-characters	0.673679	2.204	0.799961
autoUniv-au4-2500	0.502000	1.804	0.800000
autoUniv-au7-1100	0.340909	0.479	0.800000
bank	0.893066	23.505	0.799982
banknote_authentication	0.549091	0.369	0.799563
baseball	0.951493	0.539	0.800000
car-evaluation	0.699422	0.645	0.799769
churn	0.938000	1.347	0.800000
cmc	0.569492	0.502	0.799728
company_bankruptcy_prediction	0.969941	4.260	0.799971
contraceptive_method_choice	0.596610	0.806	0.799728
credit	0.774454	4.359	0.799988
default_of_credit_card_clients	0.825167	12.649	0.800000
delta_ailerons	0.946704	1.022	0.799972
dis	0.984106	1.208	0.799841
dna	0.909091	3.538	0.799749
drug_consumption	0.403183	0.578	0.799894
dry_bean_dataset	0.926919	3.696	0.799941
eeg-eye-state	0.936916	3.950	0.800000
electricity	0.808783	21.892	0.799987
estimation_of_obesity_levels	0.973995	0.746	0.799621
eye_movements	0.552102	3.408	0.799927
eye_movements_bin	0.595269	2.039	0.799947
first-order-theorem-proving	0.605392	2.599	0.799935
gas-drift	0.994249	11.550	0.800000
gina_agnostic	0.716138	23.133	0.799885
golf_play_dataset_extended	0.936073	0.462	0.800000
heloc	0.719000	2.970	0.800000
house_16H	0.878799	3.695	0.799970
htru	0.979609	4.521	0.799978
ibm-employee-performance	0.989796	0.766	0.800000
in_vehicle_coupon_recommendation	0.668882	3.353	0.800729
internet_firewall	0.805600	41.990	0.799991
jm1	0.815802	2.959	0.800000
jungle_chess_2pcs_raw_endgame_complete	0.802990	21.014	0.799996
kdd_ipums_la_97-small	0.845857	1.398	0.799923
kr-vs-k	0.573949	28.030	0.799971
kropt	0.576978	28.919	0.799971
led24	0.723437	1.017	0.800000
led7	0.739062	0.727	0.800000
letter	0.947250	19.344	0.800000
mammography	0.987483	1.787	0.799964
maternal_health_risk	0.748768	0.442	0.799803
mfeat-factors	0.967500	2.820	0.800000
mfeat-fourier	0.862500	1.272	0.800000
mfeat-karhunen	0.957500	1.243	0.800000
mfeat-morphological	0.760000	0.555	0.800000
mfeat-pixel	0.930000	3.116	0.800000
mfeat-zernike	0.815000	0.981	0.800000
mice_protein_expression	0.995370	0.980	0.800000
microaggregation2	0.603750	6.490	0.800000
mobile_c36_oversampling	0.958172	20.691	0.800000
mozilla4	0.918945	1.862	0.800000
naticusdroid+android+permissions+dataset	0.945458	20.464	0.799980
national-longitudinal-survey-binary	0.991853	1.240	0.799919
okcupid_stem	0.731447	9.318	0.799978
one-hundred-plants-margin	0.781250	4.731	0.800000
one-hundred-plants-shape	0.715625	4.561	0.800000
one-hundred-plants-texture	0.853125	4.564	0.799875
optdigits	0.989324	2.643	0.800000
ozone-level-8hr	0.948718	1.439	0.799921
page-blocks	0.973516	1.186	0.799927
pendigits	0.995452	2.878	0.799945
phoneme	0.865865	0.819	0.799963
pol	0.971740	3.000	0.799940
predict_students_dropout_and_academic_success	0.760452	1.498	0.799955
qsar	0.905213	0.648	0.800000
rice_cammeo_and_osmancik	0.925197	0.806	0.800000
ringnorm	0.979730	1.955	0.800000
satimage	0.915241	2.172	0.800000
segment	0.926407	0.739	0.800000
seismic+bumps	0.932302	0.789	0.799923
shuttle	0.999569	34.765	0.800000
spambase	0.940282	2.043	0.799826
splice	0.896552	1.610	0.800000
sports_articles_for_objectivity_analysis	0.835000	0.726	0.800000
statlog	0.730000	0.503	0.800000
steel_plates_faults	0.789203	0.889	0.799588
sylvine	0.938537	1.387	0.799961
taiwanese_bankruptcy_prediction	0.969941	4.532	0.799971
telco-customer-churn	0.797729	1.836	0.799943
texture	1.000000	6.328	0.800000
thyroid	0.988194	1.955	0.800000
thyroid-ann	0.984106	1.092	0.799841
thyroid-dis	0.694643	0.958	0.800000
turiye_student_evaluation	0.500859	1.901	0.800000
twonorm	0.981081	1.989	0.800000
vehicle	0.841176	0.523	0.799054
wall-robot-navigation	0.955128	1.558	0.799853
water_quality	0.905625	1.955	0.799900
waveform-5000	0.853000	1.842	0.800000
waveform_database_generator_version_1	0.858000	1.379	0.800000
website_phishing	0.900369	0.521	0.799704
wine-quality-red	0.578125	0.503	0.799875
wine-quality-white	0.598980	1.110	0.799918
yeast	0.609428	0.507	0.799865
