dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.405405	2.489	0.799845	0.003	0.205	2.284	2.492
Amazon_employee_access	0.942173	10.261	0.799994	0.004	0.139	10.122	10.265
BLE_RSSI_dataset_for_Indoor_localization	0.732098	1.035	0.799980	0.002	0.047	0.988	1.037
BNG(breast-w)	0.986411	16.725	0.799980	0.004	0.236	16.489	16.730
BNG(cmc)	0.571519	31.363	0.799986	0.005	0.312	31.051	31.368
BNG(tic-tac-toe)	0.789434	16.817	0.799980	0.005	0.238	16.578	16.821
Bank_Customer_Churn_Dataset	0.867000	1.990	0.800000	0.003	0.077	1.913	1.992
Basketball_c	0.697761	0.253	0.800000	0.003	0.044	0.209	0.255
Cardiovascular-Disease-dataset	0.731286	49.266	0.800000	0.005	0.392	48.873	49.271
Click_prediction_small	0.831790	6.075	0.799990	0.003	0.081	5.995	6.078
Credit_c	0.700579	41.362	0.801311	0.006	0.795	40.566	41.368
Customer_Personality_Analysis	0.897321	0.493	0.800000	0.003	0.046	0.447	0.496
Diabetic_Retinopathy_Debrecen	0.740260	0.265	0.799305	0.002	0.030	0.235	0.267
E-CommereShippingData	0.670909	2.117	0.799982	0.003	0.061	2.056	2.120
Employee	0.848550	0.708	0.799914	0.003	0.025	0.683	0.711
FICO-HELOC-cleaned	0.736709	2.554	0.799919	0.004	0.126	2.427	2.557
Firm-Teacher_Clave-Direction_Classification	0.759722	2.432	0.800000	0.004	0.104	2.328	2.436
Fitness_Club_c	0.791946	0.187	0.799596	0.003	0.013	0.174	0.190
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.596875	0.336	0.800000	0.002	0.034	0.302	0.338
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.681250	0.338	0.800000	0.003	0.035	0.302	0.341
Gender_Gap_in_Spanish_WP	0.592632	0.842	0.799831	0.005	0.036	0.806	0.847
GesturePhaseSegmentationProcessed	0.648101	3.002	0.799959	0.003	0.175	2.827	3.005
HR_Analytics_Job_Change_of_Data_Scientists	0.853363	1.823	0.797432	0.003	0.059	1.764	1.826
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.874150	0.410	0.800000	0.002	0.051	0.358	0.412
INNHotelsGroup	0.865748	15.696	0.800000	0.005	0.301	15.395	15.700
Indian_pines	0.941498	11.382	0.799978	0.008	0.962	10.420	11.390
JapaneseVowels	0.993477	2.198	0.799920	0.003	0.085	2.113	2.201
KDDCup09_upselling	0.776803	1.813	0.799922	0.004	0.148	1.665	1.817
MIC	0.893939	1.077	0.799879	0.003	0.164	0.912	1.080
MagicTelescope	0.874606	4.800	0.800000	0.003	0.108	4.691	4.803
Marketing_Campaign	0.890625	0.510	0.800000	0.003	0.049	0.461	0.513
Mobile_Price_Classification	0.970000	0.416	0.800000	0.002	0.039	0.377	0.418
National_Health_and_Nutrition_Health_Survey	0.831140	0.295	0.799824	0.002	0.019	0.276	0.298
PhishingWebsites	0.964270	3.201	0.800000	0.004	0.152	3.049	3.205
PieChart3	0.875000	0.357	0.799443	0.002	0.057	0.301	0.359
Pima_Indians_Diabetes_Database	0.740260	0.143	0.799479	0.003	0.014	0.129	0.145
PizzaCutter3	0.885167	0.351	0.799617	0.003	0.054	0.297	0.354
Pumpkin_Seeds	0.874000	0.402	0.800000	0.002	0.027	0.376	0.404
QSAR_biodegradation	0.881517	0.377	0.799810	0.003	0.062	0.316	0.380
SDSS17	0.971500	100.068	0.800000	0.006	0.725	99.343	100.074
Satellite	0.993137	1.484	0.800000	0.003	0.107	1.377	1.487
Telecom_Churn_Dataset	0.949025	0.652	0.799880	0.002	0.041	0.611	0.654
UJI_Pen_Characters	0.465201	2.706	0.799853	0.002	0.119	2.587	2.708
Water_Quality_and_Potability	0.638720	0.496	0.799756	0.003	0.023	0.473	0.499
Wilt	0.992746	0.483	0.799834	0.003	0.019	0.464	0.486
abalone	0.643541	0.644	0.799856	0.003	0.027	0.617	0.647
ada	0.848193	1.400	0.799855	0.004	0.118	1.283	1.404
ada_agnostic	0.832421	1.532	0.799868	0.003	0.106	1.426	1.536
ada_prior	0.839106	0.827	0.799955	0.003	0.039	0.788	0.830
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.585000	0.257	0.800000	0.002	0.016	0.240	0.259
allbp	0.976159	0.914	0.799841	0.003	0.059	0.855	0.917
allrep	0.974834	0.920	0.799841	0.004	0.058	0.862	0.924
analcatdata_authorship	0.982249	0.460	0.799049	0.003	0.095	0.365	0.463
artificial-characters	0.698630	1.897	0.799961	0.003	0.047	1.851	1.900
autoUniv-au4-2500	0.516000	1.527	0.800000	0.003	0.191	1.336	1.530
autoUniv-au7-1100	0.363636	0.206	0.800000	0.002	0.020	0.187	0.209
bank	0.896826	23.317	0.799982	0.005	0.381	22.935	23.321
banknote_authentication	0.541818	0.098	0.799563	0.003	0.010	0.088	0.101
baseball	0.947761	0.269	0.800000	0.002	0.028	0.241	0.271
car-evaluation	0.861272	0.368	0.799769	0.008	0.036	0.332	0.376
churn	0.940000	1.078	0.800000	0.003	0.061	1.017	1.081
cmc	0.576271	0.236	0.799728	0.002	0.018	0.218	0.239
company_bankruptcy_prediction	0.968475	3.954	0.799971	0.004	0.317	3.638	3.959
contraceptive_method_choice	0.616949	0.233	0.799728	0.002	0.017	0.216	0.235
credit	0.773557	3.972	0.799988	0.003	0.095	3.877	3.976
default_of_credit_card_clients	0.825333	12.233	0.800000	0.004	0.382	11.851	12.238
delta_ailerons	0.946704	0.764	0.799972	0.003	0.025	0.738	0.766
dis	0.985430	0.925	0.799841	0.003	0.059	0.865	0.928
dna	0.921630	3.272	0.799749	0.004	0.360	2.912	3.276
drug_consumption	0.403183	0.308	0.799894	0.002	0.023	0.285	0.310
dry_bean_dataset	0.926184	3.325	0.799941	0.003	0.122	3.203	3.328
eeg-eye-state	0.958611	3.695	0.800000	0.004	0.120	3.576	3.699
electricity	0.824120	21.608	0.799987	0.004	0.256	21.353	21.613
estimation_of_obesity_levels	0.976359	0.395	0.799621	0.002	0.030	0.365	0.397
eye_movements	0.578154	3.014	0.799927	0.003	0.162	2.851	3.017
eye_movements_bin	0.591327	1.756	0.799947	0.003	0.091	1.665	1.760
first-order-theorem-proving	0.611928	2.221	0.799935	0.003	0.163	2.059	2.225
gas-drift	0.994968	11.181	0.800000	0.007	1.011	10.171	11.188
gina_agnostic	0.812680	23.313	0.799885	0.011	2.282	21.031	23.325
golf_play_dataset_extended	0.917808	0.199	0.800000	0.002	0.016	0.183	0.201
heloc	0.719500	2.541	0.800000	0.003	0.114	2.427	2.545
house_16H	0.882876	3.279	0.799970	0.003	0.120	3.159	3.283
htru	0.979330	4.227	0.799978	0.003	0.080	4.147	4.230
ibm-employee-performance	1.000000	0.406	0.800000	0.003	0.053	0.353	0.408
in_vehicle_coupon_recommendation	0.679269	3.032	0.800729	0.003	0.133	2.899	3.036
internet_firewall	0.811093	42.070	0.799991	0.004	0.169	41.901	42.074
jm1	0.814883	2.677	0.800000	0.003	0.118	2.559	2.680
jungle_chess_2pcs_raw_endgame_complete	0.854306	20.898	0.799996	0.004	0.185	20.713	20.902
kdd_ipums_la_97-small	0.864162	1.108	0.799923	0.003	0.062	1.046	1.111
kr-vs-k	0.623129	28.907	0.799971	0.003	0.129	28.777	28.910
kropt	0.626693	26.168	0.799971	0.004	0.117	26.051	26.172
led24	0.739062	0.718	0.800000	0.003	0.056	0.662	0.721
led7	0.745313	0.447	0.800000	0.003	0.019	0.428	0.450
letter	0.969000	18.186	0.800000	0.004	0.176	18.010	18.190
mammography	0.989718	1.541	0.799964	0.003	0.044	1.497	1.543
maternal_health_risk	0.793103	0.169	0.799803	0.002	0.012	0.157	0.172
mfeat-factors	0.975000	2.513	0.800000	0.004	0.364	2.149	2.517
mfeat-fourier	0.880000	0.992	0.800000	0.004	0.134	0.858	0.996
mfeat-karhunen	0.970000	0.868	0.800000	0.003	0.111	0.757	0.871
mfeat-morphological	0.762500	0.272	0.800000	0.003	0.016	0.256	0.274
mfeat-pixel	0.965000	2.815	0.800000	0.004	0.412	2.402	2.819
mfeat-zernike	0.810000	0.697	0.800000	0.003	0.089	0.608	0.700
mice_protein_expression	1.000000	0.581	0.800000	0.003	0.105	0.476	0.584
microaggregation2	0.623500	6.232	0.800000	0.004	0.184	6.049	6.236
mobile_c36_oversampling	0.969861	20.491	0.800000	0.004	0.198	20.293	20.495
mozilla4	0.922483	1.606	0.800000	0.003	0.046	1.560	1.609
naticusdroid+android+permissions+dataset	0.967275	20.252	0.799980	0.009	0.816	19.437	20.261
national-longitudinal-survey-binary	0.996945	0.935	0.799918	0.003	0.049	0.886	0.938
okcupid_stem	0.733883	9.033	0.799977	0.004	0.179	8.854	9.037
one-hundred-plants-margin	0.831250	4.185	0.800000	0.003	0.185	4.000	4.188
one-hundred-plants-shape	0.746875	4.130	0.800000	0.003	0.115	4.015	4.132
one-hundred-plants-texture	0.896875	4.049	0.799875	0.003	0.112	3.937	4.052
optdigits	0.989324	2.343	0.800000	0.003	0.186	2.157	2.346
ozone-level-8hr	0.952663	1.169	0.799921	0.003	0.135	1.034	1.172
page-blocks	0.975342	0.917	0.799927	0.003	0.035	0.882	0.920
pendigits	0.995452	2.463	0.799945	0.003	0.106	2.357	2.467
phoneme	0.877891	0.526	0.799963	0.003	0.022	0.504	0.529
pol	0.976698	2.713	0.799940	0.003	0.111	2.602	2.716
predict_students_dropout_and_academic_success	0.777401	1.221	0.799955	0.003	0.084	1.137	1.223
