dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.416988	2.497	0.799845	0.003	0.229	2.268	2.500
Amazon_employee_access	0.942173	10.252	0.799994	0.004	0.138	10.113	10.256
BLE_RSSI_dataset_for_Indoor_localization	0.733100	1.011	0.799980	0.002	0.031	0.980	1.014
BNG(breast-w)	0.986411	16.456	0.799980	0.004	0.239	16.217	16.460
BNG(cmc)	0.576944	31.260	0.799986	0.005	0.308	30.952	31.265
BNG(tic-tac-toe)	0.795276	16.676	0.799980	0.004	0.243	16.433	16.680
Bank_Customer_Churn_Dataset	0.869000	1.991	0.800000	0.003	0.083	1.908	1.994
Basketball_c	0.705224	0.239	0.800000	0.003	0.030	0.208	0.242
Cardiovascular-Disease-dataset	0.731071	50.534	0.800000	0.005	0.391	50.143	50.539
Click_prediction_small	0.831665	6.014	0.799990	0.003	0.074	5.940	6.017
Credit_c	0.706369	41.289	0.801311	0.006	0.804	40.485	41.295
Customer_Personality_Analysis	0.892857	0.497	0.800000	0.002	0.047	0.449	0.499
Diabetic_Retinopathy_Debrecen	0.761905	0.266	0.799305	0.002	0.031	0.235	0.268
E-CommereShippingData	0.673636	2.159	0.799982	0.003	0.066	2.093	2.162
Employee	0.858217	0.711	0.799914	0.002	0.026	0.684	0.713
FICO-HELOC-cleaned	0.740759	2.582	0.799919	0.003	0.134	2.448	2.585
Firm-Teacher_Clave-Direction_Classification	0.760185	2.403	0.800000	0.002	0.097	2.306	2.405
Fitness_Club_c	0.808725	0.188	0.799596	0.002	0.014	0.175	0.191
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.656250	0.336	0.800000	0.003	0.035	0.301	0.339
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.681250	0.340	0.800000	0.002	0.036	0.303	0.342
Gender_Gap_in_Spanish_WP	0.596842	0.839	0.799831	0.002	0.035	0.804	0.841
GesturePhaseSegmentationProcessed	0.673418	3.004	0.799959	0.003	0.176	2.828	3.008
HR_Analytics_Job_Change_of_Data_Scientists	0.855568	1.820	0.797432	0.003	0.059	1.760	1.822
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.853741	0.405	0.800000	0.002	0.051	0.355	0.408
INNHotelsGroup	0.867402	15.867	0.800000	0.004	0.301	15.566	15.872
Indian_pines	0.935484	11.451	0.799978	0.008	0.992	10.460	11.459
JapaneseVowels	0.994982	2.198	0.799920	0.003	0.085	2.113	2.201
KDDCup09_upselling	0.782651	1.812	0.799922	0.003	0.149	1.663	1.816
MIC	0.909091	1.072	0.799879	0.003	0.158	0.915	1.075
MagicTelescope	0.877234	4.848	0.800000	0.003	0.118	4.730	4.851
Marketing_Campaign	0.890625	0.506	0.800000	0.002	0.049	0.457	0.508
Mobile_Price_Classification	0.967500	0.412	0.800000	0.003	0.038	0.374	0.414
National_Health_and_Nutrition_Health_Survey	0.831140	0.291	0.799824	0.002	0.018	0.273	0.294
PhishingWebsites	0.970149	3.182	0.800000	0.004	0.146	3.036	3.185
PieChart3	0.875000	0.355	0.799443	0.002	0.055	0.300	0.357
Pima_Indians_Diabetes_Database	0.759740	0.141	0.799479	0.002	0.013	0.127	0.143
PizzaCutter3	0.885167	0.349	0.799617	0.004	0.053	0.296	0.353
Pumpkin_Seeds	0.880000	0.398	0.800000	0.002	0.025	0.372	0.400
QSAR_biodegradation	0.881517	0.376	0.799810	0.003	0.060	0.315	0.378
SDSS17	0.972050	97.514	0.800000	0.005	0.669	96.846	97.520
Satellite	0.993137	1.480	0.800000	0.003	0.105	1.376	1.483
Telecom_Churn_Dataset	0.952024	0.653	0.799880	0.002	0.043	0.610	0.656
UJI_Pen_Characters	0.494505	2.519	0.799853	0.003	0.196	2.323	2.522
Water_Quality_and_Potability	0.647866	0.493	0.799756	0.002	0.022	0.470	0.495
Wilt	0.991710	0.480	0.799834	0.003	0.019	0.461	0.483
abalone	0.643541	0.639	0.799856	0.002	0.026	0.613	0.642
ada	0.855422	1.382	0.799855	0.003	0.102	1.280	1.385
ada_agnostic	0.832421	1.530	0.799868	0.005	0.107	1.424	1.535
ada_prior	0.832402	0.822	0.799955	0.003	0.040	0.782	0.825
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.590000	0.260	0.800000	0.002	0.017	0.243	0.262
allbp	0.973510	0.920	0.799841	0.003	0.059	0.862	0.923
allrep	0.977483	0.918	0.799841	0.003	0.058	0.860	0.921
analcatdata_authorship	0.988166	0.456	0.799049	0.002	0.097	0.359	0.459
artificial-characters	0.707436	1.914	0.799961	0.003	0.049	1.864	1.917
autoUniv-au4-2500	0.514000	1.528	0.800000	0.003	0.193	1.336	1.532
autoUniv-au7-1100	0.363636	0.206	0.800000	0.002	0.020	0.187	0.209
bank	0.899480	23.341	0.799982	0.004	0.377	22.964	23.345
banknote_authentication	0.541818	0.098	0.799563	0.002	0.010	0.088	0.100
baseball	0.944030	0.269	0.800000	0.002	0.029	0.241	0.272
car-evaluation	0.887283	0.367	0.799769	0.003	0.035	0.332	0.370
churn	0.948000	1.076	0.800000	0.003	0.062	1.014	1.079
cmc	0.600000	0.235	0.799728	0.002	0.017	0.218	0.237
company_bankruptcy_prediction	0.972874	3.954	0.799971	0.004	0.326	3.628	3.958
contraceptive_method_choice	0.620339	0.232	0.799728	0.002	0.017	0.215	0.234
credit	0.775950	4.009	0.799988	0.003	0.100	3.909	4.012
default_of_credit_card_clients	0.827167	12.258	0.800000	0.004	0.382	11.876	12.262
delta_ailerons	0.947405	0.764	0.799972	0.003	0.026	0.738	0.767
dis	0.986755	0.920	0.799841	0.003	0.059	0.862	0.923
dna	0.931034	3.273	0.799749	0.004	0.362	2.911	3.277
drug_consumption	0.403183	0.308	0.799894	0.002	0.024	0.285	0.311
dry_bean_dataset	0.927286	3.356	0.799941	0.003	0.130	3.227	3.360
eeg-eye-state	0.958611	3.689	0.800000	0.003	0.124	3.565	3.692
electricity	0.838464	21.525	0.799987	0.004	0.256	21.269	21.530
estimation_of_obesity_levels	0.969267	0.396	0.799621	0.002	0.031	0.365	0.398
eye_movements	0.601920	3.044	0.799927	0.004	0.177	2.866	3.047
eye_movements_bin	0.591984	1.756	0.799947	0.003	0.096	1.660	1.759
first-order-theorem-proving	0.624183	2.217	0.799935	0.003	0.164	2.053	2.221
gas-drift	0.996046	11.284	0.800000	0.007	1.084	10.200	11.291
gina_agnostic	0.806916	23.268	0.799885	0.011	2.289	20.979	23.280
golf_play_dataset_extended	0.931507	0.195	0.800000	0.003	0.016	0.179	0.198
heloc	0.721000	2.543	0.800000	0.003	0.116	2.427	2.546
house_16H	0.885100	3.277	0.799970	0.003	0.123	3.154	3.281
htru	0.979609	4.242	0.799978	0.003	0.080	4.162	4.245
ibm-employee-performance	0.996599	0.407	0.800000	0.003	0.053	0.354	0.409
in_vehicle_coupon_recommendation	0.728292	3.022	0.800729	0.003	0.128	2.894	3.025
internet_firewall	0.913710	42.054	0.799991	0.004	0.168	41.886	42.058
jm1	0.817180	2.694	0.800000	0.003	0.115	2.579	2.697
jungle_chess_2pcs_raw_endgame_complete	0.861780	20.536	0.799996	0.004	0.186	20.350	20.540
kdd_ipums_la_97-small	0.868979	1.120	0.799923	0.003	0.065	1.055	1.123
kr-vs-k	0.638453	27.435	0.799971	0.003	0.128	27.307	27.438
kropt	0.643799	31.799	0.799971	0.003	0.124	31.675	31.802
led24	0.740625	0.715	0.800000	0.003	0.055	0.660	0.717
led7	0.740625	0.446	0.800000	0.004	0.019	0.428	0.451
letter	0.978500	18.940	0.800000	0.004	0.177	18.764	18.945
mammography	0.989271	1.538	0.799964	0.003	0.043	1.495	1.540
maternal_health_risk	0.827586	0.169	0.799803	0.002	0.012	0.157	0.172
mfeat-factors	0.972500	2.514	0.800000	0.004	0.366	2.148	2.518
mfeat-fourier	0.900000	0.993	0.800000	0.004	0.133	0.860	0.997
mfeat-karhunen	0.970000	0.868	0.800000	0.003	0.110	0.758	0.871
mfeat-morphological	0.755000	0.272	0.800000	0.002	0.016	0.256	0.275
mfeat-pixel	0.965000	2.813	0.800000	0.004	0.412	2.401	2.817
mfeat-zernike	0.810000	0.693	0.800000	0.003	0.089	0.604	0.696
mice_protein_expression	1.000000	0.579	0.800000	0.003	0.105	0.474	0.582
microaggregation2	0.624250	6.212	0.800000	0.004	0.183	6.029	6.216
mobile_c36_oversampling	0.975270	20.417	0.800000	0.004	0.201	20.216	20.420
mozilla4	0.929881	1.582	0.800000	0.003	0.046	1.536	1.585
naticusdroid+android+permissions+dataset	0.966252	20.219	0.799980	0.008	0.818	19.401	20.228
national-longitudinal-survey-binary	0.994908	0.940	0.799918	0.003	0.049	0.890	0.942
okcupid_stem	0.735757	8.985	0.799977	0.004	0.178	8.806	8.989
one-hundred-plants-margin	0.837500	3.959	0.800000	0.003	0.117	3.843	3.962
one-hundred-plants-shape	0.746875	3.955	0.800000	0.003	0.116	3.840	3.958
one-hundred-plants-texture	0.884375	4.433	0.799875	0.003	0.107	4.326	4.436
optdigits	0.994662	2.345	0.800000	0.004	0.189	2.156	2.349
ozone-level-8hr	0.952663	1.174	0.799921	0.003	0.134	1.040	1.177
page-blocks	0.974429	0.907	0.799927	0.003	0.035	0.872	0.909
pendigits	0.994998	2.487	0.799945	0.004	0.106	2.381	2.491
phoneme	0.886216	0.527	0.799963	0.002	0.022	0.505	0.530
pol	0.978185	2.754	0.799940	0.003	0.118	2.636	2.758
predict_students_dropout_and_academic_success	0.772881	1.221	0.799955	0.003	0.083	1.137	1.224
qsar	0.909953	0.371	0.800000	0.004	0.059	0.313	0.375
rice_cammeo_and_osmancik	0.930446	0.530	0.800000	0.002	0.021	0.508	0.532
ringnorm	0.982432	1.683	0.800000	0.003	0.081	1.602	1.686
satimage	0.916796	1.893	0.800000	0.003	0.133	1.760	1.896
segment	0.941558	0.435	0.800000	0.003	0.035	0.400	0.438
seismic+bumps	0.934236	0.479	0.799923	0.003	0.034	0.445	0.482
shuttle	0.999310	34.858	0.800000	0.005	0.340	34.519	34.864
spambase	0.951140	1.761	0.799826	0.003	0.135	1.625	1.764
splice	0.885580	1.318	0.800000	0.004	0.134	1.184	1.322
sports_articles_for_objectivity_analysis	0.850000	0.446	0.800000	0.002	0.087	0.359	0.448
statlog	0.725000	0.229	0.800000	0.003	0.031	0.199	0.232
steel_plates_faults	0.784062	0.475	0.799588	0.002	0.050	0.425	0.477
sylvine	0.936585	1.096	0.799961	0.003	0.065	1.031	1.099
taiwanese_bankruptcy_prediction	0.971408	3.959	0.799971	0.004	0.325	3.634	3.963
telco-customer-churn	0.800568	1.544	0.799943	0.003	0.074	1.470	1.547
texture	0.999091	5.688	0.800000	0.004	0.132	5.556	5.692
thyroid	0.987500	1.649	0.800000	0.003	0.068	1.581	1.651
thyroid-ann	0.986755	0.819	0.799841	0.003	0.047	0.772	0.822
thyroid-dis	0.696429	0.655	0.800000	0.003	0.050	0.604	0.657
turiye_student_evaluation	0.495704	1.593	0.800000	0.003	0.103	1.490	1.596
twonorm	0.977703	1.696	0.800000	0.003	0.087	1.609	1.699
vehicle	0.858824	0.206	0.799054	0.002	0.028	0.179	0.209
wall-robot-navigation	0.975275	1.271	0.799853	0.003	0.078	1.194	1.274
water_quality	0.901250	1.689	0.799900	0.003	0.062	1.627	1.692
waveform-5000	0.868000	1.551	0.800000	0.003	0.117	1.434	1.554
waveform_database_generator_version_1	0.867000	1.103	0.800000	0.003	0.065	1.039	1.106
website_phishing	0.915129	0.224	0.799704	0.002	0.018	0.206	0.226
wine-quality-red	0.575000	0.222	0.799875	0.002	0.011	0.211	0.224
wine-quality-white	0.623469	0.820	0.799918	0.003	0.038	0.782	0.823
yeast	0.612795	0.228	0.799865	0.002	0.017	0.211	0.230
