dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.447876	2.387	0.799845	0.003	0.203	2.184	2.390
Amazon_employee_access	0.942173	10.244	0.799994	0.004	0.141	10.103	10.247
BLE_RSSI_dataset_for_Indoor_localization	0.735103	1.031	0.799980	0.002	0.044	0.987	1.033
BNG(breast-w)	0.984506	16.400	0.799980	0.004	0.236	16.163	16.404
BNG(cmc)	0.570796	31.121	0.799986	0.004	0.302	30.819	31.125
BNG(tic-tac-toe)	0.769368	16.434	0.799980	0.004	0.250	16.184	16.438
Bank_Customer_Churn_Dataset	0.862500	1.995	0.800000	0.003	0.072	1.923	1.998
Basketball_c	0.708955	0.245	0.800000	0.002	0.036	0.209	0.248
Cardiovascular-Disease-dataset	0.731929	49.885	0.800000	0.006	0.398	49.487	49.891
Click_prediction_small	0.832290	6.070	0.799990	0.005	0.080	5.990	6.075
Credit_c	0.696609	42.031	0.801311	0.006	0.795	41.236	42.037
Customer_Personality_Analysis	0.895089	0.491	0.800000	0.002	0.045	0.446	0.494
Diabetic_Retinopathy_Debrecen	0.761905	0.261	0.799305	0.002	0.029	0.232	0.263
E-CommereShippingData	0.669545	2.133	0.799982	0.002	0.061	2.072	2.135
Employee	0.844253	0.703	0.799914	0.002	0.024	0.679	0.705
FICO-HELOC-cleaned	0.740759	2.558	0.799919	0.003	0.125	2.432	2.561
Firm-Teacher_Clave-Direction_Classification	0.685648	2.429	0.800000	0.002	0.105	2.323	2.431
Fitness_Club_c	0.791946	0.184	0.799596	0.004	0.013	0.172	0.189
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.543750	0.333	0.800000	0.002	0.033	0.299	0.335
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.568750	0.334	0.800000	0.002	0.035	0.299	0.336
Gender_Gap_in_Spanish_WP	0.590526	0.840	0.799831	0.002	0.035	0.804	0.842
GesturePhaseSegmentationProcessed	0.552911	3.001	0.799959	0.003	0.175	2.827	3.004
HR_Analytics_Job_Change_of_Data_Scientists	0.852260	1.815	0.797432	0.002	0.058	1.757	1.818
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.867347	0.413	0.800000	0.002	0.052	0.361	0.415
INNHotelsGroup	0.861751	15.863	0.800000	0.004	0.304	15.559	15.867
Indian_pines	0.900492	11.316	0.799978	0.007	0.955	10.362	11.323
JapaneseVowels	0.990968	2.197	0.799920	0.003	0.085	2.112	2.200
KDDCup09_upselling	0.779727	1.812	0.799922	0.003	0.149	1.663	1.815
MIC	0.896970	1.073	0.799879	0.003	0.159	0.914	1.076
MagicTelescope	0.876183	4.709	0.800000	0.003	0.111	4.598	4.712
Marketing_Campaign	0.892857	0.507	0.800000	0.002	0.051	0.456	0.509
Mobile_Price_Classification	0.955000	0.412	0.800000	0.002	0.039	0.373	0.415
National_Health_and_Nutrition_Health_Survey	0.839912	0.293	0.799824	0.002	0.018	0.275	0.295
PhishingWebsites	0.966983	3.214	0.800000	0.003	0.158	3.057	3.218
PieChart3	0.879630	0.357	0.799443	0.002	0.056	0.301	0.359
Pima_Indians_Diabetes_Database	0.759740	0.143	0.799479	0.002	0.013	0.129	0.145
PizzaCutter3	0.880383	0.350	0.799617	0.002	0.053	0.297	0.352
Pumpkin_Seeds	0.872000	0.399	0.800000	0.002	0.025	0.373	0.401
QSAR_biodegradation	0.867299	0.377	0.799810	0.002	0.060	0.316	0.379
SDSS17	0.970300	97.824	0.800000	0.005	0.668	97.156	97.829
Satellite	0.993137	1.486	0.800000	0.003	0.111	1.375	1.489
