dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.424710	4.498	0.799845
Amazon_employee_access	0.942173	12.377	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.731097	2.899	0.799980
BNG(breast-w)	0.984252	18.807	0.799980
BNG(cmc)	0.567089	33.479	0.799986
BNG(tic-tac-toe)	0.785243	18.870	0.799980
Bank_Customer_Churn_Dataset	0.865500	3.792	0.800000
Basketball_c	0.697761	1.819	0.800000
Cardiovascular-Disease-dataset	0.727857	49.597	0.800000
Click_prediction_small	0.831539	6.434	0.799990
Credit_c	0.698594	42.135	0.801311
Customer_Personality_Analysis	0.897321	0.903	0.800000
Diabetic_Retinopathy_Debrecen	0.744589	0.711	0.799305
E-CommereShippingData	0.665455	2.621	0.799982
Employee	0.844253	1.145	0.799914
FICO-HELOC-cleaned	0.738734	3.103	0.799919
Firm-Teacher_Clave-Direction_Classification	0.661574	2.726	0.800000
Fitness_Club_c	0.795302	0.506	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.609375	0.671	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.615625	0.628	0.800000
Gender_Gap_in_Spanish_WP	0.591579	1.174	0.799831
GesturePhaseSegmentationProcessed	0.626329	3.319	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.851709	2.150	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.863946	0.700	0.800000
INNHotelsGroup	0.858856	16.083	0.800000
Indian_pines	0.913067	11.801	0.799978
JapaneseVowels	0.990968	2.476	0.799920
KDDCup09_upselling	0.746589	2.095	0.799922
MIC	0.881818	1.391	0.799879
MagicTelescope	0.875131	5.097	0.800000
Marketing_Campaign	0.899554	0.796	0.800000
Mobile_Price_Classification	0.917500	0.685	0.800000
National_Health_and_Nutrition_Health_Survey	0.833333	0.586	0.799824
PhishingWebsites	0.963817	3.498	0.800000
PieChart3	0.875000	0.624	0.799443
Pima_Indians_Diabetes_Database	0.766234	0.412	0.799479
PizzaCutter3	0.880383	0.671	0.799616
Pumpkin_Seeds	0.874000	0.671	0.800000
QSAR_biodegradation	0.890995	0.638	0.799810
SDSS17	0.971250	98.139	0.800000
Satellite	0.992157	1.783	0.800000
Telecom_Churn_Dataset	0.931034	0.941	0.799880
UJI_Pen_Characters	0.490842	3.047	0.799853
Water_Quality_and_Potability	0.629573	0.761	0.799756
Wilt	0.989637	0.762	0.799834
abalone	0.642344	0.923	0.799856
ada	0.854217	1.674	0.799855
ada_agnostic	0.828039	1.835	0.799868
ada_prior	0.844693	1.096	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.577500	0.521	0.800000
allbp	0.974834	1.223	0.799841
allrep	0.968212	1.192	0.799841
analcatdata_authorship	0.988166	0.716	0.799049
artificial-characters	0.679550	2.186	0.799961
autoUniv-au4-2500	0.498000	1.841	0.800000
autoUniv-au7-1100	0.372727	0.480	0.800000
bank	0.893398	23.484	0.799982
banknote_authentication	0.549091	0.365	0.799563
baseball	0.944030	0.555	0.800000
car-evaluation	0.745665	0.638	0.799769
churn	0.936000	1.336	0.800000
cmc	0.586441	0.530	0.799728
company_bankruptcy_prediction	0.970674	4.235	0.799971
contraceptive_method_choice	0.600000	0.614	0.799728
credit	0.778642	4.335	0.799988
default_of_credit_card_clients	0.820000	12.618	0.800000
delta_ailerons	0.946704	1.017	0.799972
dis	0.984106	1.203	0.799841
dna	0.918495	3.540	0.799749
drug_consumption	0.403183	0.593	0.799894
dry_bean_dataset	0.928388	3.689	0.799941
eeg-eye-state	0.964953	3.948	0.800000
electricity	0.802052	21.887	0.799987
estimation_of_obesity_levels	0.976359	0.749	0.799621
eye_movements	0.575411	3.407	0.799927
eye_movements_bin	0.582786	2.037	0.799947
first-order-theorem-proving	0.598856	2.575	0.799935
gas-drift	0.993889	11.552	0.800000
gina_agnostic	0.769452	23.048	0.799885
golf_play_dataset_extended	0.922374	0.463	0.800000
heloc	0.717500	2.821	0.800000
house_16H	0.883988	3.594	0.799970
htru	0.978771	4.622	0.799978
ibm-employee-performance	0.986395	0.792	0.800000
in_vehicle_coupon_recommendation	0.667221	3.314	0.800729
internet_firewall	0.801785	41.886	0.799991
jm1	0.812586	2.961	0.800000
jungle_chess_2pcs_raw_endgame_complete	0.808791	21.040	0.799996
kdd_ipums_la_97-small	0.850674	1.383	0.799923
kr-vs-k	0.572701	28.588	0.799971
kropt	0.577334	29.321	0.799971
led24	0.690625	1.060	0.800000
led7	0.737500	0.723	0.800000
letter	0.959250	19.777	0.800000
mammography	0.988824	1.783	0.799964
maternal_health_risk	0.773399	0.439	0.799803
mfeat-factors	0.975000	2.802	0.800000
mfeat-fourier	0.875000	1.262	0.800000
mfeat-karhunen	0.967500	1.244	0.800000
mfeat-morphological	0.760000	0.536	0.800000
mfeat-pixel	0.962500	3.102	0.800000
mfeat-zernike	0.807500	0.960	0.800000
mice_protein_expression	1.000000	0.930	0.800000
microaggregation2	0.614500	6.481	0.800000
mobile_c36_oversampling	0.964162	20.696	0.800000
mozilla4	0.916050	1.855	0.800000
naticusdroid+android+permissions+dataset	0.962332	20.469	0.799980
national-longitudinal-survey-binary	0.991853	1.208	0.799919
okcupid_stem	0.732196	9.297	0.799978
one-hundred-plants-margin	0.837500	4.793	0.800000
one-hundred-plants-shape	0.737500	4.628	0.800000
one-hundred-plants-texture	0.859375	4.787	0.799875
optdigits	0.992883	2.618	0.800000
ozone-level-8hr	0.952663	1.457	0.799921
page-blocks	0.978995	1.202	0.799927
pendigits	0.995452	2.756	0.799945
phoneme	0.860315	0.790	0.799963
pol	0.968765	2.991	0.799940
predict_students_dropout_and_academic_success	0.772881	1.485	0.799955
qsar	0.895735	0.668	0.800000
rice_cammeo_and_osmancik	0.929134	0.799	0.800000
ringnorm	0.979054	2.005	0.800000
satimage	0.919129	2.170	0.800000
segment	0.937229	0.697	0.800000
seismic+bumps	0.932302	0.772	0.799923
shuttle	0.999310	34.601	0.800000
spambase	0.945711	2.022	0.799826
splice	0.882445	1.578	0.800000
sports_articles_for_objectivity_analysis	0.845000	0.717	0.800000
statlog	0.745000	0.537	0.800000
steel_plates_faults	0.784062	0.745	0.799588
sylvine	0.932683	1.410	0.799961
taiwanese_bankruptcy_prediction	0.969208	4.351	0.799971
telco-customer-churn	0.800568	1.825	0.799943
texture	0.998182	6.456	0.800000
thyroid	0.985417	1.953	0.800000
thyroid-ann	0.984106	1.086	0.799841
thyroid-dis	0.687500	0.991	0.800000
turiye_student_evaluation	0.491409	1.863	0.800000
twonorm	0.979054	2.057	0.800000
vehicle	0.852941	0.512	0.799054
wall-robot-navigation	0.958791	1.544	0.799853
water_quality	0.903750	1.955	0.799900
waveform-5000	0.861000	1.826	0.800000
waveform_database_generator_version_1	0.866000	1.369	0.800000
website_phishing	0.904059	0.525	0.799704
wine-quality-red	0.571875	0.491	0.799875
wine-quality-white	0.601020	1.083	0.799918
yeast	0.612795	0.507	0.799865
