dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.432432	7.117	0.799845
Amazon_employee_access	0.942173	14.831	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.732599	5.599	0.799980
BNG(breast-w)	0.985903	21.566	0.799980
BNG(cmc)	0.571609	36.134	0.799986
BNG(tic-tac-toe)	0.789053	21.131	0.799980
Bank_Customer_Churn_Dataset	0.870000	6.474	0.800000
Basketball_c	0.701493	4.881	0.800000
Cardiovascular-Disease-dataset	0.729214	49.626	0.800000
Click_prediction_small	0.831790	6.427	0.799990
Credit_c	0.708023	42.071	0.801311
Customer_Personality_Analysis	0.888393	1.012	0.800000
Diabetic_Retinopathy_Debrecen	0.766234	0.731	0.799305
E-CommereShippingData	0.670455	2.664	0.799982
Employee	0.850698	1.170	0.799914
FICO-HELOC-cleaned	0.740759	3.100	0.799919
Firm-Teacher_Clave-Direction_Classification	0.768056	2.707	0.800000
Fitness_Club_c	0.795302	0.494	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.587500	0.643	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.634375	0.639	0.800000
Gender_Gap_in_Spanish_WP	0.594737	1.170	0.799831
GesturePhaseSegmentationProcessed	0.662785	3.300	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.856119	2.149	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.860544	0.720	0.800000
INNHotelsGroup	0.870710	16.074	0.800000
Indian_pines	0.935484	11.769	0.799978
JapaneseVowels	0.994481	2.488	0.799920
KDDCup09_upselling	0.788499	2.094	0.799922
MIC	0.896970	1.396	0.799879
MagicTelescope	0.877760	5.122	0.800000
Marketing_Campaign	0.886161	0.781	0.800000
Mobile_Price_Classification	0.970000	0.701	0.800000
National_Health_and_Nutrition_Health_Survey	0.833333	0.585	0.799824
PhishingWebsites	0.964270	3.494	0.800000
PieChart3	0.875000	0.630	0.799443
Pima_Indians_Diabetes_Database	0.759740	0.414	0.799479
PizzaCutter3	0.885167	0.643	0.799616
Pumpkin_Seeds	0.878000	0.674	0.800000
QSAR_biodegradation	0.872038	0.641	0.799810
SDSS17	0.972950	98.107	0.800000
Satellite	0.993137	1.763	0.800000
Telecom_Churn_Dataset	0.944528	0.935	0.799880
UJI_Pen_Characters	0.476190	2.917	0.799853
Water_Quality_and_Potability	0.643293	0.770	0.799756
Wilt	0.991710	1.463	0.799834
abalone	0.643541	0.929	0.799856
ada	0.848193	1.658	0.799855
ada_agnostic	0.845564	1.843	0.799868
ada_prior	0.831285	1.100	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.587500	0.552	0.800000
allbp	0.973510	1.296	0.799841
allrep	0.976159	1.195	0.799841
analcatdata_authorship	0.988166	0.724	0.799049
artificial-characters	0.693249	2.164	0.799961
autoUniv-au4-2500	0.494000	1.813	0.800000
autoUniv-au7-1100	0.372727	1.206	0.800000
bank	0.899701	23.439	0.799982
banknote_authentication	0.545455	0.381	0.799563
baseball	0.944030	0.576	0.800000
car-evaluation	0.806358	0.631	0.799769
churn	0.933000	1.340	0.800000
cmc	0.579661	0.492	0.799728
company_bankruptcy_prediction	0.971408	4.281	0.799971
contraceptive_method_choice	0.606780	0.758	0.799728
credit	0.775950	4.340	0.799988
default_of_credit_card_clients	0.825000	12.684	0.800000
delta_ailerons	0.947405	1.082	0.799972
dis	0.986755	1.200	0.799841
dna	0.924765	3.544	0.799749
drug_consumption	0.403183	0.569	0.799894
dry_bean_dataset	0.927286	3.679	0.799941
eeg-eye-state	0.958945	3.955	0.800000
electricity	0.827099	21.907	0.799987
estimation_of_obesity_levels	0.981087	1.494	0.799621
eye_movements	0.583181	3.382	0.799927
eye_movements_bin	0.601183	2.038	0.799947
first-order-theorem-proving	0.621732	2.607	0.799935
gas-drift	0.994968	11.544	0.800000
gina_agnostic	0.791066	23.163	0.799885
golf_play_dataset_extended	0.926941	0.461	0.800000
heloc	0.716500	2.838	0.800000
house_16H	0.883247	3.766	0.799970
htru	0.979609	4.574	0.799978
ibm-employee-performance	1.000000	0.789	0.800000
in_vehicle_coupon_recommendation	0.675114	3.322	0.800729
internet_firewall	0.912261	42.429	0.799991
jm1	0.816261	2.981	0.800000
jungle_chess_2pcs_raw_endgame_complete	0.847501	21.006	0.799996
kdd_ipums_la_97-small	0.868015	1.387	0.799923
kr-vs-k	0.609230	28.654	0.799971
kropt	0.614220	28.937	0.799971
led24	0.729688	1.008	0.800000
