dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.413127	2.528	0.799845	0.003	0.234	2.295	2.532
Amazon_employee_access	0.942173	10.289	0.799994	0.004	0.149	10.140	10.293
BLE_RSSI_dataset_for_Indoor_localization	0.734602	1.016	0.799980	0.002	0.032	0.983	1.018
BNG(breast-w)	0.986411	16.452	0.799980	0.004	0.253	16.199	16.456
BNG(cmc)	0.572875	31.342	0.799986	0.004	0.304	31.038	31.346
BNG(tic-tac-toe)	0.785497	16.508	0.799980	0.004	0.236	16.272	16.512
Bank_Customer_Churn_Dataset	0.871000	1.983	0.800000	0.003	0.068	1.915	1.986
Basketball_c	0.705224	0.239	0.800000	0.002	0.031	0.208	0.241
Cardiovascular-Disease-dataset	0.731429	50.564	0.800000	0.005	0.392	50.172	50.569
Click_prediction_small	0.831539	6.014	0.799990	0.003	0.075	5.940	6.017
Credit_c	0.705542	41.837	0.801311	0.006	0.788	41.049	41.843
Customer_Personality_Analysis	0.890625	0.495	0.800000	0.003	0.048	0.448	0.499
Diabetic_Retinopathy_Debrecen	0.761905	0.266	0.799305	0.002	0.030	0.235	0.268
E-CommereShippingData	0.672273	2.159	0.799982	0.004	0.065	2.093	2.163
Employee	0.858217	0.711	0.799914	0.002	0.026	0.685	0.713
FICO-HELOC-cleaned	0.739747	2.582	0.799919	0.004	0.134	2.448	2.586
Firm-Teacher_Clave-Direction_Classification	0.788889	2.409	0.800000	0.003	0.098	2.311	2.412
Fitness_Club_c	0.808725	0.189	0.799596	0.002	0.013	0.175	0.191
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.643750	0.337	0.800000	0.003	0.035	0.302	0.339
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.678125	0.339	0.800000	0.003	0.037	0.302	0.342
Gender_Gap_in_Spanish_WP	0.597895	0.843	0.799831	0.002	0.036	0.808	0.846
GesturePhaseSegmentationProcessed	0.667342	3.004	0.799959	0.004	0.176	2.828	3.008
HR_Analytics_Job_Change_of_Data_Scientists	0.853914	1.822	0.797432	0.003	0.059	1.763	1.825
