dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.416988	2.512	0.799845	0.003	0.211	2.300	2.515
Amazon_employee_access	0.942173	10.372	0.799994	0.003	0.150	10.221	10.375
BLE_RSSI_dataset_for_Indoor_localization	0.732098	1.017	0.799980	0.002	0.035	0.982	1.020
BNG(breast-w)	0.986284	16.797	0.799980	0.004	0.241	16.556	16.801
BNG(cmc)	0.573779	31.238	0.799986	0.004	0.304	30.934	31.242
BNG(tic-tac-toe)	0.787402	16.846	0.799980	0.004	0.235	16.611	16.850
Bank_Customer_Churn_Dataset	0.870000	1.991	0.800000	0.003	0.084	1.907	1.993
Basketball_c	0.697761	0.252	0.800000	0.002	0.037	0.215	0.254
Cardiovascular-Disease-dataset	0.729929	49.994	0.800000	0.005	0.397	49.597	49.999
Click_prediction_small	0.832165	5.900	0.799990	0.003	0.076	5.824	5.902
Credit_c	0.704963	41.237	0.801311	0.006	0.793	40.444	41.243
Customer_Personality_Analysis	0.892857	0.494	0.800000	0.003	0.046	0.448	0.497
Diabetic_Retinopathy_Debrecen	0.757576	0.266	0.799305	0.002	0.030	0.236	0.268
E-CommereShippingData	0.673636	2.135	0.799982	0.003	0.063	2.073	2.138
Employee	0.848550	0.707	0.799914	0.003	0.025	0.683	0.710
FICO-HELOC-cleaned	0.743797	2.559	0.799919	0.003	0.124	2.434	2.562
Firm-Teacher_Clave-Direction_Classification	0.757870	2.399	0.800000	0.003	0.104	2.295	2.403
Fitness_Club_c	0.798658	0.188	0.799596	0.002	0.013	0.175	0.190
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.596875	0.371	0.800000	0.002	0.034	0.336	0.373
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.684375	0.338	0.800000	0.003	0.036	0.302	0.340
Gender_Gap_in_Spanish_WP	0.597895	0.848	0.799831	0.002	0.037	0.811	0.851
GesturePhaseSegmentationProcessed	0.658228	2.977	0.799959	0.003	0.164	2.813	2.980
HR_Analytics_Job_Change_of_Data_Scientists	0.852811	1.813	0.797432	0.003	0.061	1.752	1.816
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.877551	0.412	0.800000	0.011	0.052	0.359	0.423
INNHotelsGroup	0.867126	16.052	0.800000	0.004	0.326	15.726	16.057
Indian_pines	0.930016	11.552	0.799978	0.008	1.023	10.529	11.560
JapaneseVowels	0.995484	2.181	0.799920	0.003	0.082	2.100	2.184
KDDCup09_upselling	0.783626	1.800	0.799922	0.003	0.140	1.660	1.803
