dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.428571	6.945	0.799845
Amazon_employee_access	0.942173	14.973	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.732098	5.505	0.799980
BNG(breast-w)	0.985776	21.375	0.799980
BNG(cmc)	0.575226	35.970	0.799986
BNG(tic-tac-toe)	0.784862	21.480	0.799980
Bank_Customer_Churn_Dataset	0.863000	6.499	0.800000
Basketball_c	0.697761	4.733	0.800000
Cardiovascular-Disease-dataset	0.728714	49.627	0.800000
Click_prediction_small	0.831539	6.444	0.799990
Credit_c	0.703391	42.121	0.801311
Customer_Personality_Analysis	0.888393	0.976	0.800000
Diabetic_Retinopathy_Debrecen	0.744589	0.705	0.799305
E-CommereShippingData	0.670455	2.627	0.799982
Employee	0.845328	1.170	0.799914
FICO-HELOC-cleaned	0.742785	3.074	0.799919
Firm-Teacher_Clave-Direction_Classification	0.756481	2.725	0.800000
Fitness_Club_c	0.788591	0.504	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.643750	0.625	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.675000	0.640	0.800000
Gender_Gap_in_Spanish_WP	0.590526	1.131	0.799831
GesturePhaseSegmentationProcessed	0.630380	3.291	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.852811	2.142	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.857143	0.713	0.800000
INNHotelsGroup	0.865196	16.032	0.800000
Indian_pines	0.909240	11.890	0.799978
JapaneseVowels	0.994982	2.467	0.799920
KDDCup09_upselling	0.778752	2.079	0.799922
MIC	0.896970	1.351	0.799879
MagicTelescope	0.876183	5.097	0.800000
Marketing_Campaign	0.888393	0.789	0.800000
Mobile_Price_Classification	0.975000	0.688	0.800000
National_Health_and_Nutrition_Health_Survey	0.833333	0.574	0.799824
PhishingWebsites	0.970602	3.500	0.800000
PieChart3	0.879630	0.646	0.799443
Pima_Indians_Diabetes_Database	0.746753	0.434	0.799479
PizzaCutter3	0.875598	0.646	0.799616
Pumpkin_Seeds	0.876000	0.680	0.800000
QSAR_biodegradation	0.881517	0.653	0.799810
SDSS17	0.971900	97.825	0.800000
Satellite	0.993137	1.770	0.800000
Telecom_Churn_Dataset	0.947526	0.931	0.799880
UJI_Pen_Characters	0.476190	2.918	0.799853
Water_Quality_and_Potability	0.634146	0.760	0.799756
Wilt	0.989637	0.779	0.799834
abalone	0.635167	0.928	0.799856
ada	0.845783	1.695	0.799855
ada_agnostic	0.833516	1.846	0.799868
ada_prior	0.834637	1.103	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.577500	0.524	0.800000
allbp	0.974834	1.382	0.799841
allrep	0.970861	1.205	0.799841
analcatdata_authorship	0.988166	0.730	0.799049
artificial-characters	0.694227	2.168	0.799961
autoUniv-au4-2500	0.472000	1.826	0.800000
autoUniv-au7-1100	0.359091	0.512	0.800000
bank	0.896716	23.460	0.799982
banknote_authentication	0.549091	0.355	0.799563
baseball	0.944030	0.559	0.800000
car-evaluation	0.789017	0.638	0.799769
churn	0.939000	1.353	0.800000
cmc	0.579661	0.506	0.799728
company_bankruptcy_prediction	0.970674	4.234	0.799971
contraceptive_method_choice	0.620339	0.771	0.799728
credit	0.777146	4.371	0.799988
default_of_credit_card_clients	0.824833	12.661	0.800000
delta_ailerons	0.947405	1.036	0.799972
dis	0.984106	1.183	0.799841
dna	0.937304	3.545	0.799749
drug_consumption	0.403183	0.575	0.799894
dry_bean_dataset	0.928755	3.685	0.799941
eeg-eye-state	0.953271	3.961	0.800000
electricity	0.814852	21.863	0.799987
estimation_of_obesity_levels	0.976359	0.773	0.799621
eye_movements	0.570384	3.409	0.799927
eye_movements_bin	0.593955	2.039	0.799947
first-order-theorem-proving	0.606209	2.607	0.799935
gas-drift	0.994608	11.481	0.800000
gina_agnostic	0.789625	23.130	0.799885
golf_play_dataset_extended	0.913242	0.474	0.800000
heloc	0.717000	2.832	0.800000
house_16H	0.883247	3.589	0.799970
htru	0.979050	4.538	0.799978
ibm-employee-performance	0.996599	0.800	0.800000
in_vehicle_coupon_recommendation	0.662651	3.324	0.800729
internet_firewall	0.801404	41.984	0.799991
jm1	0.819017	2.976	0.800000
jungle_chess_2pcs_raw_endgame_complete	0.838242	20.982	0.799996
kdd_ipums_la_97-small	0.858382	1.388	0.799923
kr-vs-k	0.594084	26.525	0.799971
kropt	0.599964	29.452	0.799971
led24	0.695312	1.033	0.800000
led7	0.737500	0.732	0.800000
letter	0.968250	18.565	0.800000
mammography	0.990165	1.798	0.799964
maternal_health_risk	0.802956	0.448	0.799803
mfeat-factors	0.972500	2.791	0.800000
mfeat-fourier	0.887500	1.250	0.800000
mfeat-karhunen	0.967500	1.246	0.800000
mfeat-morphological	0.762500	0.573	0.800000
mfeat-pixel	0.962500	3.113	0.800000
mfeat-zernike	0.810000	0.958	0.800000
mice_protein_expression	1.000000	0.939	0.800000
microaggregation2	0.617500	6.480	0.800000
mobile_c36_oversampling	0.968895	20.764	0.800000
mozilla4	0.925056	1.854	0.800000
naticusdroid+android+permissions+dataset	0.963695	20.484	0.799980
national-longitudinal-survey-binary	0.988798	1.382	0.799919
okcupid_stem	0.730885	9.319	0.799978
one-hundred-plants-margin	0.812500	4.529	0.800000
one-hundred-plants-shape	0.753125	4.664	0.800000
one-hundred-plants-texture	0.871875	4.993	0.799875
optdigits	0.991103	2.627	0.800000
ozone-level-8hr	0.950690	1.450	0.799921
page-blocks	0.974429	1.189	0.799927
pendigits	0.996362	2.802	0.799945
phoneme	0.874191	0.811	0.799963
pol	0.973723	2.986	0.799940
predict_students_dropout_and_academic_success	0.775141	1.491	0.799955
qsar	0.905213	0.659	0.800000
rice_cammeo_and_osmancik	0.930446	0.814	0.800000
ringnorm	0.979730	1.954	0.800000
satimage	0.919907	2.182	0.800000
segment	0.928571	0.702	0.800000
seismic+bumps	0.934236	0.801	0.799923
shuttle	0.999224	34.391	0.800000
spambase	0.943540	2.033	0.799826
splice	0.879310	1.612	0.800000
sports_articles_for_objectivity_analysis	0.835000	0.725	0.800000
statlog	0.745000	0.493	0.800000
steel_plates_faults	0.781491	0.754	0.799588
sylvine	0.938537	1.368	0.799961
taiwanese_bankruptcy_prediction	0.970674	4.386	0.799971
telco-customer-churn	0.794180	1.810	0.799943
texture	0.999091	6.492	0.800000
thyroid	0.989583	1.949	0.800000
