dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.409266	6.778	0.799845
Amazon_employee_access	0.942173	14.657	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.730596	5.468	0.799980
BNG(breast-w)	0.980188	21.259	0.799980
BNG(cmc)	0.519259	35.927	0.799986
BNG(tic-tac-toe)	0.730505	21.181	0.799980
Bank_Customer_Churn_Dataset	0.798500	6.455	0.800000
Basketball_c	0.686567	4.696	0.800000
Cardiovascular-Disease-dataset	0.695929	49.704	0.800000
Click_prediction_small	0.831539	6.497	0.799990
Credit_c	0.614723	42.237	0.801311
Customer_Personality_Analysis	0.881696	0.995	0.800000
Diabetic_Retinopathy_Debrecen	0.645022	0.716	0.799305
E-CommereShippingData	0.635000	2.645	0.799982
Employee	0.780881	1.186	0.799914
FICO-HELOC-cleaned	0.704304	3.106	0.799919
Firm-Teacher_Clave-Direction_Classification	0.426852	2.718	0.800000
Fitness_Club_c	0.775168	0.537	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.487500	0.644	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.553125	0.629	0.800000
Gender_Gap_in_Spanish_WP	0.586316	1.144	0.799831
GesturePhaseSegmentationProcessed	0.491139	3.320	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.832966	2.112	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.850340	0.701	0.800000
INNHotelsGroup	0.781392	16.043	0.800000
Indian_pines	0.761618	11.937	0.799978
JapaneseVowels	0.797792	2.493	0.799920
KDDCup09_upselling	0.603314	2.096	0.799922
MIC	0.863636	1.409	0.799879
MagicTelescope	0.836488	5.131	0.800000
Marketing_Campaign	0.872768	0.808	0.800000
Mobile_Price_Classification	0.387500	0.691	0.800000
National_Health_and_Nutrition_Health_Survey	0.839912	0.584	0.799824
PhishingWebsites	0.890547	3.499	0.800000
PieChart3	0.875000	0.638	0.799443
Pima_Indians_Diabetes_Database	0.740260	0.448	0.799479
PizzaCutter3	0.880383	0.667	0.799616
Pumpkin_Seeds	0.872000	0.705	0.800000
QSAR_biodegradation	0.838863	0.664	0.799810
SDSS17	0.817600	97.996	0.800000
Satellite	0.990196	1.786	0.800000
Telecom_Churn_Dataset	0.860570	0.955	0.799880
UJI_Pen_Characters	0.260073	2.814	0.799853
Water_Quality_and_Potability	0.609756	0.780	0.799756
Wilt	0.946114	0.816	0.799834
abalone	0.595694	0.937	0.799856
ada	0.808434	1.682	0.799855
ada_agnostic	0.808324	1.897	0.799868
ada_prior	0.793296	1.109	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.575000	0.550	0.800000
allbp	0.957616	1.308	0.799841
allrep	0.966887	1.216	0.799841
analcatdata_authorship	0.917160	0.733	0.799049
artificial-characters	0.484834	2.178	0.799961
autoUniv-au4-2500	0.490000	2.622	0.800000
autoUniv-au7-1100	0.309091	0.512	0.800000
bank	0.883003	23.472	0.799982
banknote_authentication	0.534545	0.397	0.799563
baseball	0.944030	0.569	0.800000
