dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.405405	5.538	0.799845
Amazon_employee_access	0.942173	13.311	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.734101	4.034	0.799980
BNG(breast-w)	0.984633	20.061	0.799980
BNG(cmc)	0.569982	33.788	0.799986
BNG(tic-tac-toe)	0.775845	19.835	0.799980
Bank_Customer_Churn_Dataset	0.860500	5.231	0.800000
Basketball_c	0.694030	2.643	0.800000
Cardiovascular-Disease-dataset	0.729929	49.842	0.800000
Click_prediction_small	0.831539	6.421	0.799990
Credit_c	0.698594	42.311	0.801311
Customer_Personality_Analysis	0.906250	0.959	0.800000
Diabetic_Retinopathy_Debrecen	0.761905	0.692	0.799305
E-CommereShippingData	0.668182	2.629	0.799982
Employee	0.844253	1.180	0.799914
FICO-HELOC-cleaned	0.736203	3.184	0.799919
Firm-Teacher_Clave-Direction_Classification	0.659722	2.707	0.800000
Fitness_Club_c	0.795302	0.477	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.603125	0.622	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.634375	0.626	0.800000
Gender_Gap_in_Spanish_WP	0.590526	1.186	0.799831
GesturePhaseSegmentationProcessed	0.601519	3.298	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.842889	2.116	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.880952	0.711	0.800000
INNHotelsGroup	0.856513	16.261	0.800000
Indian_pines	0.908693	11.843	0.799978
JapaneseVowels	0.987958	2.491	0.799920
KDDCup09_upselling	0.754386	2.080	0.799922
MIC	0.893939	1.374	0.799879
MagicTelescope	0.874343	5.115	0.800000
Marketing_Campaign	0.899554	0.787	0.800000
Mobile_Price_Classification	0.930000	0.707	0.800000
National_Health_and_Nutrition_Health_Survey	0.828947	0.576	0.799824
PhishingWebsites	0.964722	3.538	0.800000
PieChart3	0.875000	0.630	0.799443
Pima_Indians_Diabetes_Database	0.766234	0.430	0.799479
PizzaCutter3	0.880383	0.625	0.799616
Pumpkin_Seeds	0.878000	0.681	0.800000
QSAR_biodegradation	0.872038	0.652	0.799810
SDSS17	0.969450	99.280	0.800000
Satellite	0.992157	1.749	0.800000
Telecom_Churn_Dataset	0.932534	0.950	0.799880
UJI_Pen_Characters	0.468864	2.901	0.799853
Water_Quality_and_Potability	0.629573	0.767	0.799756
Wilt	0.989637	0.848	0.799834
abalone	0.633971	0.937	0.799856
ada	0.848193	1.645	0.799855
ada_agnostic	0.822563	1.822	0.799868
ada_prior	0.842458	1.091	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.585000	0.532	0.800000
allbp	0.976159	1.344	0.799841
allrep	0.970861	1.204	0.799841
analcatdata_authorship	0.976331	0.728	0.799049
artificial-characters	0.662916	2.182	0.799961
autoUniv-au4-2500	0.458000	1.827	0.800000
autoUniv-au7-1100	0.363636	0.511	0.800000
bank	0.892735	24.059	0.799982
banknote_authentication	0.552727	0.375	0.799563
baseball	0.951493	0.611	0.800000
car-evaluation	0.786127	0.641	0.799769
churn	0.928000	1.350	0.800000
cmc	0.583051	0.525	0.799728
company_bankruptcy_prediction	0.968475	4.238	0.799971
