dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.428571	7.006	0.799845
Amazon_employee_access	0.942173	15.060	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.735603	5.613	0.799980
BNG(breast-w)	0.983871	21.543	0.799980
BNG(cmc)	0.569530	36.313	0.799986
BNG(tic-tac-toe)	0.739903	21.446	0.799980
Bank_Customer_Churn_Dataset	0.860500	6.962	0.800000
Basketball_c	0.708955	4.923	0.800000
Cardiovascular-Disease-dataset	0.716214	50.053	0.800000
Click_prediction_small	0.831539	6.448	0.799990
Credit_c	0.665591	42.433	0.801311
Customer_Personality_Analysis	0.888393	0.977	0.800000
Diabetic_Retinopathy_Debrecen	0.753247	0.732	0.799305
E-CommereShippingData	0.665000	2.643	0.799982
Employee	0.843179	1.194	0.799914
FICO-HELOC-cleaned	0.734684	3.119	0.799919
Firm-Teacher_Clave-Direction_Classification	0.512500	2.777	0.800000
Fitness_Club_c	0.778523	0.473	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.515625	0.661	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.556250	0.617	0.800000
Gender_Gap_in_Spanish_WP	0.589474	1.151	0.799831
GesturePhaseSegmentationProcessed	0.502278	3.326	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.839581	2.154	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.863946	0.754	0.800000
INNHotelsGroup	0.840524	16.152	0.800000
Indian_pines	0.800437	11.991	0.799978
JapaneseVowels	0.980432	2.528	0.799920
KDDCup09_upselling	0.744639	2.102	0.799922
MIC	0.893939	1.392	0.799879
MagicTelescope	0.869874	5.142	0.800000
Marketing_Campaign	0.881696	0.796	0.800000
Mobile_Price_Classification	0.445000	0.742	0.800000
National_Health_and_Nutrition_Health_Survey	0.844298	0.620	0.799824
PhishingWebsites	0.958390	3.536	0.800000
PieChart3	0.879630	0.637	0.799443
Pima_Indians_Diabetes_Database	0.759740	0.482	0.799479
PizzaCutter3	0.880383	0.670	0.799616
Pumpkin_Seeds	0.874000	0.689	0.800000
QSAR_biodegradation	0.872038	0.668	0.799810
SDSS17	0.925450	99.197	0.800000
Satellite	0.990196	1.841	0.800000
Telecom_Churn_Dataset	0.902549	0.941	0.799880
UJI_Pen_Characters	0.446886	3.123	0.799853
Water_Quality_and_Potability	0.609756	0.777	0.799756
Wilt	0.983420	0.788	0.799834
abalone	0.625598	0.932	0.799856
ada	0.843373	1.695	0.799855
ada_agnostic	0.825849	1.845	0.799868
ada_prior	0.827933	1.116	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.565000	0.541	0.800000
allbp	0.972185	1.550	0.799841
allrep	0.972185	1.208	0.799841
analcatdata_authorship	0.958580	0.743	0.799049
artificial-characters	0.648728	2.192	0.799961
autoUniv-au4-2500	0.492000	1.869	0.800000
autoUniv-au7-1100	0.340909	0.527	0.800000
bank	0.890855	23.683	0.799982
banknote_authentication	0.563636	0.373	0.799563
baseball	0.944030	0.575	0.800000
car-evaluation	0.699422	0.660	0.799769
churn	0.898000	1.367	0.800000
cmc	0.566102	0.530	0.799728
company_bankruptcy_prediction	0.967742	4.282	0.799971
contraceptive_method_choice	0.596610	0.983	0.799728
credit	0.771463	4.389	0.799988
default_of_credit_card_clients	0.806167	12.728	0.800000
delta_ailerons	0.948808	1.061	0.799972
dis	0.984106	1.202	0.799841
dna	0.913793	3.566	0.799749
drug_consumption	0.400531	0.588	0.799894
dry_bean_dataset	0.924348	3.711	0.799941
eeg-eye-state	0.777704	4.017	0.800000
electricity	0.794991	21.849	0.799987
estimation_of_obesity_levels	0.940898	0.801	0.799621
eye_movements	0.551645	3.443	0.799927
eye_movements_bin	0.578844	2.047	0.799947
first-order-theorem-proving	0.534314	2.594	0.799935
gas-drift	0.980590	11.507	0.800000
gina_agnostic	0.648415	23.188	0.799885
golf_play_dataset_extended	0.931507	0.492	0.800000
heloc	0.720000	2.834	0.800000
house_16H	0.870274	3.824	0.799970
htru	0.979330	4.639	0.799978
ibm-employee-performance	0.887755	0.825	0.800000
in_vehicle_coupon_recommendation	0.633984	3.346	0.800729
internet_firewall	0.801633	42.037	0.799991
jm1	0.810289	2.995	0.800000
jungle_chess_2pcs_raw_endgame_complete	0.674253	21.264	0.799996
kdd_ipums_la_97-small	0.849711	1.405	0.799923
