dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.416988	6.741	0.799845
Amazon_employee_access	0.942173	14.424	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.731597	5.108	0.799980
BNG(breast-w)	0.985014	21.275	0.799980
BNG(cmc)	0.569982	35.744	0.799986
BNG(tic-tac-toe)	0.776861	21.021	0.799980
Bank_Customer_Churn_Dataset	0.866500	6.488	0.800000
Basketball_c	0.697761	4.429	0.800000
Cardiovascular-Disease-dataset	0.725000	50.158	0.800000
Click_prediction_small	0.831539	6.431	0.799990
Credit_c	0.693631	42.433	0.801311
Customer_Personality_Analysis	0.886161	0.981	0.800000
Diabetic_Retinopathy_Debrecen	0.783550	0.765	0.799305
E-CommereShippingData	0.664545	2.669	0.799982
Employee	0.841031	1.180	0.799914
FICO-HELOC-cleaned	0.738228	3.098	0.799919
Firm-Teacher_Clave-Direction_Classification	0.580093	2.785	0.800000
Fitness_Club_c	0.788591	0.512	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.646875	0.639	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.556250	0.666	0.800000
Gender_Gap_in_Spanish_WP	0.592632	1.152	0.799831
GesturePhaseSegmentationProcessed	0.552405	3.328	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.838479	2.171	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.860544	0.702	0.800000
INNHotelsGroup	0.857478	16.338	0.800000
Indian_pines	0.866594	11.736	0.799978
JapaneseVowels	0.989463	2.519	0.799920
KDDCup09_upselling	0.740741	2.111	0.799922
MIC	0.893939	1.416	0.799879
MagicTelescope	0.877760	5.109	0.800000
Marketing_Campaign	0.895089	0.808	0.800000
Mobile_Price_Classification	0.745000	0.710	0.800000
National_Health_and_Nutrition_Health_Survey	0.835526	0.608	0.799824
PhishingWebsites	0.969697	3.523	0.800000
PieChart3	0.879630	0.648	0.799443
Pima_Indians_Diabetes_Database	0.759740	0.429	0.799479
PizzaCutter3	0.880383	0.710	0.799616
Pumpkin_Seeds	0.874000	0.682	0.800000
QSAR_biodegradation	0.881517	0.679	0.799810
SDSS17	0.968950	100.073	0.800000
Satellite	0.992157	1.795	0.800000
Telecom_Churn_Dataset	0.928036	0.924	0.799880
UJI_Pen_Characters	0.490842	2.956	0.799853
Water_Quality_and_Potability	0.638720	0.801	0.799756
Wilt	0.991710	0.781	0.799834
abalone	0.644737	0.934	0.799856
ada	0.840964	1.688	0.799855
ada_agnostic	0.822563	1.851	0.799868
ada_prior	0.839106	1.095	0.799955
