dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.420849	6.888	0.799845
Amazon_employee_access	0.942173	14.440	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.731597	5.552	0.799980
BNG(breast-w)	0.986157	21.338	0.799980
BNG(cmc)	0.575678	35.469	0.799986
BNG(tic-tac-toe)	0.791847	21.076	0.799980
Bank_Customer_Churn_Dataset	0.865500	6.239	0.800000
Basketball_c	0.697761	4.591	0.800000
Cardiovascular-Disease-dataset	0.731429	49.620	0.800000
Click_prediction_small	0.831539	6.411	0.799990
Credit_c	0.707444	42.066	0.801311
Customer_Personality_Analysis	0.895089	0.948	0.800000
Diabetic_Retinopathy_Debrecen	0.744589	0.705	0.799305
E-CommereShippingData	0.671364	2.601	0.799982
Employee	0.848550	1.130	0.799914
FICO-HELOC-cleaned	0.737722	3.113	0.799919
Firm-Teacher_Clave-Direction_Classification	0.727315	2.720	0.800000
Fitness_Club_c	0.798658	0.466	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.612500	0.673	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.675000	0.644	0.800000
Gender_Gap_in_Spanish_WP	0.598947	1.133	0.799831
GesturePhaseSegmentationProcessed	0.644557	3.328	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.854465	2.152	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.880952	0.744	0.800000
INNHotelsGroup	0.859269	16.096	0.800000
Indian_pines	0.930016	11.827	0.799978
JapaneseVowels	0.994982	2.518	0.799920
KDDCup09_upselling	0.773879	2.106	0.799922
MIC	0.896970	1.356	0.799879
MagicTelescope	0.874606	5.120	0.800000
Marketing_Campaign	0.895089	0.798	0.800000
Mobile_Price_Classification	0.967500	0.713	0.800000
National_Health_and_Nutrition_Health_Survey	0.833333	0.602	0.799824
PhishingWebsites	0.969245	3.517	0.800000
PieChart3	0.884259	0.657	0.799443
Pima_Indians_Diabetes_Database	0.740260	0.460	0.799479
PizzaCutter3	0.880383	0.649	0.799616
Pumpkin_Seeds	0.876000	0.674	0.800000
QSAR_biodegradation	0.867299	0.667	0.799810
SDSS17	0.972800	98.155	0.800000
Satellite	0.993137	1.802	0.800000
Telecom_Churn_Dataset	0.944528	0.917	0.799880
UJI_Pen_Characters	0.465201	2.994	0.799853
Water_Quality_and_Potability	0.641768	0.801	0.799756
Wilt	0.990674	0.903	0.799834
abalone	0.635167	0.949	0.799856
ada	0.844578	1.683	0.799855
ada_agnostic	0.832421	1.810	0.799868
ada_prior	0.834637	1.097	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.597500	0.544	0.800000
allbp	0.976159	1.240	0.799841
allrep	0.973510	1.219	0.799841
analcatdata_authorship	0.994083	0.737	0.799049
artificial-characters	0.687378	2.184	0.799961
autoUniv-au4-2500	0.502000	1.873	0.800000
autoUniv-au7-1100	0.368182	0.579	0.800000
