dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.428571	5.834	0.799845
Amazon_employee_access	0.942173	13.559	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.731097	3.127	0.799980
BNG(breast-w)	0.984506	19.951	0.799980
BNG(cmc)	0.573779	33.384	0.799986
BNG(tic-tac-toe)	0.774575	20.158	0.799980
Bank_Customer_Churn_Dataset	0.859500	5.480	0.800000
Basketball_c	0.690299	3.304	0.800000
Cardiovascular-Disease-dataset	0.727643	49.434	0.800000
Click_prediction_small	0.831539	6.439	0.799990
Credit_c	0.692060	41.940	0.801311
Customer_Personality_Analysis	0.897321	0.947	0.800000
Diabetic_Retinopathy_Debrecen	0.744589	0.705	0.799305
E-CommereShippingData	0.663182	2.614	0.799982
Employee	0.847476	1.160	0.799914
FICO-HELOC-cleaned	0.738734	3.090	0.799919
Firm-Teacher_Clave-Direction_Classification	0.738426	2.741	0.800000
Fitness_Club_c	0.781879	0.516	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.581250	0.635	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.593750	0.653	0.800000
Gender_Gap_in_Spanish_WP	0.604211	1.147	0.799831
GesturePhaseSegmentationProcessed	0.602532	3.318	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.843991	2.136	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.867347	0.720	0.800000
INNHotelsGroup	0.859132	16.022	0.800000
Indian_pines	0.908147	11.882	0.799978
JapaneseVowels	0.992975	2.465	0.799920
KDDCup09_upselling	0.763158	2.086	0.799922
MIC	0.903030	1.342	0.799879
MagicTelescope	0.875394	5.097	0.800000
Marketing_Campaign	0.895089	0.791	0.800000
Mobile_Price_Classification	0.880000	0.690	0.800000
National_Health_and_Nutrition_Health_Survey	0.846491	0.571	0.799824
PhishingWebsites	0.962913	3.561	0.800000
PieChart3	0.870370	0.629	0.799443
Pima_Indians_Diabetes_Database	0.759740	0.412	0.799479
PizzaCutter3	0.880383	0.609	0.799616
Pumpkin_Seeds	0.878000	0.688	0.800000
QSAR_biodegradation	0.867299	0.650	0.799810
SDSS17	0.970400	97.767	0.800000
Satellite	0.992157	1.760	0.800000
Telecom_Churn_Dataset	0.931034	0.946	0.799880
UJI_Pen_Characters	0.498168	2.788	0.799853
Water_Quality_and_Potability	0.634146	0.795	0.799756
Wilt	0.988601	0.741	0.799834
abalone	0.633971	0.934	0.799856
ada	0.848193	1.661	0.799855
ada_agnostic	0.826944	1.922	0.799868
ada_prior	0.840223	1.101	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.572500	0.539	0.800000
allbp	0.976159	1.284	0.799841
allrep	0.974834	1.198	0.799841
analcatdata_authorship	0.982249	0.733	0.799049
artificial-characters	0.673190	2.178	0.799961
autoUniv-au4-2500	0.474000	1.795	0.800000
