dataset	accuracy	time_s	train_ratio
ASP-POTASSCO-classification	0.424710	6.506	0.799845
Amazon_employee_access	0.942173	14.164	0.799994
BLE_RSSI_dataset_for_Indoor_localization	0.737606	5.099	0.799980
BNG(breast-w)	0.984252	21.071	0.799980
BNG(cmc)	0.569349	35.515	0.799986
BNG(tic-tac-toe)	0.765050	20.721	0.799980
Bank_Customer_Churn_Dataset	0.862500	6.106	0.800000
Basketball_c	0.705224	4.281	0.800000
Cardiovascular-Disease-dataset	0.726714	49.483	0.800000
Click_prediction_small	0.831539	6.412	0.799990
Credit_c	0.681638	42.029	0.801311
Customer_Personality_Analysis	0.890625	0.925	0.800000
Diabetic_Retinopathy_Debrecen	0.740260	0.718	0.799305
E-CommereShippingData	0.660455	2.619	0.799982
Employee	0.848550	1.172	0.799914
FICO-HELOC-cleaned	0.740253	3.114	0.799919
Firm-Teacher_Clave-Direction_Classification	0.631481	2.685	0.800000
Fitness_Club_c	0.791946	0.485	0.799597
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.590625	0.652	0.800000
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.618750	0.629	0.800000
Gender_Gap_in_Spanish_WP	0.588421	1.159	0.799831
GesturePhaseSegmentationProcessed	0.558481	3.305	0.799959
HR_Analytics_Job_Change_of_Data_Scientists	0.841786	2.160	0.797432
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.874150	0.716	0.800000
INNHotelsGroup	0.854997	16.015	0.800000
Indian_pines	0.862767	11.858	0.799978
JapaneseVowels	0.989463	2.471	0.799920
KDDCup09_upselling	0.758285	2.093	0.799922
MIC	0.896970	1.384	0.799879
MagicTelescope	0.871714	5.100	0.800000
Marketing_Campaign	0.892857	0.784	0.800000
Mobile_Price_Classification	0.565000	0.708	0.800000
National_Health_and_Nutrition_Health_Survey	0.842105	0.621	0.799824
PhishingWebsites	0.962008	3.528	0.800000
PieChart3	0.875000	0.654	0.799443
Pima_Indians_Diabetes_Database	0.753247	0.420	0.799479
PizzaCutter3	0.880383	0.660	0.799616
Pumpkin_Seeds	0.878000	0.715	0.800000
QSAR_biodegradation	0.895735	0.643	0.799810
SDSS17	0.967000	97.718	0.800000
Satellite	0.992157	1.746	0.800000
Telecom_Churn_Dataset	0.928036	0.955	0.799880
UJI_Pen_Characters	0.501832	2.924	0.799853
Water_Quality_and_Potability	0.637195	0.789	0.799756
Wilt	0.989637	0.781	0.799834
abalone	0.630383	0.934	0.799856
ada	0.850602	1.649	0.799855
ada_agnostic	0.833516	1.845	0.799868
ada_prior	0.841341	1.102	0.799955
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.562500	0.534	0.800000
allbp	0.972185	1.205	0.799841
allrep	0.970861	1.209	0.799841
analcatdata_authorship	0.988166	0.727	0.799049
artificial-characters	0.661448	2.200	0.799961
autoUniv-au4-2500	0.476000	1.804	0.800000
autoUniv-au7-1100	0.331818	0.508	0.800000
bank	0.895278	23.429	0.799982
banknote_authentication	0.545455	0.370	0.799563
baseball	0.944030	0.542	0.800000
car-evaluation	0.708092	0.645	0.799769
churn	0.934000	1.348	0.800000
cmc	0.566102	0.530	0.799728
company_bankruptcy_prediction	0.972874	4.341	0.799971
contraceptive_method_choice	0.589831	0.651	0.799728
credit	0.775651	4.366	0.799988
default_of_credit_card_clients	0.821667	12.626	0.800000
delta_ailerons	0.946704	1.039	0.799972
dis	0.984106	1.199	0.799841
dna	0.937304	3.566	0.799749
drug_consumption	0.403183	0.618	0.799894
dry_bean_dataset	0.929122	3.695	0.799941
eeg-eye-state	0.924232	3.981	0.800000
electricity	0.805914	21.836	0.799987
estimation_of_obesity_levels	0.962175	0.747	0.799621
eye_movements	0.557130	3.403	0.799927
eye_movements_bin	0.591984	2.044	0.799947
first-order-theorem-proving	0.603758	2.613	0.799935
gas-drift	0.993170	11.567	0.800000
gina_agnostic	0.668588	23.235	0.799885
golf_play_dataset_extended	0.917808	0.496	0.800000
heloc	0.718000	2.839	0.800000
house_16H	0.874351	3.653	0.799970
htru	0.978492	4.555	0.799978
ibm-employee-performance	0.993197	0.802	0.800000
in_vehicle_coupon_recommendation	0.680100	3.331	0.800729
internet_firewall	0.801709	42.381	0.799991
jm1	0.810289	2.983	0.800000
jungle_chess_2pcs_raw_endgame_complete	0.707831	20.968	0.799996
kdd_ipums_la_97-small	0.847784	1.386	0.799923
kr-vs-k	0.561119	29.891	0.799971
kropt	0.564861	29.792	0.799971
led24	0.731250	1.038	0.800000
led7	0.745313	0.744	0.800000
letter	0.953000	19.260	0.800000
mammography	0.987930	1.810	0.799964
maternal_health_risk	0.758621	0.441	0.799803
mfeat-factors	0.967500	2.816	0.800000
mfeat-fourier	0.870000	1.299	0.800000
mfeat-karhunen	0.957500	1.306	0.800000
mfeat-morphological	0.765000	0.629	0.800000
mfeat-pixel	0.935000	3.109	0.800000
mfeat-zernike	0.820000	0.971	0.800000
mice_protein_expression	0.995370	0.943	0.800000
microaggregation2	0.603500	6.481	0.800000
mobile_c36_oversampling	0.950348	20.783	0.800000
mozilla4	0.911547	1.913	0.800000
naticusdroid+android+permissions+dataset	0.952616	20.488	0.799980
national-longitudinal-survey-binary	0.985743	1.254	0.799919
okcupid_stem	0.732759	9.314	0.799978
one-hundred-plants-margin	0.762500	4.589	0.800000
one-hundred-plants-shape	0.712500	4.682	0.800000
one-hundred-plants-texture	0.846875	4.731	0.799875
optdigits	0.989324	2.632	0.800000
ozone-level-8hr	0.952663	1.479	0.799921
page-blocks	0.975342	1.194	0.799927
pendigits	0.995452	2.762	0.799945
phoneme	0.864015	0.813	0.799963
pol	0.962816	3.000	0.799940
predict_students_dropout_and_academic_success	0.772881	1.513	0.799955
qsar	0.895735	0.650	0.800000
rice_cammeo_and_osmancik	0.925197	0.795	0.800000
ringnorm	0.979730	1.996	0.800000
satimage	0.914463	2.204	0.800000
segment	0.932900	0.744	0.800000
seismic+bumps	0.932302	0.779	0.799923
shuttle	0.999052	34.633	0.800000
spambase	0.926167	2.053	0.799826
splice	0.879310	1.584	0.800000
sports_articles_for_objectivity_analysis	0.830000	0.718	0.800000
statlog	0.740000	0.568	0.800000
steel_plates_faults	0.773779	0.745	0.799588
sylvine	0.944390	1.386	0.799961
taiwanese_bankruptcy_prediction	0.969208	4.418	0.799971
telco-customer-churn	0.791341	1.840	0.799943
texture	0.996364	6.384	0.800000
thyroid	0.984722	1.951	0.800000
thyroid-ann	0.977483	1.085	0.799841
thyroid-dis	0.700000	1.023	0.800000
turiye_student_evaluation	0.500000	1.879	0.800000
twonorm	0.977703	1.992	0.800000
vehicle	0.858824	0.508	0.799054
wall-robot-navigation	0.956960	1.563	0.799853
water_quality	0.903750	1.973	0.799900
waveform-5000	0.855000	1.855	0.800000
waveform_database_generator_version_1	0.857000	1.376	0.800000
website_phishing	0.907749	0.510	0.799704
wine-quality-red	0.571875	0.507	0.799875
wine-quality-white	0.593878	1.119	0.799918
yeast	0.606061	0.514	0.799865
