dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.413127	2.385	0.799845	0.003	0.207	2.179	2.388
Amazon_employee_access	0.942173	10.219	0.799994	0.004	0.139	10.080	10.223
BLE_RSSI_dataset_for_Indoor_localization	0.731097	1.010	0.799980	0.002	0.033	0.977	1.012
BNG(breast-w)	0.985649	16.395	0.799980	0.004	0.244	16.151	16.399
BNG(cmc)	0.573599	31.638	0.799986	0.005	0.306	31.332	31.643
BNG(tic-tac-toe)	0.793752	16.998	0.799980	0.004	0.262	16.737	17.002
Bank_Customer_Churn_Dataset	0.863500	1.982	0.800000	0.003	0.068	1.914	1.985
Basketball_c	0.708955	0.248	0.800000	0.002	0.038	0.210	0.250
Cardiovascular-Disease-dataset	0.731357	49.788	0.800000	0.005	0.393	49.395	49.794
Click_prediction_small	0.831790	5.895	0.799990	0.003	0.075	5.819	5.898
Credit_c	0.702481	41.578	0.801311	0.006	0.787	40.791	41.584
Customer_Personality_Analysis	0.888393	0.490	0.800000	0.002	0.045	0.445	0.492
Diabetic_Retinopathy_Debrecen	0.757576	0.262	0.799305	0.002	0.029	0.232	0.264
E-CommereShippingData	0.673636	2.133	0.799982	0.003	0.060	2.073	2.135
Employee	0.854995	0.703	0.799914	0.003	0.024	0.678	0.705
FICO-HELOC-cleaned	0.739747	2.561	0.799919	0.003	0.128	2.433	2.564
Firm-Teacher_Clave-Direction_Classification	0.736111	2.388	0.800000	0.003	0.101	2.287	2.391
Fitness_Club_c	0.791946	0.184	0.799596	0.002	0.013	0.171	0.187
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.593750	0.333	0.800000	0.002	0.033	0.300	0.336
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.606250	0.334	0.800000	0.003	0.035	0.299	0.336
Gender_Gap_in_Spanish_WP	0.598947	0.847	0.799831	0.003	0.037	0.810	0.850
GesturePhaseSegmentationProcessed	0.619747	2.974	0.799959	0.003	0.162	2.812	2.977
HR_Analytics_Job_Change_of_Data_Scientists	0.853363	1.808	0.797432	0.003	0.059	1.749	1.811
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.880952	0.407	0.800000	0.002	0.051	0.356	0.409
INNHotelsGroup	0.867126	15.834	0.800000	0.004	0.302	15.532	15.838
Indian_pines	0.932750	11.442	0.799978	0.008	0.983	10.459	11.450
JapaneseVowels	0.991972	2.178	0.799920	0.003	0.081	2.097	2.182
KDDCup09_upselling	0.775828	1.796	0.799922	0.003	0.139	1.656	1.799
MIC	0.890909	1.064	0.799879	0.003	0.157	0.908	1.068
MagicTelescope	0.876709	4.710	0.800000	0.003	0.111	4.598	4.713
Marketing_Campaign	0.897321	0.509	0.800000	0.003	0.051	0.458	0.511
Mobile_Price_Classification	0.972500	0.407	0.800000	0.002	0.038	0.370	0.410
National_Health_and_Nutrition_Health_Survey	0.831140	0.294	0.799824	0.003	0.019	0.275	0.297
PhishingWebsites	0.973768	3.183	0.800000	0.004	0.142	3.041	3.186
PieChart3	0.875000	0.357	0.799443	0.002	0.056	0.301	0.359
Pima_Indians_Diabetes_Database	0.740260	0.143	0.799479	0.003	0.014	0.129	0.146
PizzaCutter3	0.880383	0.350	0.799617	0.003	0.054	0.297	0.353
Pumpkin_Seeds	0.880000	0.402	0.800000	0.002	0.026	0.375	0.404
QSAR_biodegradation	0.862559	0.378	0.799810	0.003	0.062	0.316	0.380
SDSS17	0.970950	99.986	0.800000	0.005	0.722	99.264	99.991
Satellite	0.993137	1.476	0.800000	0.003	0.105	1.371	1.479
Telecom_Churn_Dataset	0.944528	0.649	0.799880	0.002	0.041	0.608	0.652
UJI_Pen_Characters	0.487179	2.455	0.799853	0.005	0.121	2.334	2.460
Water_Quality_and_Potability	0.640244	0.492	0.799756	0.003	0.022	0.470	0.495
Wilt	0.991710	0.479	0.799834	0.002	0.020	0.459	0.481
abalone	0.630383	0.646	0.799856	0.003	0.027	0.619	0.649
ada	0.857831	1.375	0.799855	0.003	0.101	1.275	1.378
ada_agnostic	0.838992	1.541	0.799868	0.003	0.108	1.433	1.544
ada_prior	0.830168	0.817	0.799955	0.002	0.039	0.778	0.820
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.587500	0.257	0.800000	0.002	0.017	0.240	0.259
allbp	0.976159	0.913	0.799841	0.003	0.060	0.853	0.916
allrep	0.976159	0.913	0.799841	0.003	0.057	0.856	0.916
analcatdata_authorship	0.988166	0.461	0.799049	0.003	0.096	0.365	0.464
artificial-characters	0.687867	1.876	0.799961	0.003	0.046	1.830	1.879
autoUniv-au4-2500	0.498000	1.518	0.800000	0.003	0.190	1.328	1.521
autoUniv-au7-1100	0.372727	0.205	0.800000	0.002	0.020	0.185	0.208
bank	0.896273	22.885	0.799982	0.005	0.381	22.503	22.889
banknote_authentication	0.556364	0.097	0.799563	0.002	0.010	0.088	0.100
baseball	0.947761	0.266	0.800000	0.002	0.027	0.239	0.268
car-evaluation	0.841040	0.366	0.799769	0.003	0.036	0.330	0.369
churn	0.938000	1.074	0.800000	0.003	0.062	1.012	1.077
cmc	0.576271	0.233	0.799728	0.002	0.017	0.215	0.235
company_bankruptcy_prediction	0.972141	3.949	0.799971	0.004	0.323	3.626	3.953
contraceptive_method_choice	0.606780	0.231	0.799728	0.002	0.017	0.214	0.233
credit	0.777445	3.904	0.799988	0.003	0.094	3.810	3.907
default_of_credit_card_clients	0.824500	12.316	0.800000	0.004	0.385	11.931	12.320
delta_ailerons	0.947405	0.760	0.799972	0.003	0.026	0.735	0.763
