dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.432432	2.491	0.799845	0.003	0.203	2.288	2.494
Amazon_employee_access	0.942173	10.298	0.799994	0.004	0.141	10.157	10.302
BLE_RSSI_dataset_for_Indoor_localization	0.733100	1.008	0.799980	0.002	0.032	0.976	1.010
BNG(breast-w)	0.986157	16.417	0.799980	0.004	0.245	16.172	16.421
BNG(cmc)	0.573418	31.652	0.799986	0.004	0.304	31.348	31.656
BNG(tic-tac-toe)	0.791847	16.824	0.799980	0.004	0.238	16.586	16.829
Bank_Customer_Churn_Dataset	0.871000	1.994	0.800000	0.003	0.077	1.917	1.997
Basketball_c	0.708955	0.257	0.800000	0.002	0.046	0.211	0.259
Cardiovascular-Disease-dataset	0.729214	50.943	0.800000	0.005	0.424	50.519	50.949
Click_prediction_small	0.832040	5.889	0.799990	0.003	0.075	5.815	5.892
Credit_c	0.706121	42.480	0.801311	0.007	0.789	41.691	42.487
Customer_Personality_Analysis	0.895089	0.491	0.800000	0.002	0.045	0.446	0.493
Diabetic_Retinopathy_Debrecen	0.761905	0.263	0.799305	0.002	0.030	0.233	0.265
E-CommereShippingData	0.674091	2.117	0.799982	0.003	0.060	2.057	2.119
Employee	0.849624	0.705	0.799914	0.003	0.024	0.681	0.708
FICO-HELOC-cleaned	0.742785	2.551	0.799919	0.003	0.124	2.427	2.554
Firm-Teacher_Clave-Direction_Classification	0.762963	2.384	0.800000	0.003	0.098	2.286	2.387
Fitness_Club_c	0.795302	0.186	0.799596	0.002	0.013	0.173	0.188
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.637500	0.334	0.800000	0.002	0.033	0.301	0.336
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.643750	0.336	0.800000	0.002	0.035	0.301	0.338
Gender_Gap_in_Spanish_WP	0.598947	0.845	0.799831	0.002	0.036	0.809	0.847
GesturePhaseSegmentationProcessed	0.665316	2.970	0.799959	0.003	0.161	2.809	2.973
HR_Analytics_Job_Change_of_Data_Scientists	0.853914	1.806	0.797432	0.002	0.059	1.747	1.809
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.870748	0.412	0.800000	0.002	0.051	0.360	0.414
INNHotelsGroup	0.871813	16.003	0.800000	0.004	0.303	15.700	16.007
Indian_pines	0.936031	11.265	0.799978	0.007	0.982	10.283	11.272
JapaneseVowels	0.995484	2.172	0.799920	0.003	0.078	2.094	2.175
KDDCup09_upselling	0.781676	1.800	0.799922	0.003	0.141	1.659	1.803
MIC	0.903030	1.072	0.799879	0.003	0.160	0.912	1.074
MagicTelescope	0.876709	4.721	0.800000	0.003	0.111	4.610	4.724
Marketing_Campaign	0.888393	0.507	0.800000	0.003	0.049	0.459	0.510
Mobile_Price_Classification	0.977500	0.412	0.800000	0.002	0.039	0.373	0.414
National_Health_and_Nutrition_Health_Survey	0.831140	0.293	0.799824	0.002	0.019	0.275	0.296
PhishingWebsites	0.966079	3.194	0.800000	0.003	0.145	3.049	3.197
PieChart3	0.875000	0.356	0.799443	0.002	0.056	0.300	0.359
Pima_Indians_Diabetes_Database	0.753247	0.141	0.799479	0.002	0.014	0.128	0.143
PizzaCutter3	0.875598	0.349	0.799617	0.002	0.054	0.295	0.352
Pumpkin_Seeds	0.878000	0.399	0.800000	0.002	0.026	0.373	0.401
QSAR_biodegradation	0.872038	0.379	0.799810	0.002	0.062	0.317	0.381
SDSS17	0.972600	100.136	0.800000	0.005	0.670	99.466	100.142
Satellite	0.993137	1.481	0.800000	0.003	0.106	1.375	1.484
Telecom_Churn_Dataset	0.950525	0.651	0.799880	0.002	0.041	0.610	0.653
UJI_Pen_Characters	0.476190	2.455	0.799853	0.002	0.120	2.334	2.457
Water_Quality_and_Potability	0.644817	0.493	0.799756	0.005	0.023	0.470	0.498
Wilt	0.991710	0.482	0.799834	0.002	0.019	0.463	0.484
abalone	0.642344	0.643	0.799856	0.002	0.027	0.617	0.646
ada	0.848193	1.383	0.799855	0.003	0.103	1.280	1.386
ada_agnostic	0.832421	1.552	0.799868	0.003	0.121	1.431	1.555
ada_prior	0.833520	0.818	0.799955	0.002	0.039	0.779	0.820
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.590000	0.262	0.800000	0.003	0.017	0.245	0.265
allbp	0.974834	0.920	0.799841	0.003	0.059	0.862	0.923
allrep	0.972185	0.913	0.799841	0.003	0.059	0.854	0.916
analcatdata_authorship	0.982249	0.460	0.799049	0.003	0.096	0.364	0.463
artificial-characters	0.694716	1.895	0.799961	0.002	0.047	1.848	1.897
autoUniv-au4-2500	0.482000	1.528	0.800000	0.003	0.193	1.335	1.531
autoUniv-au7-1100	0.368182	0.198	0.800000	0.002	0.019	0.179	0.201
bank	0.899370	22.912	0.799982	0.004	0.382	22.530	22.915
banknote_authentication	0.549091	0.101	0.799563	0.002	0.010	0.090	0.103
baseball	0.947761	0.271	0.800000	0.002	0.028	0.243	0.273
car-evaluation	0.852601	0.370	0.799769	0.002	0.036	0.334	0.372
churn	0.937000	1.083	0.800000	0.002	0.062	1.021	1.085
cmc	0.586441	0.236	0.799728	0.002	0.018	0.218	0.238
company_bankruptcy_prediction	0.972874	3.952	0.799971	0.004	0.321	3.630	3.956
contraceptive_method_choice	0.603390	0.235	0.799728	0.002	0.017	0.219	0.237
credit	0.776847	4.018	0.799988	0.003	0.095	3.923	4.022
default_of_credit_card_clients	0.824500	12.355	0.800000	0.004	0.385	11.970	12.360
delta_ailerons	0.947405	0.763	0.799972	0.003	0.025	0.738	0.765
dis	0.985430	0.921	0.799841	0.003	0.059	0.862	0.924
dna	0.924765	3.281	0.799749	0.004	0.365	2.916	3.285
drug_consumption	0.403183	0.309	0.799894	0.002	0.023	0.286	0.311
dry_bean_dataset	0.927286	3.314	0.799941	0.003	0.126	3.188	3.317
eeg-eye-state	0.959947	3.700	0.800000	0.003	0.118	3.582	3.704
electricity	0.830851	22.190	0.799987	0.004	0.257	21.933	22.194
estimation_of_obesity_levels	0.973995	0.397	0.799621	0.002	0.030	0.367	0.399
eye_movements	0.584552	3.014	0.799927	0.003	0.173	2.841	3.017
eye_movements_bin	0.597240	1.755	0.799947	0.003	0.090	1.665	1.758
first-order-theorem-proving	0.622549	2.223	0.799935	0.003	0.168	2.055	2.226
gas-drift	0.994968	11.173	0.800000	0.006	1.012	10.161	11.180
gina_agnostic	0.809798	23.213	0.799885	0.011	2.321	20.892	23.224
golf_play_dataset_extended	0.926941	0.197	0.800000	0.002	0.016	0.181	0.199
heloc	0.719500	2.556	0.800000	0.004	0.115	2.441	2.560
house_16H	0.885100	3.304	0.799970	0.003	0.119	3.185	3.307
