dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.413127	2.483	0.799845	0.003	0.212	2.271	2.487
Amazon_employee_access	0.942173	10.061	0.799994	0.004	0.139	9.922	10.065
BLE_RSSI_dataset_for_Indoor_localization	0.733100	1.012	0.799980	0.002	0.032	0.980	1.015
BNG(breast-w)	0.986665	16.776	0.799980	0.004	0.235	16.541	16.781
BNG(cmc)	0.576221	31.968	0.799986	0.005	0.333	31.635	31.972
BNG(tic-tac-toe)	0.790450	16.538	0.799980	0.004	0.241	16.297	16.542
Bank_Customer_Churn_Dataset	0.867500	2.002	0.800000	0.005	0.072	1.930	2.007
Basketball_c	0.712687	0.248	0.800000	0.003	0.034	0.214	0.250
Cardiovascular-Disease-dataset	0.729571	50.665	0.800000	0.005	0.395	50.269	50.670
Click_prediction_small	0.831790	5.927	0.799990	0.003	0.074	5.853	5.930
Credit_c	0.708023	42.387	0.801311	0.006	0.788	41.599	42.393
Customer_Personality_Analysis	0.892857	0.491	0.800000	0.003	0.045	0.446	0.494
Diabetic_Retinopathy_Debrecen	0.753247	0.265	0.799305	0.002	0.030	0.235	0.267
E-CommereShippingData	0.670909	2.127	0.799982	0.003	0.062	2.065	2.130
Employee	0.850698	0.705	0.799914	0.003	0.024	0.680	0.708
FICO-HELOC-cleaned	0.740759	2.554	0.799919	0.003	0.125	2.429	2.557
Firm-Teacher_Clave-Direction_Classification	0.756481	2.392	0.800000	0.003	0.098	2.294	2.395
Fitness_Club_c	0.798658	0.186	0.799596	0.003	0.013	0.173	0.189
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.587500	0.334	0.800000	0.003	0.034	0.301	0.337
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.687500	0.336	0.800000	0.003	0.035	0.301	0.339
Gender_Gap_in_Spanish_WP	0.595789	0.842	0.799831	0.002	0.035	0.807	0.845
GesturePhaseSegmentationProcessed	0.644557	2.978	0.799959	0.003	0.167	2.811	2.981
HR_Analytics_Job_Change_of_Data_Scientists	0.855017	1.807	0.797432	0.008	0.060	1.747	1.815
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.867347	0.410	0.800000	0.002	0.050	0.359	0.412
INNHotelsGroup	0.866850	15.731	0.800000	0.005	0.299	15.433	15.736
Indian_pines	0.937671	11.364	0.799978	0.007	0.997	10.367	11.372
JapaneseVowels	0.994982	2.175	0.799920	0.003	0.082	2.093	2.179
KDDCup09_upselling	0.789474	1.797	0.799922	0.003	0.140	1.657	1.800
MIC	0.900000	1.068	0.799879	0.004	0.157	0.911	1.072
MagicTelescope	0.877497	4.743	0.800000	0.003	0.110	4.633	4.747
Marketing_Campaign	0.888393	0.505	0.800000	0.003	0.048	0.457	0.508
Mobile_Price_Classification	0.970000	0.411	0.800000	0.002	0.038	0.373	0.413
National_Health_and_Nutrition_Health_Survey	0.828947	0.290	0.799824	0.002	0.018	0.272	0.292
PhishingWebsites	0.971958	3.195	0.800000	0.003	0.147	3.048	3.198
PieChart3	0.875000	0.352	0.799443	0.002	0.055	0.297	0.355
Pima_Indians_Diabetes_Database	0.766234	0.136	0.799479	0.002	0.013	0.123	0.139
PizzaCutter3	0.885167	0.345	0.799617	0.002	0.053	0.292	0.348
Pumpkin_Seeds	0.884000	0.395	0.800000	0.002	0.025	0.370	0.398
QSAR_biodegradation	0.886256	0.371	0.799810	0.003	0.060	0.312	0.374
SDSS17	0.972150	98.618	0.800000	0.006	0.669	97.950	98.624
Satellite	0.993137	1.477	0.800000	0.003	0.104	1.373	1.480
Telecom_Churn_Dataset	0.956522	0.658	0.799880	0.003	0.042	0.617	0.661
UJI_Pen_Characters	0.483516	2.714	0.799853	0.006	0.123	2.591	2.719
Water_Quality_and_Potability	0.664634	0.492	0.799756	0.003	0.022	0.469	0.494
