dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.416988	2.469	0.799845	0.003	0.209	2.259	2.472
Amazon_employee_access	0.942173	10.234	0.799994	0.004	0.139	10.095	10.238
BLE_RSSI_dataset_for_Indoor_localization	0.731597	1.021	0.799980	0.003	0.033	0.988	1.023
BNG(breast-w)	0.986030	16.527	0.799980	0.004	0.237	16.290	16.531
BNG(cmc)	0.577034	31.729	0.799986	0.005	0.302	31.427	31.734
BNG(tic-tac-toe)	0.788037	17.010	0.799980	0.004	0.265	16.745	17.014
Bank_Customer_Churn_Dataset	0.867500	1.999	0.800000	0.003	0.077	1.922	2.002
Basketball_c	0.708955	0.257	0.800000	0.002	0.044	0.213	0.259
Cardiovascular-Disease-dataset	0.732000	49.445	0.800000	0.006	0.396	49.049	49.451
Click_prediction_small	0.832290	6.029	0.799990	0.004	0.084	5.946	6.033
Credit_c	0.704632	41.969	0.801311	0.006	0.790	41.179	41.975
Customer_Personality_Analysis	0.895089	0.493	0.800000	0.003	0.046	0.447	0.496
Diabetic_Retinopathy_Debrecen	0.731602	0.265	0.799305	0.002	0.031	0.235	0.268
E-CommereShippingData	0.669545	2.115	0.799982	0.003	0.061	2.054	2.118
Employee	0.847476	0.710	0.799914	0.002	0.025	0.685	0.712
FICO-HELOC-cleaned	0.737722	2.553	0.799919	0.003	0.127	2.426	2.556
Firm-Teacher_Clave-Direction_Classification	0.738889	2.418	0.800000	0.003	0.100	2.318	2.421
Fitness_Club_c	0.791946	0.188	0.799596	0.002	0.014	0.174	0.190
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.612500	0.337	0.800000	0.003	0.034	0.302	0.339
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.665625	0.338	0.800000	0.003	0.036	0.302	0.341
Gender_Gap_in_Spanish_WP	0.591579	0.848	0.799831	0.003	0.037	0.811	0.850
GesturePhaseSegmentationProcessed	0.633924	2.975	0.799959	0.003	0.164	2.811	2.978
HR_Analytics_Job_Change_of_Data_Scientists	0.857773	1.822	0.797432	0.003	0.061	1.761	1.825
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.870748	0.412	0.800000	0.003	0.052	0.360	0.414
INNHotelsGroup	0.866023	15.899	0.800000	0.004	0.302	15.597	15.903
Indian_pines	0.912521	11.598	0.799978	0.008	0.984	10.615	11.606
JapaneseVowels	0.993979	2.174	0.799920	0.003	0.081	2.094	2.178
KDDCup09_upselling	0.777778	1.802	0.799922	0.003	0.142	1.660	1.805
MIC	0.903030	1.074	0.799879	0.003	0.160	0.914	1.077
MagicTelescope	0.877497	4.763	0.800000	0.003	0.109	4.654	4.767
Marketing_Campaign	0.888393	0.508	0.800000	0.003	0.050	0.458	0.511
Mobile_Price_Classification	0.970000	0.412	0.800000	0.002	0.039	0.374	0.415
National_Health_and_Nutrition_Health_Survey	0.831140	0.294	0.799824	0.003	0.019	0.275	0.297
PhishingWebsites	0.967436	3.221	0.800000	0.003	0.159	3.062	3.224
PieChart3	0.879630	0.360	0.799443	0.002	0.057	0.303	0.362
Pima_Indians_Diabetes_Database	0.753247	0.142	0.799479	0.003	0.014	0.128	0.145
PizzaCutter3	0.870813	0.351	0.799617	0.003	0.054	0.297	0.353
Pumpkin_Seeds	0.874000	0.399	0.800000	0.002	0.026	0.373	0.401
QSAR_biodegradation	0.862559	0.378	0.799810	0.003	0.062	0.316	0.381
SDSS17	0.973400	97.606	0.800000	0.006	0.673	96.933	97.613
Satellite	0.993137	1.486	0.800000	0.006	0.111	1.375	1.492
Telecom_Churn_Dataset	0.944528	0.655	0.799880	0.002	0.041	0.615	0.658
UJI_Pen_Characters	0.505495	2.679	0.799853	0.002	0.120	2.559	2.682
Water_Quality_and_Potability	0.638720	0.494	0.799756	0.002	0.023	0.470	0.496
Wilt	0.989637	0.481	0.799834	0.002	0.020	0.461	0.483
abalone	0.629187	0.642	0.799856	0.002	0.028	0.614	0.644
ada	0.846988	1.386	0.799855	0.003	0.103	1.283	1.388
ada_agnostic	0.836802	1.538	0.799868	0.003	0.114	1.424	1.541
ada_prior	0.837989	0.823	0.799955	0.003	0.038	0.785	0.826
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.592500	0.261	0.800000	0.002	0.017	0.244	0.263
allbp	0.976159	0.922	0.799841	0.003	0.058	0.864	0.925
allrep	0.972185	0.919	0.799841	0.003	0.058	0.861	0.922
analcatdata_authorship	0.988166	0.460	0.799049	0.003	0.097	0.363	0.463
artificial-characters	0.692759	1.908	0.799961	0.003	0.047	1.861	1.911
autoUniv-au4-2500	0.478000	1.531	0.800000	0.003	0.202	1.329	1.535
autoUniv-au7-1100	0.354545	0.204	0.800000	0.003	0.020	0.185	0.207
bank	0.896273	23.136	0.799982	0.005	0.378	22.758	23.140
banknote_authentication	0.581818	0.101	0.799563	0.003	0.010	0.091	0.103
baseball	0.951493	0.273	0.800000	0.002	0.028	0.245	0.275
car-evaluation	0.809249	0.371	0.799769	0.003	0.036	0.336	0.374
churn	0.940000	1.079	0.800000	0.003	0.062	1.017	1.082
cmc	0.583051	0.234	0.799728	0.002	0.018	0.216	0.236
company_bankruptcy_prediction	0.972874	3.977	0.799971	0.004	0.343	3.634	3.981
contraceptive_method_choice	0.630508	0.237	0.799728	0.002	0.017	0.220	0.239
credit	0.776548	3.980	0.799988	0.003	0.094	3.886	3.983
default_of_credit_card_clients	0.824000	12.345	0.800000	0.004	0.382	11.963	12.350
delta_ailerons	0.947405	0.761	0.799972	0.003	0.025	0.736	0.764
dis	0.985430	0.925	0.799841	0.003	0.062	0.863	0.928
dna	0.924765	3.269	0.799749	0.005	0.361	2.909	3.274
drug_consumption	0.403183	0.308	0.799894	0.003	0.023	0.285	0.311
dry_bean_dataset	0.930224	3.344	0.799941	0.003	0.121	3.223	3.347
eeg-eye-state	0.960280	3.720	0.800000	0.003	0.129	3.591	3.723
electricity	0.816727	21.704	0.799987	0.004	0.256	21.447	21.708
estimation_of_obesity_levels	0.978723	0.395	0.799621	0.002	0.029	0.365	0.397
